filter_idx,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
0,16384000.0,0.6,0.2,0.0008278203872011,0.0,0.65,0.1,14.243706109717317,0.0006254417920011912,0.0,4608000
1,16384000.0,0.6,-0.1,0.0014693451794816,0.0,0.74,-0.3,12.084968016831716,0.0008164264919700223,0.0,2916000
2,16384000.0,0.7,-0.5,0.0012720441478567,0.0,0.7,-0.48,4.694737068667998,0.0006077554708004418,0.0,5184000
3,16384000.0,0.8,-0.7,0.0026001114128662,50.0,0.64,-0.6,1.6676254826754957,0.001729512283758755,0.0,648000
4,16384000.0,0.5,-0.6,0.0033265824107509,0.0,0.51,-0.6,0.26768405860461697,0.002860485224983389,0.0,216000
5,16384000.0,0.3,-0.2,0.0043551449314889,0.0,0.35,-0.4,0.0059554892590376095,0.0035604858244857457,0.0,144000
6,16384000.0,0.3,-0.2,0.0043010232402619,0.0,0.35,-0.4,0.0033295443360565613,0.003659602437476317,0.0,144000
7,16384000.0,0.3,2.1,0.0006203890942929,0.0,0.29,2.2,0.009881364271922705,0.0005720827620433085,0.0,5832000
8,16384000.0,0.4,0.7,0.0011967571405874,0.0,0.46,0.4,1.2449408348600501,0.0007472313325494195,0.0,3456000
9,16384000.0,0.5,-0.1,0.0011229144148607,0.0,0.55,-0.2,2.2373523507124697,0.0008861910758155567,0.0,2304000
10,16384000.0,0.5,-0.3,0.0011157491801483,0.0,0.5,-0.29,0.6201059716521361,0.0010489858628195473,0.0,1728000
11,16384000.0,0.4,-0.3,0.0024344489953984,0.0,0.44,-0.4,0.14110773237168217,0.0018133404935992414,0.0,576000
12,16384000.0,0.5,-0.6,0.0036061472302092,50.0,0.34,-0.3,0.006948732016568869,0.002572214147385732,0.0,288000
13,16384000.0,0.2,0.4,0.0038813580780608,0.0,0.23,0.1,1.62190132370601e-05,0.00272398017968975,0.0,256000
14,16384000.0,0.6,0.0,0.0007930362227554,0.0,0.7,-0.19,23.550083718533216,0.0006461322044268858,0.0,4608000
15,16384000.0,0.6,-0.3,0.0014793210612423,0.0,0.68,-0.4,10.191094337972547,0.0005885124618755233,0.0,5184000
16,16384000.0,0.6,-0.5,0.0013058083041346,0.0,0.6,-0.5,2.942173813057249,0.0013058083041346,0.0,1093500
17,16384000.0,0.6,-0.7,0.0038101285836593,0.0,0.53,-0.6,0.8018833856989156,0.002434707652096413,0.0,324000
18,16384000.0,0.4,-0.6,0.0041537558478413,0.0,0.4,-0.6,0.0756586679586931,0.0041537558478413,0.0,108000
19,16384000.0,0.2,0.1,0.005867154500973,0.0,0.23,-0.1,4.3588414390459016e-05,0.00486808098427708,0.0,81000
20,16384000.0,0.1,1.8,0.0043466986355317,0.0,0.1,1.8,1.651365247538679e-17,0.0043466986355317,0.0,96000
21,16384000.0,0.5,0.4,0.0007431062602238,0.0,0.57,0.2,8.718742086065038,0.0007181731041907558,0.0,3456000
22,16384000.0,0.4,0.3,0.0012492598401331,0.0,0.5,-0.05,2.5701841561800594,0.0002805708433307741,0.0,24576000
23,16384000.0,0.5,-0.4,0.0016915902361189,0.0,0.51,-0.4,1.661074420929799,0.0011022325961362739,0.0,1536000
24,16384000.0,0.4,-0.4,0.002146468498587,0.0,0.4,-0.38,0.17638230289904108,0.0019262603212115703,0.0,512000
25,16384000.0,0.3,-0.3,0.0034574838958457,0.0,0.3,-0.31,0.006148977914198515,0.0031248222664093106,0.0,192000
26,16384000.0,0.2,0.1,0.0046281106330702,0.0,0.21,0.0,1.1851076103756994e-05,0.003924313900451455,0.0,121500
27,16384000.0,0.1,1.9,0.0052848602547772,50.0,0.09,2.2,3.0061205752666937e-20,0.005176674284558369,25.0,72000
28,16384000.0,0.4,1.0,0.0008964033128483,0.0,0.42,0.9,0.7563594953157522,0.0005853795766327385,0.0,5184000
29,16384000.0,0.6,-0.1,0.0009426757290337,0.0,0.6,-0.09,4.656075819238007,0.0005443622126611869,0.0,6144000
30,16384000.0,0.6,-0.4,0.0010001755850537,0.0,0.6,-0.38,2.4717144209284556,0.0003024636122181401,0.0,20736000
31,16384000.0,0.6,-0.6,0.0028699533404538,0.0,0.5,-0.44,0.471475731940101,0.0013204683974917808,0.0,1024000
32,16384000.0,0.4,-0.5,0.003719811782472,0.0,0.41,-0.5,0.06877190554388499,0.0028999299802705686,0.0,216000
33,16384000.0,0.2,0.2,0.0045933911338971,0.0,0.24,-0.1,7.154474198012578e-05,0.0037544816684492166,0.0,128000
34,16384000.0,0.1,2.1,0.005458296196092,50.0,0.09,2.5,8.892195195457099e-21,0.004693041985699975,50.0,81000
35,16384000.0,0.4,1.1,0.0004769393859533,0.0,0.45,0.8,1.432454158062302,0.0004205554832459324,0.0,10368000
36,16384000.0,0.7,-0.2,0.0009814949451431,50.0,0.6,-0.05,4.810940382147725,0.0005484451943901479,25.0,6144000
37,16384000.0,0.6,-0.3,0.0013000538968435,50.0,0.48,-0.1,0.7225811337832875,0.0005254212593671093,0.0,6912000
38,16384000.0,0.4,-0.3,0.0020175671037371,0.0,0.4,-0.27,0.12498210831461953,0.0008727210744677305,0.0,2304000
39,16384000.0,0.4,-0.5,0.0031842466813364,50.0,0.3,-0.24,0.00453394461527502,0.002099833372089202,0.0,432000
40,16384000.0,0.2,0.1,0.0048543334618242,0.0,0.18,0.3,3.221436781085871e-07,0.003959533635957024,0.0,121500
41,16384000.0,0.1,2.2,0.0047071515602898,100.0,0.11,1.9,5.461272507516059e-16,0.004629450402005686,125.0,91125
