filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",66.0275,54.146038,78.47181,2.8726091,1.3108617,8.945055,16384000.0,"(2.0, 0.5, 0.044)",0.0008278203872011,0.6,0.2,9.789325660328092,0.0,66.02749633789062,0.0003355120903509,0.0006254417920011,0.65,0.1,14.243706109717316,0.0,4608000,6.77959,0.0237279,0.0,5.93556,0.00579707,0.0,4.79216,0.0113842,0.0,5.4202318e-06
1,"(2.0, 0.5, 0.065)",26.310843,21.517254,32.023525,3.1993608,1.4146307,9.393432,16384000.0,"(2.0, 0.5, 0.065)",0.0014693451794816,0.6,-0.1,5.221120732702482,0.0,26.31084251403809,0.0003355120903509,0.00081642649197,0.74,-0.3,12.084968016831716,0.0,2916000,4.1237,0.0282882,0.0,3.59917,0.00164311,7.57975e-39,2.93937,0.00972167,0.0,6.5330296e-10
2,"(2.0, 0.5, 0.096)",9.566076,7.822888,11.649402,4.2447634,1.7844245,15.088311,16384000.0,"(2.0, 0.5, 0.096)",0.0012720441478567,0.7,-0.5,4.815516327913589,0.0,9.566076278686523,0.0003355120903509,0.0006077554708004,0.7,-0.48,4.694737068667998,0.0,5184000,2.35898,0.0332877,0.0,2.06447,0.00522511,0.0,1.69661,0.00990795,0.0,1.1076704e-05
3,"(2.0, 0.5, 0.141)",3.6542144,2.9471848,4.6022663,5.1577663,2.2197258,21.337349,16384000.0,"(2.0, 0.5, 0.141)",0.0026001114128662,0.8,-0.7,3.0916075629858577,50.0,3.654214382171631,0.0003355120903509,0.0017295122837587,0.64,-0.6,1.6676254826754957,0.0,648000,1.37638,0.0391728,0.0,1.2032,0.011131,0.0,0.980858,0.0148716,0.0,5.4037552e-43
4,"(2.0, 0.5, 0.208)",1.2468936,0.9734563,1.5532819,6.50208,2.9534879,27.303137,16384000.0,"(2.0, 0.5, 0.208)",0.0033265824107509,0.5,-0.6,0.2473995326057313,0.0,1.2468936443328855,0.0003355120903509,0.0028604852249833,0.51,-0.6,0.2676840586046169,0.0,216000,0.750723,0.0446232,0.0,0.656821,0.0166205,0.0,0.531794,0.0189826,0.0,7.196597899999996e-117
5,"(2.0, 0.5, 0.306)",0.31195986,0.24055377,0.4156295,9.978146,3.126065,66.28704,16384000.0,"(2.0, 0.5, 0.306)",0.0043551449314889,0.3,-0.2,0.0011138767751572,0.0,0.3119598627090454,0.0003355120903509,0.0035604858244857,0.35,-0.4,0.0059554892590376,0.0,144000,0.351386,0.0479443,0.0,0.308174,0.0201663,0.0,0.248053,0.0207939,0.0,7.820871599999997e-181
6,"(2.0, 0.5, 0.45)",0.17440787,0.13299213,0.25678504,11.664751,3.4981663,98.72245,16384000.0,"(2.0, 0.5, 0.45)",0.0043010232402619,0.3,-0.2,0.0006227367637615,0.0,0.1744078695774078,0.0003355120903509,0.0036596024374763,0.35,-0.4,0.0033295443360565,0.0,144000,0.263406,0.0476816,0.0,0.23104,0.0199124,0.0,0.186143,0.0203025,0.0,5.118156299999999e-191
7,"(2.0, 1.0, 0.044)",87.42761,73.475105,104.67302,3.0991545,1.3745834,9.448888,16384000.0,"(2.0, 1.0, 0.044)",0.0006203890942929,0.3,2.1,0.0163528682318753,0.0,87.4276123046875,0.0003355120903509,0.0005720827620433,0.29,2.2,0.0098813642719227,0.0,5832000,7.8741,0.0214279,0.0,6.90317,0.00888948,0.0,5.56268,0.011834,0.0,4.3992024e-05
8,"(2.0, 1.0, 0.065)",35.73371,29.532925,43.861973,3.5271044,1.5547183,10.987603,16384000.0,"(2.0, 1.0, 0.065)",0.0011967571405874,0.4,0.7,0.3711114498001548,0.0,35.73371124267578,0.0003355120903509,0.0007472313325494,0.46,0.4,1.24494083486005,0.0,3456000,4.83717,0.0263219,0.0,4.23241,0.00429898,1.9684499999999993e-263,3.42242,0.00959079,0.0,2.2640701e-08
9,"(2.0, 1.0, 0.096)",13.965508,11.528218,17.141226,4.37086,1.9310893,19.370962,16384000.0,"(2.0, 1.0, 0.096)",0.0011229144148607,0.5,-0.1,1.3125477876878324,0.0,13.965508460998535,0.0003355120903509,0.0008861910758155,0.55,-0.2,2.2373523507124697,0.0,2304000,2.8892,0.0310482,0.0,2.52514,0.003867,3.122749999999999e-213,2.0724,0.0079533,0.0,1.3326207e-11
