band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,best_augmented_var,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,0.0270278146122953,0.0270278146122953,0.0238965783129994,0.0219128356187581,0.0204663510917362,0.0193676676963091,0.0177351906749935,0.016518726652034,0.0155433705617745,0.0147779721436432,0.014148770568127,0.0127045214983319,0.0067284948268744,0.0047560243997115,0.0052382777807601,0.005913218229668,0.0047402915836458,0.0038763640118001,0.0040089747612416,0.004715203872196,0.0045492708119391,0.0051456387945104,0.0068971293547959,0.003691561683103417,0.017085183625287798,0.003396062604530465,0.0030863578400113847,0.0027528518617094978,0.00311143495489008,0.00329972103368692,0.0035602419634803706,0.0035327356313294977,0.005257301022496108
3,0.4731147609339947,0.4731147609339947,0.4535478187014619,0.4376798434262686,0.4237736508189379,0.4110846352573707,0.38888525933113,0.3698209800968878,0.3532688030234998,0.3385709741637204,0.3251527836454404,0.2903773969520463,0.0149254266980203,0.0161426345031691,0.0171575822799767,0.0180899318471562,0.0189877394428905,0.0206032763983183,0.0220772273158855,0.0225977882270259,0.0203837996162016,0.0208378643359319,0.0189481877623527,0.015333320257084372,0.4376798434262686,0.014436941587480871,0.013717348727578904,0.015473985213064867,0.014925426698020341,,,,
5,2.0551575190144566,2.0551575190144566,2.013054641455931,1.9793963678476263,1.949183347076838,1.9212965240570457,1.8705348937028907,1.824893288756554,1.7830055311051094,1.7442676719974008,1.7082589622217177,1.6120804286188315,0.0092844300585896,0.0084094067046964,0.0076193787582411,0.007633191065834,0.0083667849802018,0.0088679065486445,0.0087543293119077,0.0087220544258025,0.008681595015912,0.0086233108343894,0.0084974047195482,0.005373427806396734,2.0551575190144566,0.005153640576933682,0.005336644570640758,0.005151111027489594,0.004863080081110971,0.004623465360787893,0.004412900402985365,,
6,1.4450825237302674,1.4450825237302674,1.415178028307338,1.3903504527287565,1.3681412659409826,1.347833554055291,1.311164038176745,1.2779462716657732,1.2473503153251255,1.2188937626206229,1.1922212637847889,1.1200741529160734,0.0111253389588066,0.0115405652918255,0.0108006895017334,0.0099757417522847,0.0094219838905647,0.0103885557326465,0.0112820626738084,0.0121165538848639,0.0115147748002136,0.012163246023026,0.0132688815176336,0.010251125340373202,1.415178028307338,0.01031148494232284,0.010025622875050134,0.009730153634820438,0.00942198389056479,0.00910200588340937,0.008938033481137066,0.008563372217890775,0.008635903131765987
8,0.1188693838834643,0.1188693838834643,0.1110001576491768,0.1065331102039034,0.1030262604930217,0.1000714605730751,0.0951762989394883,0.0911718693825802,0.0877594731218043,0.0847753923397605,0.0821158650663178,0.0754940193637738,0.0032000582133038,0.0043181575513198,0.0059260017910315,0.0073606626038628,0.006681931491933,0.0037549980534578,0.0053203374892182,0.0071219675834491,0.0072650228496731,0.007002425149745,0.0088998035427817,0.002796943536047161,0.1030262604930217,0.0019703464086557876,0.0022006499874221014,0.0020983510110993975,0.0026830017047029253,,,,
9,0.0387015831738518,0.0387015831738518,0.0360693590496985,0.0347326902972697,0.0336986182682375,0.0328340643263229,0.0314112389646603,0.0302391419466424,0.0292265948261234,0.0283287593655023,0.0275187274157084,0.0254589974851395,0.0032528934071816,0.0028447652922982,0.004912362695746,0.006597527745657,0.0080493025629765,0.0066761027897247,0.0058358596618521,0.0072425077556882,0.00863518206955,0.0095028133258905,0.0092884666772969,0.004104987090989692,0.038701583173851806,0.0032239867455400306,0.003387982211685292,0.0027141038351073954,0.0020312507513068206,0.0018961658988930763,,,
11,0.0176882906101979,0.0176882906101979,0.0158877202650462,0.0148493226121404,0.014038150957498,0.0133583433968829,0.0122438517715755,0.011344471352252,0.0105881051531577,0.0099366150478197,0.0093648631520456,0.0079898542223819,0.0070713645534451,0.0068887724428323,0.0086677081150928,0.0103565015912808,0.0084783530313725,0.0107467749326119,0.013000029144818,0.0114228923658362,0.0084906399164027,0.0097413584206022,0.0135503947932975,0.006315210821322442,0.017688290610197922,0.006624278810510337,0.006716081127980278,0.005636631975552586,0.005289673272819415,0.004927190276033271,,,
12,0.004993013090113,0.004993013090113,0.0043253999439416,0.0039951495450934,0.003743772596202,0.0035372557685613,0.0032066581135001,0.0029457823042668,0.0027301681283225,0.0025469316011901,0.0023879826758127,0.002012538786705,0.011859032717175,0.0045595092434138,0.005723524393113,0.0075700707265274,0.006521757532429,0.0079883511289607,0.0095546462352274,0.0095858776516689,0.008344294685563,0.0086381145236173,0.0115612860934532,0.006034674832889855,,0.00650923789393042,0.005869364197499737,0.00513621072458436,0.004559509243413834,0.005889718990296666,,,
14,0.0003736361689729,0.0003736361689729,0.0002906790646292,0.000266158770082,0.0002478312480424,0.0002329857341348,0.0002095547482377,0.0001913279020481,0.0001764145990462,0.0001638434102563,0.0001530128666476,0.0001277486846723,0.0162124222488327,0.0135083671849055,0.0109151176461506,0.0134866413490587,0.0112661063606527,0.0083895581884089,0.0094110627569199,0.0076191774667839,0.0087661605626395,0.0091288709244172,0.011533162981703,0.008382538950113348,0.00020955474823779177,0.007892450635238493,0.00814972920584487,0.007618828379783081,0.007423053221363357,0.007050670859868824,0.006667612070698561,0.006421231149849382,0.00628490850933798
16,8.965742392584848e-05,8.965742392584848e-05,6.395709853391236e-05,5.390598129085571e-05,4.706308025473771e-05,4.19288347212044e-05,3.444489916667514e-05,2.916390242418016e-05,2.5223299775141954e-05,2.2165262072831883e-05,1.97282308200616e-05,1.4683651930737044e-05,0.0302157319588639,0.0273263448473197,0.027871210690826,0.0254757189971394,0.0200296964598605,0.021510341775707,0.0182888187391446,0.0158654045814279,0.0154640506113378,0.0122626318187756,0.0093432853950407,0.009317081758160208,1.5355387733369884e-05,0.008856172539867299,0.008596551188491418,0.008380184224640454,0.00813032833163452,0.007822578252343705,0.008042957528750283,0.00899654904703917,0.008452777743724715
