filter_idx,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
0,16384000.0,0.2,2.5,0.0010229508747646,0.0,0.21,2.3,2.961843668108855e-05,0.000920950900906381,0.0,2304000
1,16384000.0,0.7,-0.4,0.0014609301158827,50.0,0.45,0.0,0.8743249186459648,0.0007711329901740616,0.0,3072000
2,16384000.0,0.5,-0.3,0.00133528411522,0.0,0.5,-0.32,0.8655020168849408,0.00024583587702453613,0.0,31104000
3,16384000.0,0.4,-0.3,0.0021785209102646,0.0,0.4,-0.32,0.10321805060206718,0.0009267381878388381,0.0,2048000
4,16384000.0,0.3,-0.2,0.0023076306591348,0.0,0.3,-0.18,0.0032852782294293757,0.001697282722065152,0.0,648000
5,16384000.0,0.2,0.4,0.0028625290569641,0.0,0.18,0.6,1.2691678538578352e-07,0.002121407288002808,0.0,432000
6,16384000.0,0.1,2.6,0.002482972835525,0.0,0.09,3.0,7.215676088346285e-21,0.002323194417600871,0.0,345988
7,16384000.0,0.1,7.2,0.0006336024787663,0.0,0.1,7.2,1.455184474238316e-18,0.0006336024787663,0.0,4608000
8,16384000.0,0.2,2.1,0.0006625770163728,0.0,0.22,1.8,6.549097141602853e-05,0.0005598847336453217,0.0,6144000
9,16384000.0,0.3,0.5,0.0007905946780014,0.0,0.35,0.2,0.06403386972499392,0.00046349808004675364,0.0,8192000
10,16384000.0,0.3,0.1,0.0018619744051759,0.0,0.35,-0.1,0.03985501189741614,0.0005993569822185796,0.0,5184000
11,16384000.0,0.3,-0.1,0.0022872839600931,0.0,0.3,-0.12,0.0040983441681096055,0.0012967707901687664,0.0,1152000
12,16384000.0,0.1,2.6,0.0027421105778078,0.0,0.11,2.2,2.1672802150135747e-15,0.0025564565082751844,0.0,288000
13,16384000.0,0.1,2.8,0.003386208288165,50.0,0.1,2.6,4.1328064631129865e-18,0.0025878641688868997,25.0,288000
14,16384000.0,0.3,0.9,0.0008129979670984,0.0,0.3,0.9,0.0270577615440011,0.0008129979670984,0.0,2916000
15,16384000.0,0.5,-0.3,0.0019369789694331,0.0,0.39,0.0,0.34252459373699873,0.00039844845564929177,0.0,12288000
16,16384000.0,0.4,-0.3,0.0022924894890851,0.0,0.4,-0.26,0.23424735939767824,0.0012187832921460862,0.0,1296000
17,16384000.0,0.4,-0.5,0.0030377017791334,0.0,0.33,-0.3,0.02417904007682552,0.002142901839125494,0.0,384000
18,16384000.0,0.3,-0.3,0.004931005137438,50.0,0.22,0.1,4.195540069331078e-05,0.0036441352374189107,0.0,144000
19,16384000.0,0.1,2.1,0.003782654026859,0.0,0.09,2.5,4.1713863693594385e-20,0.0029977541335685087,0.0,216000
20,16384000.0,0.1,2.7,0.004092457504126,100.0,0.09,3.1,2.8938803451779387e-21,0.0036800998380750183,75.0,144000
21,16384000.0,0.3,1.0,0.0009195410914656,0.0,0.26,1.4,0.0030069832214396726,0.0006752665597825613,0.0,4096000
22,16384000.0,0.4,0.1,0.0009654825992266,0.0,0.48,-0.1,1.4408431403884323,0.0007367799909405726,25.0,3456000
23,16384000.0,0.3,0.2,0.0008243563322365,0.0,0.34,0.0,0.05564742505532093,0.00035197513155982296,0.0,15552000
24,16384000.0,0.3,-0.2,0.0014997774184295,0.0,0.3,-0.18,0.010001373102811389,0.0013276411869952986,0.0,1024000
25,16384000.0,0.2,0.2,0.0024604103529773,0.0,0.2,0.2,8.88588527695117e-06,0.0024604103529773,0.0,307546
26,16384000.0,0.1,2.1,0.0044100340085064,50.0,0.1,2.0,3.596958463640131e-17,0.0035758123110628884,25.0,144000
27,16384000.0,0.1,2.7,0.004957547070716,100.0,0.11,2.4,2.4245971486138383e-16,0.0044179581683959634,150.0,96000
28,16384000.0,0.4,0.7,0.0008366965541102,0.0,0.34,1.1,0.07009874956164039,0.0007286736465141885,0.0,3456000
29,16384000.0,0.3,0.8,0.0010348408445034,0.0,0.31,0.7,0.018906644911677487,0.0007612460199197812,0.0,3072000
30,16384000.0,0.4,-0.1,0.0011840908855822,0.0,0.4,-0.07,0.1688941337106951,0.0004956422649320391,0.0,7776000
31,16384000.0,0.5,-0.5,0.0020656529736868,50.0,0.39,-0.3,0.07613604657285318,0.0008890946209845763,0.0,2304000
32,16384000.0,0.2,0.4,0.0031627717827563,0.0,0.24,0.1,0.00013099747996283607,0.002392796214118309,0.0,324000
33,16384000.0,0.1,2.2,0.003707575272536,0.0,0.11,1.9,2.609305611517886e-15,0.0030925797342519767,0.0,192000
34,16384000.0,0.1,3.1,0.0036452898280074,100.0,0.1,3.1,5.636438417982674e-19,0.0036452898280074,100.0,144000
35,16384000.0,0.3,1.3,0.0006444816570047,0.0,0.29,1.4,0.011048279454698693,0.0005473495735619505,0.0,6144000
36,16384000.0,0.3,0.8,0.0007157059906853,0.0,0.36,0.4,0.11715155771348496,0.0005286828820554312,0.0,6912000
37,16384000.0,0.5,-0.3,0.0017161228500311,0.0,0.4,-0.04,0.16467784383186104,0.000604226997726387,0.0,5184000
38,16384000.0,0.2,0.7,0.0020653583865005,0.0,0.24,0.3,0.0002724767824827638,0.0014520002759618317,0.0,864000
39,16384000.0,0.2,0.4,0.0031676497622685,0.0,0.18,0.6,4.322394516751137e-07,0.0023139316728130743,0.0,364500
40,16384000.0,0.1,2.1,0.003867649999632,0.0,0.1,2.3,1.5070082360985383e-17,0.003276180071151824,25.0,172993
41,16384000.0,0.1,3.3,0.0047018078543965,200.0,0.1,3.2,4.747304658738503e-19,0.004288781946792386,175.0,96000
