filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,45.685776,45.685776,43.866253,42.72584,40.964394,0.0010229508747646,0.0015890457593386,0.0023581674703474,0.0037432292997163,0.002948228088749949,0.0024759135988454695,0.001958954515650504,0.0013510819952883071,0.000920950900906381,45.685776,,,,
1,18.020935,18.020935,17.255861,16.791645,16.072763,0.0015743698472149,0.0014609301158827,0.0021751795192529,0.0036997076547176,0.0028656603802319665,0.002521221418076279,0.0021751795192529455,0.0017753488958295316,0.0013713595829835112,18.020935,0.0009300780518223042,0.0007711329901740616,,
2,6.863085,6.863085,6.538117,6.3526483,6.0707746,0.00133528411522,0.002218683172327,0.0022783565743396,0.0036619306328823,0.0022441480936421267,0.0018338365753247654,0.0014225789611020355,0.0009011429869374421,0.00024583587702453613,6.863085,,,,
3,2.6093285,2.6093285,2.4611387,2.3797936,2.2591033,0.0021785209102646,0.0023469557290654,0.002735440660053,0.0040428416149202,0.0026292758424733,0.0021000472261393233,0.0019875376296597524,0.0014649155932385804,0.0009267381878388381,2.6093285,,,,
4,0.9589084,0.9589084,0.89198965,0.85759467,0.80834943,0.0023076306591348,0.0042911475891629,0.0032739042636033,0.005091972806434,0.00298549732337023,0.0029096554121133267,0.0023869746926340474,0.002333687127729578,0.001697282722065152,0.9589084,,,,
5,0.2790556,0.2790556,0.255167,0.2440149,0.22844721,0.0028625290569641,0.0039637829183782,0.0043539431233481,0.0053940699777127,0.004251527929741927,0.00396617632283236,0.0031731291869666334,0.0028700061256051734,0.002121407288002808,0.2790556,,,,
6,0.15572727,0.15572727,0.14105506,0.13459155,0.12573957,0.002482972835525,0.0035251297713065,0.0046413591905495,0.0051713736530223,0.005592805514232357,0.005134516968559488,0.004487045022631642,0.003636707710489892,0.002323194417600871,0.15572727,,,,
7,59.56448,59.56448,57.1082,55.572624,53.231068,0.0006336024787663,0.0016096753492657,0.0023110562313251,0.0036701969614387,0.0028578360352221575,0.002380608661581074,0.0018428795708451545,0.0013323950666281892,0.0006336024787663708,,,,,
8,23.811407,23.811407,22.769539,22.145113,21.177603,0.0006625770163728,0.0015330589157795,0.0023225912393075,0.0037131581633562,0.0029438318150184495,0.002469867799148484,0.0019576337468429073,0.0013495534081771551,0.0005598847336453217,23.811407,,,,
9,9.405065,9.405065,8.939737,8.679417,8.283473,0.0007905946780014,0.0015784780485083,0.0027160536910271,0.003758384901334,0.0029674700670205834,0.0024419847415656504,0.001887842825479491,0.0012722289104046686,0.00046349808004675364,9.405065,,,,
10,3.6657112,3.6657112,3.45509,3.3378959,3.1650236,0.0018619744051759,0.0021254525264414,0.0026658434704562,0.0037943514199948,0.002646702532502987,0.002316041547667562,0.0016800371961580851,0.0010915188832789635,0.0005993569822185796,3.6657112,,,,
11,1.3499298,1.3499298,1.2593298,1.2114172,1.1419132,0.0022872839600931,0.002461470223378,0.0041091358077317,0.0050277392607988,0.002919904118272948,0.002398793650504244,0.002112719483603809,0.0016319812811927958,0.0012967707901687664,1.3499298,,,,
12,0.45173845,0.45173845,0.4146143,0.3968135,0.37172934,0.0027421105778078,0.0033516883297579,0.004042099713398,0.0049815226603111,0.005989869298451356,0.005430445409977183,0.00470166589560761,0.0040047846340591775,0.0025564565082751844,0.45173845,,,,
13,0.16542232,0.16542232,0.14887649,0.14159043,0.13161324,0.0036949385387349,0.003386208288165,0.0038825069487703,0.0052013474730884,0.0056737569659467135,0.0052217388924519215,0.004648111660252877,0.003998857637082964,0.003386208288165049,0.15405467,0.0025878641688868997,0.0025940681591238024,,
14,42.88917,42.88917,41.08235,39.980083,38.275345,0.0008129979670984,0.0016309598816664,0.0023096913290168,0.0037454924673344,0.0026259724301410103,0.002167427694429947,0.0016725216583665312,0.001123505427076104,0.0008129979670984389,,,,,
15,16.928555,16.928555,16.114779,15.639998,14.919138,0.0019369789694331,0.0022549085761095,0.0023986684126091,0.0038738997268273,0.002366041653207307,0.0019837516909047073,0.001542004416146714,0.00106464979611276,0.00039844845564929177,16.928555,,,,
16,6.561116,6.561116,6.2307186,6.0373535,5.7446575,0.0022924894890851,0.0030588515318774,0.0036225428319159,0.0040918034658444,0.00261017315083412,0.0022178740113380294,0.0018541593847235527,0.0013607067549289975,0.0012187832921460862,6.561116,,,,
17,2.4277604,2.4277604,2.279047,2.1975002,2.076399,0.0030377017791334,0.0040270687572,0.0034385133243375,0.0050006497326431,0.0032487115367222374,0.0028905383192643908,0.0027184071368542284,0.002167512329163901,0.002142901839125494,2.4277604,,,,
18,0.89144206,0.89144206,0.8282112,0.79503536,0.746795,0.0051061341934781,0.004931005137438,0.0056668779258239,0.0062711912178887,0.005193921295569615,0.004767846423500255,0.0044902181602846855,0.004302052456527573,0.004168163031637931,0.89144206,0.0037180451281429994,0.0036441352374189107,,
19,0.27487868,0.27487868,0.25148198,0.23987815,0.22328912,0.003782654026859,0.0048711552361034,0.0049401346262961,0.006080567883948,0.005723810418830411,0.005204096259215363,0.004592142209405736,0.0039673135451568295,0.0029977541335685087,0.27487868,,,,
20,0.08999341,0.08999341,0.08038508,0.07607011,0.070162214,0.0070127393076263,0.0042991320764845,0.004092457504126,0.005355953650511,0.005794273690570971,0.005363922397267202,0.005012239028123422,0.0045310699935389165,0.004013290072885825,0.07803779,0.0036800998380750183,0.004299132076484552,0.005126870215919177,0.005913010589463474
21,50.252575,50.252575,48.03686,46.70764,44.698463,0.0009195410914656,0.0014115187985627,0.0022698248137409,0.0035610061768179,0.0025255690090953443,0.0020241485759024958,0.001485442189460895,0.0009023403118452178,0.0006752665597825613,50.252575,,,,
22,19.24732,19.24732,18.291624,17.746113,16.934977,0.0009654825992266,0.0013421616750986,0.0021577766771895,0.0035874314539142,0.002180965412309832,0.0016970262380411327,0.0012395634577958559,0.0007367799909405726,0.0008224864381037866,18.646294,,,,
23,7.60454,7.60454,7.1755185,6.9385247,6.586826,0.0008243563322365,0.00204265207839,0.0024099423660115,0.0038494575320862,0.00291609786642566,0.0023576170527440446,0.0017564207594992463,0.001105151615933192,0.00035197513155982296,7.60454,,,,
24,2.919205,2.919205,2.7279477,2.626367,2.4762163,0.0014997774184295,0.0038353857502807,0.0029559979062113,0.0045374664414618,0.002955997906211382,0.002719994280948601,0.002361471728206596,0.0020208071787535253,0.0013276411869952986,2.919205,,,,
25,1.0830297,1.0830297,1.0005598,0.9582659,0.8966604,0.0024604103529773,0.0042657041540322,0.0049505885375458,0.005734287357866,0.004596832288226271,0.00399057625323862,0.003911345200543918,0.0031556549055248295,0.0024604103529773935,,,,,
26,0.34488,0.34488,0.313247,0.2978,0.27595907,0.0051093848239363,0.0044100340085064,0.004752034411413,0.0064754061327944,0.00622943053048175,0.005821992975622109,0.005546365642622786,0.004904430051847403,0.004302074869679817,0.3238696,0.0035758123110628884,0.004809530854496785,,
