filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,"(2.0, 0.5, 0.044)",45.685776,36.681442,56.196175,4.554366,1.9364495,13.45373,16384000.0,"(2.0, 0.5, 0.044)",0.0010229508747646,0.2,2.5,8.957152220347092e-06,0.0,45.68577575683594,0.0003355120903509215,0.000920950900906381,0.21,2.3,2.961843668108855e-05,0.0,2304000
1,"(2.0, 0.5, 0.065)",18.020935,14.297063,22.832045,5.1927633,2.0208056,22.338587,16384000.0,"(2.0, 0.5, 0.065)",0.0014609301158827,0.7,-0.4,7.684188028875646,50.0,18.02093505859375,0.0003355120903509215,0.0007711329901740616,0.45,0.0,0.8743249186459648,0.0,3072000
2,"(2.0, 0.5, 0.096)",6.863085,5.4968762,8.647962,6.1448936,2.256978,31.258554,16384000.0,"(2.0, 0.5, 0.096)",0.00133528411522,0.5,-0.3,0.8410643128787766,0.0,6.86308479309082,0.0003355120903509215,0.00024583587702453613,0.5,-0.32,0.8655020168849408,0.0,31104000
3,"(2.0, 0.5, 0.141)",2.6093285,2.0218143,3.5627794,8.296274,2.903663,39.319584,16384000.0,"(2.0, 0.5, 0.141)",0.0021785209102646,0.4,-0.3,0.0997015679648203,0.0,2.609328508377075,0.0003355120903509215,0.0009267381878388381,0.4,-0.32,0.10321805060206718,0.0,2048000
4,"(2.0, 0.5, 0.208)",0.9589084,0.7204443,1.3159907,11.4510145,3.9673896,63.742058,16384000.0,"(2.0, 0.5, 0.208)",0.0023076306591348,0.3,-0.2,0.0034238564015358,0.0,0.9589083790779114,0.0003355120903509215,0.001697282722065152,0.3,-0.18,0.0032852782294293757,0.0,648000
5,"(2.0, 0.5, 0.306)",0.2790556,0.20313998,0.39735544,16.405006,3.9135363,98.95448,16384000.0,"(2.0, 0.5, 0.306)",0.0028625290569641,0.2,0.4,1.44157157026776e-06,0.0,0.2790555953979492,0.0003355120903509215,0.002121407288002808,0.18,0.6,1.2691678538578352e-07,0.0,432000
6,"(2.0, 0.5, 0.45)",0.15572727,0.11268372,0.25191146,20.012684,4.3275633,133.7195,16384000.0,"(2.0, 0.5, 0.45)",0.002482972835525,0.1,2.6,4.1776769913050304e-18,0.0,0.15572726726531982,0.0003355120903509215,0.002323194417600871,0.09,3.0,7.215676088346285e-21,0.0,345988
7,"(2.0, 1.0, 0.044)",59.56448,48.876278,73.659966,4.7235255,2.0101392,13.899191,16384000.0,"(2.0, 1.0, 0.044)",0.0006336024787663,0.1,7.2,1.455184474238316e-18,0.0,59.56448,0.0003355120903509215,0.0006336024787663,0.1,7.2,1.455184474238316e-18,0.0,4608000
8,"(2.0, 1.0, 0.065)",23.811407,19.12497,30.636597,5.54132,2.1732166,28.138935,16384000.0,"(2.0, 1.0, 0.065)",0.0006625770163728,0.2,2.1,7.535064646854953e-06,0.0,23.8114070892334,0.0003355120903509215,0.0005598847336453217,0.22,1.8,6.549097141602853e-05,0.0,6144000
9,"(2.0, 1.0, 0.096)",9.405065,7.5644174,12.1222105,7.0016775,2.4734004,50.688107,16384000.0,"(2.0, 1.0, 0.096)",0.0007905946780014,0.3,0.5,0.0100829436902551,0.0,9.405064582824707,0.0003355120903509215,0.00046349808004675364,0.35,0.2,0.06403386972499392,0.0,8192000
10,"(2.0, 1.0, 0.141)",3.6657112,2.8427541,4.82459,8.387946,3.0444374,38.119015,16384000.0,"(2.0, 1.0, 0.141)",0.0018619744051759,0.3,0.1,0.0073979635429219,0.0,3.6657111644744873,0.0003355120903509215,0.0005993569822185796,0.35,-0.1,0.03985501189741614,0.0,5184000
