filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,"(2.0, 0.5, 0.044)",53297.164,41834.84,64967.58,4.950205,3.0202105,9.423482,65536000.0,"(2.0, 0.5, 0.044)",0.0073447598389238,0.7,-1.0,63612.949124342114,0.0,53297.1640625,0.00016775858896935606,0.006079837648586897,0.8,-1.04,88016.61949754371,0.0,48000
1,"(2.0, 0.5, 0.065)",19036.113,14767.145,24366.299,6.5514154,3.9600835,13.359611,65536000.0,"(2.0, 0.5, 0.065)",0.0047385373057283,0.8,-1.1,36712.009581447135,0.0,19036.11328125,0.00016775858896935606,0.004114517019986885,0.7,-1.07,27227.371873888354,0.0,108000
2,"(2.0, 0.5, 0.096)",7753.157,6039.0757,9856.439,7.599971,4.060136,17.62475,65536000.0,"(2.0, 0.5, 0.096)",0.0058678659874629,0.9,-1.1,15266.423704756744,200.0,7181.8818359375,0.00016775858896935606,0.00488205204715686,0.8,-1.09,13477.354909736468,100.0,81000
3,"(2.0, 0.5, 0.141)",3045.216,2303.2598,3915.3914,8.890267,4.8865848,21.868956,65536000.0,"(2.0, 0.5, 0.141)",0.004143303114852,0.7,-1.1,4513.101591102346,50.0,3045.216064453125,0.00016775858896935606,0.0031215683298183583,0.6,-1.08,3251.3013654644083,0.0,192000
4,"(2.0, 0.5, 0.208)",1302.0853,960.97577,1655.8224,9.619346,5.5805326,23.162615,65536000.0,"(2.0, 0.5, 0.208)",0.0042627570931856,0.6,-1.1,1403.605407799506,50.0,1302.0853271484375,0.00016775858896935606,0.004256804673579029,0.56,-1.1,1249.83138636498,0.0,102514
5,"(2.0, 0.5, 0.306)",512.7987,374.2846,667.9359,11.261219,6.061162,26.93173,65536000.0,"(2.0, 0.5, 0.306)",0.0094825865263999,0.5,-1.1,301.2685563829211,200.0,427.0775146484375,0.00016775858896935606,0.009466153457965754,0.98,-1.2,1399.421492700267,225.0,20250
6,"(2.0, 0.5, 0.45)",354.43408,261.12814,466.77124,10.453091,5.9646945,24.64368,65536000.0,"(2.0, 0.5, 0.45)",0.0103337177804738,0.5,-1.1,224.1150326199002,100.0,343.0259094238281,0.00016775858896935606,0.010303249984476792,0.81,-1.2,921.1997843812657,25.0,18000
7,"(2.0, 1.0, 0.044)",72789.0,58219.42,91857.51,6.210428,3.580646,12.645504,65536000.0,"(2.0, 1.0, 0.044)",0.003522837135545,0.7,-1.0,86877.4734126922,0.0,72789.0,0.00016775858896935606,0.0024427221359299353,0.72,-1.0,91635.66494895703,0.0,324000
8,"(2.0, 1.0, 0.065)",27265.473,20917.25,34807.19,7.6330414,4.0593753,18.132977,65536000.0,"(2.0, 1.0, 0.065)",0.0030250725293973,0.6,-1.0,23152.017476010275,0.0,27265.47265625,0.00016775858896935606,0.0020933568084184305,0.63,-1.0,26032.286521113954,0.0,432000
9,"(2.0, 1.0, 0.096)",10545.252,8084.2554,13616.229,9.25737,4.764902,31.153488,65536000.0,"(2.0, 1.0, 0.096)",0.0046963908696836,0.5,-1.0,5272.6259765625,0.0,10545.251953125,0.00016775858896935606,0.002641232991283715,0.6,-1.04,9997.156368912407,0.0,256000
10,"(2.0, 1.0, 0.141)",4141.932,3122.2686,5535.171,10.924361,5.21133,32.540318,65536000.0,"(2.0, 1.0, 0.141)",0.0043448264452661,0.5,-1.0,2070.966064453125,0.0,4141.93212890625,0.00016775858896935606,0.0023343287152373104,0.5,-1.01,2134.5764424377703,0.0,324000
11,"(2.0, 1.0, 0.208)",1701.6533,1212.9673,2310.3298,12.721089,5.983361,43.78405,65536000.0,"(2.0, 1.0, 0.208)",0.0038978463472838,0.6,-1.1,1807.9833336726365,50.0,1589.7109375,0.00016775858896935606,0.002795815867137841,0.6,-1.09,1751.1770200058065,50.0,243000
12,"(2.0, 1.0, 0.306)",724.9698,513.71967,985.85364,13.549656,6.5235043,43.306362,65536000.0,"(2.0, 1.0, 0.306)",0.0060179491860976,0.5,-1.1,503.4512413872614,0.0,724.9697875976562,0.00016775858896935606,0.006008452349157645,0.48,-1.1,441.2619633103236,0.0,54000
13,"(2.0, 1.0, 0.45)",381.20267,280.99255,519.9939,15.375643,6.969979,52.325737,65536000.0,"(2.0, 1.0, 0.45)",0.0105553796680159,0.8,-1.2,819.8961621106271,200.0,328.2653503417969,0.00016775858896935606,0.010551170843907665,0.71,-1.2,732.5041167897429,125.0,16000
14,"(3.0, 0.5, 0.044)",50029.69,39673.21,63215.203,6.4783154,3.802859,13.898336,65536000.0,"(3.0, 0.5, 0.044)",0.0052053122975688,0.6,-1.0,42481.87091271236,0.0,50029.69140625,0.00016775858896935606,0.003835507975839314,0.7,-1.03,64333.88612073034,0.0,128000
15,"(3.0, 0.5, 0.065)",18344.752,13848.912,24079.63,8.538059,4.720681,21.42266,65536000.0,"(3.0, 0.5, 0.065)",0.004477814815617,0.5,-1.0,9172.3759765625,0.0,18344.752,0.00016775858896935606,0.004477814815617,0.5,-1.0,9172.3759765625,0.0,96000
16,"(3.0, 0.5, 0.096)",7200.649,5480.597,9435.953,10.599861,5.3150873,31.406591,65536000.0,"(3.0, 0.5, 0.096)",0.0070128033686358,0.5,-1.0,3265.030517578125,100.0,7200.64892578125,0.00016775858896935606,0.00365121643168842,0.45,-1.0,2454.419022391464,0.0,144000
17,"(3.0, 0.5, 0.141)",2915.957,2134.721,3911.2366,11.990923,6.340805,36.43879,65536000.0,"(3.0, 0.5, 0.141)",0.0045394717424434,0.4,-1.0,597.5667197909987,0.0,2915.95703125,0.00016775858896935606,0.0035222557134531873,0.41,-1.0,669.970116147386,0.0,144000
18,"(3.0, 0.5, 0.208)",1236.5056,877.4134,1750.3567,14.0998745,6.948854,55.538895,65536000.0,"(3.0, 0.5, 0.208)",0.0047582224543221,0.5,-1.1,799.2560492621529,50.0,1236.505615234375,0.00016775858896935606,0.0033459280831713845,0.4,-1.03,282.3947371512717,0.0,162000
19,"(3.0, 0.5, 0.306)",557.11536,410.5808,758.32355,15.177422,7.393474,55.450844,65536000.0,"(3.0, 0.5, 0.306)",0.006861410792979,0.5,-1.1,316.74433814154736,200.0,492.7156677246094,0.00016775858896935606,0.0046453091795309875,0.5,-1.11,354.8801985916231,100.0,86494
20,"(3.0, 0.5, 0.45)",285.51083,202.8212,405.89417,15.646959,7.996571,57.405144,65536000.0,"(3.0, 0.5, 0.45)",0.0102451592452159,0.6,-1.2,380.8587727803777,200.0,247.02880859375,0.00016775858896935606,0.007906332922692383,0.5,-1.17,225.47353832945416,125.0,30375
21,"(3.0, 1.0, 0.044)",58546.016,44826.79,78489.914,9.84771,5.0225735,32.830128,65536000.0,"(3.0, 1.0, 0.044)",0.0048163672714338,0.6,-1.0,46979.84213785579,50.0,58546.015625,0.00016775858896935606,0.003677483436716922,0.5,-0.96,26062.150830217237,0.0,144000
22,"(3.0, 1.0, 0.065)",21690.967,15410.97,29482.139,13.436298,6.112811,35.1284,65536000.0,"(3.0, 1.0, 0.065)",0.0044157924762117,0.5,-1.0,9626.4169921875,100.0,21690.966796875,0.00016775858896935606,0.0027618621790107545,0.4,-0.94,3631.7064557694594,0.0,256000
23,"(3.0, 1.0, 0.096)",8192.324,6076.134,11890.8545,16.865154,6.9903975,65.9809,65536000.0,"(3.0, 1.0, 0.096)",0.0058557604108295,0.5,-1.0,3277.94140625,200.0,7144.23193359375,0.00016775858896935606,0.00438829955038289,0.45,-1.0,2435.188680759986,100.0,96000
24,"(3.0, 1.0, 0.141)",3318.3335,2282.739,4953.669,18.907888,7.3075337,71.60825,65536000.0,"(3.0, 1.0, 0.141)",0.0052590182408992,0.4,-1.0,620.7131893263233,50.0,3318.33349609375,0.00016775858896935606,0.0024750935023694354,0.32,-0.9,131.82713238092413,0.0,288000
25,"(3.0, 1.0, 0.208)",1405.9277,968.062,2122.143,20.439749,8.073719,69.71674,65536000.0,"(3.0, 1.0, 0.208)",0.0025392205280287,0.4,-1.0,261.4383167318059,50.0,1326.225830078125,0.00016775858896935606,0.0023723293048689698,0.39,-1.0,240.62006258763608,25.0,324000
26,"(3.0, 1.0, 0.306)",638.012,432.68744,1000.3823,27.156551,7.85332,111.67429,65536000.0,"(3.0, 1.0, 0.306)",0.0032732355415951,0.5,-1.1,368.6616685655383,100.0,591.8211669921875,0.00016775858896935606,0.0031255100920597467,0.46,-1.1,311.0094064691816,25.0,192000
27,"(3.0, 1.0, 0.45)",299.3036,201.45241,460.93906,23.86192,8.525979,117.65025,65536000.0,"(3.0, 1.0, 0.45)",0.009450793589064,0.6,-1.2,375.8225400399744,200.0,239.822021484375,0.00016775858896935606,0.0070433318929461475,0.5,-1.17,218.89560193900599,150.0,36000
28,"(4.0, 0.5, 0.044)",46680.42,36940.71,61757.773,7.419797,3.3191292,26.140959,65536000.0,"(4.0, 0.5, 0.044)",0.0034777555920898,0.7,-1.0,55715.52171809707,0.0,46680.421875,0.00016775858896935606,0.003116921382348009,0.71,-1.0,57249.77786175537,0.0,192000
29,"(4.0, 0.5, 0.065)",17822.12,13362.374,23680.021,9.644798,4.4007497,39.944645,65536000.0,"(4.0, 0.5, 0.065)",0.0050968302347091,0.6,-1.0,14274.618661221544,50.0,17822.119140625,0.00016775858896935606,0.0036556303296345627,0.56,-1.0,12608.970685193204,0.0,144000
30,"(4.0, 0.5, 0.096)",6923.0356,5158.335,9401.225,12.479336,4.9766936,67.78659,65536000.0,"(4.0, 0.5, 0.096)",0.0034202601786834,0.5,-1.0,3461.517822265625,0.0,6923.0356,0.00016775858896935606,0.0034202601786834,0.5,-1.0,3461.517822265625,0.0,162000
31,"(4.0, 0.5, 0.141)",2739.1924,1951.6543,4048.8306,15.058035,5.8404636,80.844315,65536000.0,"(4.0, 0.5, 0.141)",0.006619412045793,0.4,-1.0,561.3423618838709,0.0,2607.696044921875,0.00016775858896935606,0.004524482928709661,0.5,-1.05,1524.968447322734,25.0,91125
32,"(4.0, 0.5, 0.208)",1188.8745,853.8332,1673.8864,17.187214,6.2883387,86.60422,65536000.0,"(4.0, 0.5, 0.208)",0.0040097950202839,0.5,-1.1,825.6072998046876,0.0,1124.1796875,0.00016775858896935606,0.0031070570511074758,0.53,-1.1,928.9065437459946,25.0,192000
33,"(4.0, 0.5, 0.306)",551.6042,394.30023,808.43085,17.228008,6.853034,97.26567,65536000.0,"(4.0, 0.5, 0.306)",0.0066171676835951,0.5,-1.1,336.04664272732214,100.0,551.6041870117188,0.00016775858896935606,0.003958065106925757,0.44,-1.1,245.94753656130317,0.0,121500
34,"(4.0, 0.5, 0.45)",264.026,182.0976,389.22482,19.28463,7.814371,99.47026,65536000.0,"(4.0, 0.5, 0.45)",0.0110234128668805,0.5,-1.2,238.99068832397455,100.0,264.0260009765625,0.00016775858896935606,0.010133504837900875,0.4,-1.17,109.02858066135316,0.0,18000
35,"(4.0, 1.0, 0.044)",53505.465,39911.207,70069.13,11.339852,5.54182,30.439117,65536000.0,"(4.0, 1.0, 0.044)",0.0028632581151236,0.5,-0.9,18235.38707386364,100.0,51622.7890625,0.00016775858896935606,0.0016250571058550323,0.47,-0.9,15536.295592080762,25.0,729000
36,"(4.0, 1.0, 0.065)",20815.871,15331.447,32790.074,18.28332,6.393845,121.94501,65536000.0,"(4.0, 1.0, 0.065)",0.0021868986776552,0.4,-0.9,2832.1066157154296,50.0,19773.583984375,0.00016775858896935606,0.0017810664249193753,0.39,-0.9,2569.165484702688,25.0,576000
37,"(4.0, 1.0, 0.096)",7727.7344,5266.215,11994.343,23.414326,7.0170975,143.5153,65536000.0,"(4.0, 1.0, 0.096)",0.0046919212443915,0.5,-1.0,3018.5908203125,200.0,6610.97314453125,0.00016775858896935606,0.003444032050818384,0.4,-0.94,1106.8715411694623,100.0,162000
38,"(4.0, 1.0, 0.141)",3115.8599,2113.2234,5405.4365,30.121399,8.423604,208.51538,65536000.0,"(4.0, 1.0, 0.141)",0.0030271065513218,0.4,-1.0,571.0244981302417,50.0,3115.85986328125,0.00016775858896935606,0.0017352839639225293,0.3,-0.89,74.73284839969922,0.0,648000
39,"(4.0, 1.0, 0.208)",1252.1841,833.5183,2023.8243,27.96492,8.288662,141.54312,65536000.0,"(4.0, 1.0, 0.208)",0.0026875816197571,0.4,-1.0,213.7749090994546,100.0,1114.9027099609375,0.00016775858896935606,0.0014472520343729034,0.4,-1.02,245.44576535494383,50.0,864000
40,"(4.0, 1.0, 0.306)",610.8796,387.47992,1037.0771,32.49802,9.365121,180.06828,65536000.0,"(4.0, 1.0, 0.306)",0.0041573350187297,0.4,-1.1,183.8143437358345,0.0,610.8795776367188,0.00016775858896935606,0.002971331825110224,0.38,-1.1,145.04726591097355,0.0,216000
41,"(4.0, 1.0, 0.45)",292.8568,196.4513,486.78995,30.545387,9.9885435,153.65086,65536000.0,"(4.0, 1.0, 0.45)",0.0102426130045744,0.3,-1.1,17.776353552302627,0.0,292.8568115234375,0.00016775858896935606,0.007879596505848227,0.31,-1.1,22.132111961966125,0.0,30375
