band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,198372.0,0.4,-0.8,0.002785459019397,200.0,0.38,-0.8,0.001028839644214108,0.0023320121976054264,150.0,334752
3,220862.0,0.1,-0.5,0.0141716729667648,250.0,0.09,-0.4,3.63156428686756e-15,0.01391661811875422,175.0,9822
5,2187988.0,0.7,-1.2,0.0098541184606705,150.0,0.6,-1.18,2.9249001819290914,0.008460663422563797,75.0,25639
6,1105198.0,0.4,-1.1,0.0088312688469929,0.0,0.4,-1.1,0.4322221768016335,0.0088312688469929,0.0,24583
8,7163472.0,0.5,-1.1,0.0041412982796264,75.0,0.36,-1.0,0.017565049802089637,0.0013728568636485194,25.0,1007362
9,10748378.0,0.5,-1.1,0.0030989244559629,0.0,0.5,-1.1,0.0274716360227189,0.0030989244559629,0.0,188935
11,13620622.0,0.2,-0.9,0.0059059702046341,50.0,0.17,-0.8,1.7209572489137892e-07,0.0042099090356718105,25.0,106411
12,44855454.0,0.1,-0.3,0.0038560999886625,25.0,0.11,-0.4,1.3737773790502847e-13,0.0016247947065434303,25.0,700866
14,25254822.0,0.1,0.0,0.0048259294627833,150.0,0.08,0.4,8.24601505657291e-23,0.0034379232450051436,100.0,158017
16,16514624.0,0.1,0.1,0.0063521789286479,350.0,0.08,0.4,6.510419008740388e-24,0.004827482694274188,250.0,81643
