layer,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,best_augmented_var,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,16354.51,16354.51,15489.577,14835.1875,14249.379,13710.951,12761.157,11941.717,11211.441,10556.056,9957.332,8416.775,0.0431052585588553,0.0431064437612287,0.0431072332209469,0.0431096134165248,0.0431130735177257,0.0432755473811614,0.0506702973577162,0.0578041691491657,0.0647386009059129,0.071608609925276,0.0916595229678846,0.048614154102097906,0.04545752993598484,0.04324997270957742,0.04310644376122874,0.043105258558855386,,,,,
3,3922.8953,3922.8953,3821.1438,3746.2478,3679.5854,3617.8552,3505.4001,3402.385,3307.584,3219.7979,3138.2437,2920.077,0.0347074888303151,0.0347043960356633,0.0347306427825802,0.0347230430640899,0.0347217432651334,0.0347155800382502,0.034711428262999,0.0347516209349432,0.0347473883460148,0.0347454300354794,0.0348008708460377,0.03472344328147653,0.03474663155115104,0.03470666930208899,0.03474171842291213,0.03470439603566339,0.034717811088719464,,,,
4,930.99817,930.99817,916.7602,906.733,897.994,890.03894,875.5762,862.47327,850.41833,839.2749,828.81573,800.40186,0.0276409695083507,0.0276467502728589,0.0276340260134326,0.0276492730951271,0.0276511849052842,0.027628671348531,0.0276204139400226,0.0276336216495748,0.0276276579917427,0.0276847191047956,0.0276543647841267,0.027624768238307007,0.027621378799936147,0.027616049290407785,0.027619189170583924,0.027616589049667628,0.027625874266547223,850.41833,0.027618659254996125,0.02762484374113089,0.02762131844080934
5,218.6037,218.6037,214.23816,211.48215,209.06058,206.86485,202.92464,199.39023,196.13837,193.12132,190.30731,182.73705,0.0171801616965199,0.0172998336047125,0.0170263021291525,0.0168115400661407,0.0166816074727823,0.0165843872083244,0.0166933390790983,0.0165747288442264,0.0167868452599663,0.0169226683120531,0.0167240227844164,0.016522384860774453,0.016574852398463513,0.01655004893052231,0.016541943082491573,0.01657472884422645,0.016539178252041598,190.30731,0.01653624188806202,0.016528904144599565,0.016584387208324447
6,49.85452,49.85452,48.704544,47.98035,47.36022,46.79878,45.79777,44.903885,44.085594,43.327282,42.61785,40.711918,0.009396429415263,0.0096162391605655,0.0097966740701053,0.0098778920008409,0.0095242041057019,0.0096525313128337,0.0093133440911918,0.0092513888585962,0.0093781572215809,0.0102973519437907,0.0104189502455752,0.009319123341538837,0.009209593430525603,0.00913364189909617,0.009143376843917195,0.009165210435169269,0.009187491296991923,44.903885,0.00900053352663377,0.009023100247936289,0.009130375725101558
7,11.294209,11.294209,10.991048,10.807969,10.651251,10.510456,10.259711,10.037433,9.8353815,9.64896,9.475189,9.01071,0.0073625324610651,0.0059261546244322,0.0052511551585122,0.0053855248938787,0.0059878619206931,0.0075300990574174,0.0076080832377567,0.0077135524950631,0.0076085904527096,0.0078180186636096,0.009044940491261,0.005883189492583124,0.005855705359599131,0.005558865728700721,0.005226469687728552,0.005251155158512266,0.005262774350525912,11.294209,0.004874350862909271,,
8,2.5909934,2.5909934,2.5058882,2.4594,2.4199162,2.3845015,2.3217955,2.266533,2.2165163,2.1705046,2.1277149,2.0138733,0.0057533715897578,0.0062250923038736,0.006508958554221,0.0067663109697864,0.0063553024756482,0.0054446818695398,0.0065405813661814,0.0076182971100654,0.0074797469482737,0.0083728121751283,0.0099809039194314,0.006348482339218919,0.006243500531263477,0.005822530585201546,0.0057712196797541845,0.005425363530567662,0.005069354881962362,2.4594,0.0050824076877397095,0.004752602505939139,0.004683661944488049
9,0.6165116,0.6165116,0.5925885,0.5802461,0.56978333,0.5604531,0.54401964,0.52961403,0.5166472,0.50477433,0.49377945,0.46475616,0.0092284542927262,0.0068104350506915,0.0060173264762581,0.0063077923310528,0.0065798581996644,0.007777356914066,0.0092520769324431,0.0083640776932771,0.0085063503884129,0.009545008372031,0.0103089805585225,0.006362374364493273,0.005952684448315204,0.005770443328434016,0.00589866383507065,0.006017326476258189,0.005855881028588805,0.6165116,0.005017260750940777,,
10,0.14887652,0.14887652,0.14164111,0.13808778,0.13511214,0.13248205,0.12789789,0.12392858,0.1203909,0.11718143,0.11423433,0.10656453,0.0050159682108432,0.0076144940863329,0.0061091725684634,0.0068779979552719,0.0067395475522593,0.0066987298423685,0.0069635863229711,0.0073511812983169,0.008321661622766,0.0088019620236957,0.0098492100528767,0.00551076332310254,0.005038218610607971,0.004431405305099778,0.004154441059052327,0.003946255482238814,,0.14887652,,,
