filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",51.872887,22.969347,288.6066,556.33234,6.812027,731.1367,262144000.0,"(2.0, 0.5, 0.044)",0.0023349543098045,0.1,2.6,7.783199430522806e-16,100.0,27.89839553833008,8.387993035035688e-05,0.0020825896900188,0.1,2.8,4.859695415098413e-16,125.0,432000,3.32869,0.0393491,0.0,2.94526,0.0132201,0.0,2.34983,0.0117635,0.0,0.0
1,"(2.0, 0.5, 0.065)",23.47731,11.694446,201.42079,1299.6523,4.3999853,851.5524,262144000.0,"(2.0, 0.5, 0.065)",0.0014736256813167,0.1,3.3,9.872280600644524e-17,50.0,15.470115,8.387993035035688e-05,0.0014736256813167,0.1,3.3,9.872280600644524e-17,50.0,864000,2.59235,0.0366951,0.0,2.28335,0.00986502,0.0,1.84767,0.0104553,0.0,0.0
2,"(2.0, 0.5, 0.096)",18.258923,8.203281,104.0303,593.67505,5.3340073,779.429,262144000.0,"(2.0, 0.5, 0.096)",0.0019428252441117,0.1,2.8,1.7589165569948586e-16,100.0,10.703519821166992,8.387993035035688e-05,0.0010873713397014,0.1,2.6,2.8714206104113477e-16,75.0,1536000,2.01461,0.0414292,0.0,1.77275,0.0142127,0.0,1.42486,0.014294,0.0,1.1996601999999997e-269
3,"(2.0, 0.5, 0.141)",10.848763,4.4811177,108.21509,1874.3022,7.118456,856.9569,262144000.0,"(2.0, 0.5, 0.141)",0.0025973877433562,0.1,2.1,4.846568316227924e-16,100.0,5.610655,8.387993035035688e-05,0.0025973877433562,0.1,2.1,4.846568316227924e-16,100.0,288000,1.37772,0.0454445,0.0,1.21855,0.0192047,0.0,0.967086,0.0165163,0.0,0.0
4,"(2.0, 0.5, 0.208)",6.6134057,1.8025584,46.848503,1015.11694,14.294805,876.53973,262144000.0,"(2.0, 0.5, 0.208)",0.006012581088126,0.1,1.8,3.964813155254141e-16,200.0,1.907116770744324,8.387993035035688e-05,0.0044953077299516,0.1,2.1,1.6473962478458086e-16,275.0,96000,0.802428,0.0442077,0.0,0.713071,0.0193488,0.0,0.563824,0.0144142,0.0,0.0
5,"(2.0, 0.5, 0.306)",0.87283534,0.35302225,8.381213,1746.8813,7.2940626,860.3741,262144000.0,"(2.0, 0.5, 0.306)",0.0050641581553611,0.1,1.8,8.571403647032123e-17,100.0,0.4302121996879577,8.387993035035688e-05,0.0044482239744598,0.11,1.6,8.62118653832461e-15,150.0,96000,0.374315,0.0467232,0.0,0.332172,0.0212747,0.0,0.26254,0.0170201,0.0,0.0
6,"(2.0, 0.5, 0.45)",0.7567278,0.2236133,6.795845,1347.0406,11.058815,863.9997,262144000.0,"(2.0, 0.5, 0.45)",0.0045635006287263,0.1,1.7,6.181844668708036e-17,200.0,0.2610147297382355,8.387993035035688e-05,0.0042924251880972,0.09,2.0,1.4961896755939918e-19,175.0,96000,0.276184,0.0486242,0.0,0.245143,0.0230598,0.0,0.193537,0.0188538,0.0,0.0
7,"(2.0, 1.0, 0.044)",95.54084,29.056345,1063.495,2448.399,8.085478,921.798,262144000.0,"(2.0, 1.0, 0.044)",0.0030325482263924,0.1,3.1,3.021400918038343e-16,200.0,34.168155670166016,8.387993035035688e-05,0.0026910660854376,0.09,3.4,6.664061524081699e-19,150.0,256000,3.71572,0.0379011,0.0,3.28576,0.0122317,0.0,2.62691,0.010069,0.0,0.0
8,"(2.0, 1.0, 0.065)",41.442993,14.082063,361.4152,1426.7218,6.772509,859.8617,262144000.0,"(2.0, 1.0, 0.065)",0.0016779425084428,0.1,2.8,3.181154175917118e-16,100.0,18.262276,8.387993035035688e-05,0.0016779425084428,0.1,2.8,3.181154175917118e-16,100.0,648000,2.68906,0.0387636,0.0,2.37028,0.0119605,0.0,1.90702,0.0118937,0.0,0.0
9,"(2.0, 1.0, 0.096)",17.597395,9.05255,112.95344,683.67114,5.7443695,796.04504,262144000.0,"(2.0, 1.0, 0.096)",0.0017579316904547,0.1,2.8,1.9318353741717206e-16,100.0,11.500203132629396,8.387993035035688e-05,0.0013769845357159,0.1,2.7,2.4802153319063486e-16,75.0,1024000,2.11339,0.0402717,0.0,1.86563,0.013775,0.0,1.49374,0.0126055,0.0,0.0
