filter_idx,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
0,262144000.0,0.1,2.6,0.0023349543098045,100.0,0.1,2.8,4.859695415098413e-16,0.0020825896900188434,125.0,432000
1,262144000.0,0.1,3.3,0.0014736256813167,50.0,0.1,3.3,9.872280600644524e-17,0.0014736256813167,50.0,864000
2,262144000.0,0.1,2.8,0.0019428252441117,100.0,0.1,2.6,2.8714206104113477e-16,0.0010873713397014928,75.0,1536000
3,262144000.0,0.1,2.1,0.0025973877433562,100.0,0.1,2.1,4.846568316227924e-16,0.0025973877433562,100.0,288000
4,262144000.0,0.1,1.8,0.006012581088126,200.0,0.1,2.1,1.6473962478458086e-16,0.004495307729951659,275.0,96000
5,262144000.0,0.1,1.8,0.0050641581553611,100.0,0.11,1.6,8.62118653832461e-15,0.00444822397445984,150.0,96000
6,262144000.0,0.1,1.7,0.0045635006287263,200.0,0.09,2.0,1.4961896755939915e-19,0.004292425188097249,175.0,96000
7,262144000.0,0.1,3.1,0.0030325482263924,200.0,0.09,3.4,6.664061524081698e-19,0.0026910660854376767,150.0,256000
8,262144000.0,0.1,2.8,0.0016779425084428,100.0,0.1,2.8,3.181154175917118e-16,0.0016779425084428,100.0,648000
9,262144000.0,0.1,2.8,0.0017579316904547,100.0,0.1,2.7,2.4802153319063486e-16,0.001376984535715997,75.0,1024000
10,262144000.0,0.1,2.0,0.0025246059799139,50.0,0.1,2.1,6.336118740623527e-16,0.0020766168964764797,75.0,432000
11,262144000.0,0.1,1.8,0.0052786020208966,200.0,0.11,1.7,4.6149218844005955e-14,0.0036942639779384834,250.0,136687
12,262144000.0,0.1,1.8,0.005161435707225,200.0,0.11,1.5,2.2886012511908558e-14,0.004928678118428516,225.0,76885
13,262144000.0,0.1,1.7,0.0041607994693602,200.0,0.1,1.7,5.921232202704905e-17,0.0041607994693602,200.0,108000
14,262144000.0,0.1,2.8,0.0015666620991552,100.0,0.1,2.8,4.3990537919801164e-16,0.0015666620991552,100.0,768000
15,262144000.0,0.1,2.7,0.0014095860582937,100.0,0.1,2.7,3.186636853768324e-16,0.0014095860582937,100.0,972000
16,262144000.0,0.2,0.5,0.0029407343675045,200.0,0.16,0.9,1.8121423848079325e-07,0.002434912837551151,175.0,324000
17,262144000.0,0.1,2.1,0.0041998182435575,200.0,0.09,2.2,2.0720577469473172e-18,0.002980734982833022,150.0,216000
18,262144000.0,0.1,2.0,0.0050919052544537,200.0,0.09,2.2,5.613224812927417e-19,0.004037782554589642,150.0,108000
19,262144000.0,0.1,1.3,0.0086878008183542,200.0,0.11,1.3,1.6693112530923588e-14,0.005880431965654034,300.0,54000
20,262144000.0,0.1,1.3,0.0073938676632774,200.0,0.12,1.0,1.9558101773258485e-13,0.006447941274861452,300.0,45562
21,262144000.0,0.1,3.1,0.0027879250726974,200.0,0.09,3.1,9.73533749792644e-19,0.0020159273439521105,125.0,432000
22,262144000.0,0.1,2.7,0.001510773535493,100.0,0.1,2.7,3.250630318289268e-16,0.001510773535493,100.0,768000
23,262144000.0,0.1,2.4,0.001284895530591,100.0,0.1,2.4,4.29367344348489e-16,0.001284895530591,100.0,1152000
24,262144000.0,0.2,0.4,0.0034782444744231,200.0,0.17,0.7,5.838117582728158e-07,0.003087570015873597,175.0,192000
25,262144000.0,0.1,1.8,0.0056745213783904,200.0,0.11,1.6,3.8589471078431413e-14,0.005085194732035059,250.0,72000
26,262144000.0,0.1,1.9,0.0056186869961509,200.0,0.11,1.5,1.2947712459057289e-14,0.005071884186816145,175.0,72000
27,262144000.0,0.1,0.9,0.011244738842203,200.0,0.1,1.2,1.162510852822504e-16,0.008890349038109036,300.0,24000
28,262144000.0,0.1,2.9,0.0016439506106595,100.0,0.1,2.9,3.6911761342240653e-16,0.0016439506106595,100.0,691978
29,262144000.0,0.1,3.2,0.00200995640458,100.0,0.09,3.5,2.063702300287197e-19,0.0015394075838915389,75.0,768000
30,262144000.0,0.1,2.1,0.0027653905739208,100.0,0.09,2.3,3.0654876827327114e-18,0.0016339721075325775,75.0,729000
31,262144000.0,0.1,2.0,0.0040312979923225,200.0,0.1,1.8,9.603523109333764e-16,0.003549115771656841,175.0,144000
32,262144000.0,0.1,1.7,0.0042982470857136,200.0,0.09,2.1,7.055034836641006e-19,0.004028196339567303,200.0,108000
33,262144000.0,0.1,1.1,0.009785721345576,200.0,0.1,1.4,1.8572737171812928e-16,0.006851212598768003,300.0,40500
34,262144000.0,0.1,0.9,0.0111595859710781,200.0,0.09,1.4,1.5588183775304264e-19,0.008433700676798161,275.0,27000
35,262144000.0,0.1,2.5,0.0028031228098422,100.0,0.1,2.7,5.491000299834609e-16,0.001962859675136909,125.0,486000
36,262144000.0,0.1,2.7,0.0013695300301314,100.0,0.1,2.7,2.85013974924561e-16,0.0013695300301314,100.0,1024000
37,262144000.0,0.1,2.0,0.0031493850245761,200.0,0.09,2.3,2.622054284558972e-18,0.0028292012479124162,175.0,243000
38,262144000.0,0.1,1.6,0.005512893608726,200.0,0.1,1.8,9.909368994524505e-16,0.004494938706993632,275.0,96000
39,262144000.0,0.1,1.3,0.0094415944540206,200.0,0.1,1.6,6.058695164709427e-16,0.005494494380468368,300.0,64000
40,262144000.0,0.1,1.5,0.0068684104942411,200.0,0.1,1.7,8.07782021124544e-17,0.005511868595600378,275.0,64000
41,262144000.0,0.1,1.0,0.0096673517340254,200.0,0.1,1.2,4.838726623528896e-17,0.0075494692607559165,300.0,32000
