band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,196946.0,0.3,-0.8,0.0031563588377626,50.0,0.37,-0.9,0.0010451667460527434,0.002103426745095782,75.0,420624
3,219312.0,0.1,-0.3,0.0161293787496088,500.0,0.08,0.0,2.6926880020858393e-19,0.011903597436962898,475.0,13707
5,2172510.0,0.5,-1.2,0.0104606952240748,75.0,0.47,-1.2,1.5560916498605453,0.009754291411600446,0.0,19093
6,1097400.0,0.5,-1.2,0.010776840449492,50.0,0.4,-1.15,0.5755618132326811,0.01042752160583972,0.0,17146
8,7113224.0,0.5,-1.1,0.0039377870704021,200.0,0.46,-1.1,0.07801731977547172,0.0025625296849440676,125.0,281332
9,10673196.0,0.5,-1.1,0.0033758649507776,0.0,0.6,-1.13,0.054387804582990536,0.002232270198967934,25.0,375228
11,13525448.0,0.2,-0.9,0.0065950702967862,100.0,0.2,-0.96,9.162948449649525e-06,0.0032718753885628837,0.0,178312
12,44542202.0,0.1,-0.4,0.0047223246092074,25.0,0.1,-0.45,1.4517519368225064e-14,0.0029512593873300963,0.0,220207
14,25078470.0,0.1,-0.3,0.0031576859965784,25.0,0.1,-0.28,2.584240120653231e-16,0.003041848343128045,25.0,195925
16,16399328.0,0.1,-0.3,0.0076281830599428,300.0,0.1,-0.27,1.5552870011916255e-17,0.006150142444019912,300.0,48043
