band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,0.0159602437339604,0.0122241829373431,0.0207062536443575,103.38882197160336,50.6124704513454,152.46632111163495,196946.0,0.0031563588377626,0.3,-0.8,0.0002014382047123,50.0,0.0106705118414347,0.0030594082190333,0.0021034267450957,0.37,-0.9,0.0010451667460527,75.0,420624,0.0474288,0.0636995,0.0,0.0408691,0.0377121,8.398279999999998e-244,0.032201,0.0399632,9.815419999999998e-274,0.34772402
3,0.1770614877080991,0.1393052144131292,0.2197213370739823,76.07827088548858,60.94371047190648,94.18574486402774,219312.0,0.0161293787496088,0.1,-0.3,4.0899433774615253e-14,500.0,0.0543372965631379,0.0028992530536625,0.0119035974369628,0.08,0.0,2.69268800208584e-19,475.0,13707,0.0453986,0.0761776,0.0,0.0403311,0.0520458,0.0,0.0305753,0.0492155,0.0,2.0178035e-27
5,1.8016560837959563,1.6404093606525427,1.9689691549919013,10.587200491230108,9.225798139882544,12.083443832644,2172510.0,0.0104606952240748,0.5,-1.2,1.7523422204131067,75.0,1.8016560837959563,0.0009213279446811,0.0097542914116004,0.47,-1.2,1.5560916498605453,0.0,19093,0.419999,0.0952149,0.0,0.360208,0.0711173,0.0,0.275002,0.0712055,0.0,5.696289599999997e-180
6,1.5333096084033158,1.3991783529327104,1.671199794254353,9.916346183226196,8.856378893844427,11.02788845039698,1097400.0,0.010776840449492,0.5,-1.2,1.5321553777947678,50.0,1.5333096084033158,0.0012962773192276,0.0104275216058397,0.4,-1.15,0.5755618132326811,0.0,17146,0.391749,0.0910024,0.0,0.34001,0.0664921,0.0,0.258919,0.0657717,0.0,4.5149889999999973e-104
8,0.1895796508676354,0.163946157737521,0.2188552986384898,29.783170939698337,20.31333666236217,40.74734753786558,7113224.0,0.0039377870704021,0.5,-1.1,0.0947931386707331,200.0,0.1484595008212319,0.0005091879089412,0.002562529684944,0.46,-1.1,0.0780173197754717,125.0,281332,0.155256,0.0760739,0.0,0.133284,0.0507938,0.0,0.10394,0.0523308,0.0,5.3581899e-41
9,0.0462346172087606,0.0410511950266621,0.0525248204024672,20.65333304089952,11.258553520939392,47.75321296583606,10673196.0,0.0033758649507776,0.5,-1.1,0.0321073730616393,0.0,0.0432652577796686,0.0004156882551352,0.0022322701989679,0.6,-1.13,0.0543878045829905,25.0,375228,0.0916539,0.0747062,0.0,0.0782178,0.0497614,0.0,0.0612472,0.0519383,0.0,1.2723383e-46
11,0.0164304042096686,0.0135457128068978,0.0199058421983786,52.92318953198402,32.29710876010515,100.34227587257374,13525448.0,0.0065950702967862,0.2,-0.9,4.908059100061641e-06,100.0,0.0164304042096686,0.0003692674179235,0.0032718753885628,0.2,-0.96,9.162948449649523e-06,0.0,178312,0.0291996,0.0866444,0.0,0.0251086,0.0623988,0.0,0.0192098,0.0625808,0.0,3.429060499999998e-126
12,0.0069255037394811,0.0054880563364441,0.0088566470008928,84.17900764282513,44.072907129445376,193.17641102217405,44542202.0,0.0047223246092074,0.1,-0.4,8.903579111446392e-15,25.0,0.0069255037394811,0.0002034873827174,0.00295125938733,0.1,-0.45,1.4517519368225064e-14,0.0,220207,0.0151015,0.0833932,0.0,0.0130502,0.0592742,0.0,0.00993959,0.0590467,0.0,0.0
14,0.0004664283209838,0.0003451820403705,0.0008482685966921,415.37867136291214,41.95714626972215,1293.7316994920411,25078470.0,0.0031576859965784,0.1,-0.3,2.9262651409738217e-16,25.0,0.000374543157509,0.0002711878020121,0.003041848343128,0.1,-0.28,2.5842401206532313e-16,25.0,195925,0.00423985,0.0793245,0.0,0.00371098,0.0543534,0.0,0.00283874,0.0533569,0.0,5.579504699999998e-202
16,0.0001010506598452,6.313254408387533e-05,0.0001707619138572,411.1575527938956,118.00027162680374,1105.7861635246868,16399328.0,0.0076281830599428,0.1,-0.3,1.8729419497495333e-17,300.0,2.397245491763432e-05,0.0003353552614969,0.0061501424440199,0.1,-0.27,1.5552870011916258e-17,300.0,48043,0.00110523,0.0818695,0.0,0.000975718,0.0568677,0.0,0.00074675,0.054474,0.0,0.0
