band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,0.0159602437339604,0.0122241829373431,0.0207062536443575,103.38882197160336,50.6124704513454,152.46632111163495,196946.0,0.0031563588377626,0.3,-0.8,0.0002014382047123,50.0,0.01067051184143473,0.0030594082190333037,0.002103426745095782,0.37,-0.9,0.0010451667460527434,75.0,420624
3,0.1770614877080991,0.1393052144131292,0.2197213370739823,76.07827088548858,60.94371047190648,94.18574486402774,219312.0,0.0161293787496088,0.1,-0.3,4.089943377461525e-14,500.0,0.0543372965631379,0.0028992530536625823,0.011903597436962898,0.08,0.0,2.6926880020858393e-19,475.0,13707
5,1.8016560837959563,1.6404093606525427,1.9689691549919013,10.587200491230108,9.225798139882544,12.083443832644,2172510.0,0.0104606952240748,0.5,-1.2,1.7523422204131067,75.0,1.8016560837959565,0.0009213279446811362,0.009754291411600446,0.47,-1.2,1.5560916498605453,0.0,19093
6,1.5333096084033158,1.3991783529327104,1.671199794254353,9.916346183226196,8.856378893844427,11.02788845039698,1097400.0,0.010776840449492,0.5,-1.2,1.5321553777947678,50.0,1.5333096084033158,0.0012962773192276885,0.01042752160583972,0.4,-1.15,0.5755618132326811,0.0,17146
8,0.1895796508676354,0.163946157737521,0.2188552986384898,29.783170939698337,20.31333666236217,40.74734753786558,7113224.0,0.0039377870704021,0.5,-1.1,0.0947931386707331,200.0,0.14845950082123197,0.0005091879089412686,0.0025625296849440676,0.46,-1.1,0.07801731977547172,125.0,281332
9,0.0462346172087606,0.0410511950266621,0.0525248204024672,20.65333304089952,11.258553520939392,47.75321296583606,10673196.0,0.0033758649507776,0.5,-1.1,0.0321073730616393,0.0,0.04326525777966867,0.000415688255135223,0.002232270198967934,0.6,-1.13,0.054387804582990536,25.0,375228
11,0.0164304042096686,0.0135457128068978,0.0199058421983786,52.92318953198402,32.29710876010515,100.34227587257374,13525448.0,0.0065950702967862,0.2,-0.9,4.908059100061641e-06,100.0,0.016430404209668698,0.00036926741792353855,0.0032718753885628837,0.2,-0.96,9.162948449649525e-06,0.0,178312
12,0.0069255037394811,0.0054880563364441,0.0088566470008928,84.17900764282513,44.072907129445376,193.17641102217405,44542202.0,0.0047223246092074,0.1,-0.4,8.903579111446392e-15,25.0,0.006925503739481185,0.00020348738271742933,0.0029512593873300963,0.1,-0.45,1.4517519368225064e-14,0.0,220207
14,0.0004664283209838,0.0003451820403705,0.0008482685966921,415.37867136291214,41.95714626972215,1293.7316994920411,25078470.0,0.0031576859965784,0.1,-0.3,2.9262651409738217e-16,25.0,0.00037454315750907725,0.0002711878020121387,0.003041848343128045,0.1,-0.28,2.584240120653231e-16,25.0,195925
16,0.0001010506598452,6.313254408387533e-05,0.0001707619138572,411.1575527938956,118.00027162680374,1105.7861635246868,16399328.0,0.0076281830599428,0.1,-0.3,1.8729419497495333e-17,300.0,2.3972454917634318e-05,0.00033535526149694315,0.006150142444019912,0.1,-0.27,1.5552870011916255e-17,300.0,48043
