band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,57419247.0,0.1,0.0,0.0235408419078785,0.0,0.13,-0.4,6.042347300514833,0.021620991432042103,0.0,3942
5,57419247.0,0.2,-0.1,0.032234144713003,25.0,0.2,-0.13,45614.421938094456,0.031693380933705384,0.0,1752
8,57419247.0,0.2,0.5,0.0238578919354016,50.0,0.22,0.3,50324.22054016422,0.023213807509971263,50.0,3504
11,57419247.0,0.2,0.1,0.0308666432335801,50.0,0.21,0.0,43550.852413527486,0.03022733851348977,25.0,1971
14,57419247.0,0.2,-0.5,0.017490470604732,25.0,0.2,-0.51,24113.36879753715,0.017062057021997812,0.0,6651
18,57419247.0,0.2,-0.2,0.0160702101277002,0.0,0.25,-0.5,84941.29523809523,0.015056403037944172,0.0,7884
21,57419247.0,0.2,-0.5,0.0148213923890881,0.0,0.25,-0.7,64768.16823969041,0.011327305966316759,0.0,14018
24,57419247.0,0.2,-1.0,0.0080482304301445,0.0,0.2,-0.98,14748.877079040134,0.007143076084460111,0.0,35482
27,57419247.0,0.2,-1.1,0.0097713161420681,75.0,0.2,-1.09,12371.604407481345,0.00962271484256605,100.0,21027
31,57419247.0,0.2,-1.1,0.03228925673473,350.0,0.4,-1.27,100000.0,0.02831460686910403,450.0,2217
