layer,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,best_augmented_var,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,170242.34,170242.34,149111.23,136283.47,126321.63,117783.586,103710.91,92142.58,82288.39,73648.27,66030.19,47623.574,0.0059222189199231,0.0118219374688309,0.0209519353680684,0.0291109514473183,0.0365891355283477,0.0504533281361645,0.0640769512011463,0.0775902307369927,0.0906224309669682,0.1031357001886622,0.1378001570291981,0.04004819254489153,0.031815427258479134,0.02359593367241354,0.014208463082640177,0.005922218919923172,,,,,
4,211857.36,211857.36,209810.1,208288.97,206939.22,205668.19,203370.27,201311.73,199399.58,197640.89,196008.4,191665.56,0.0070332911954683,0.0066196380753626,0.0073339779330122,0.008112858274837,0.0088506149308076,0.0101624808842618,0.011378992172209,0.0125191631328551,0.0135765688832195,0.0145386527131549,0.0172165275339686,0.009541940492242912,0.008850614930807604,0.00811285827483707,0.00733397793301227,0.006619638075362699,0.007265797366941329,,,,
5,72605.14,72605.14,71412.89,70511.516,69701.734,68957.08,67619.09,66432.195,65359.754,64373.316,63455.78,61017.16,0.0045312297032578,0.0047722255183421,0.0047299520734387,0.0052959766869765,0.0053544262929948,0.0060119273178342,0.0067818321162679,0.007715802402506,0.0085823092183713,0.0092183215763337,0.0113187690855839,0.0054732444571996205,0.004913040129872592,0.004664992871866461,0.004388012009028608,0.004014731097828322,,72605.14,,,
6,29841.037,29841.037,29170.557,28624.986,28130.92,27672.123,26826.56,26054.537,25341.762,24677.865,24055.0,22386.86,0.0028612018318384,0.0034024564277897,0.0037683609878546,0.0035365777288495,0.0041419355902692,0.0040871533884324,0.0051138920156905,0.0057186436967555,0.0055906634308313,0.005881677707866,0.007970838589647,0.004297640251846535,0.0037438673239565956,0.0036932431651578446,0.002980363813640311,0.00269952576919652,,29841.037,,,
7,8457.463,8457.463,8247.355,8068.56,7906.7056,7757.072,7483.41,7235.281,7006.153,6792.164,6591.046,6050.5527,0.0054503723133631,0.0041093668233408,0.0048094261020181,0.0046579069567067,0.0049276510938791,0.0054149079286731,0.0054921747944551,0.0063584450227838,0.0064990707197657,0.0072009856629076,0.0084254615428076,0.005076007424174614,0.004818446494842279,0.004609256545232809,0.004444033412911441,0.004109366823340843,0.003845962371743533,8457.463,,,
8,1116.0948,1116.0948,1081.3201,1052.7262,1026.8055,1002.9026,959.81995,921.7184,887.50287,856.47546,828.0454,754.6809,0.0041955460701314,0.0033935229599872,0.0035399353523467,0.0036201086500638,0.0039117081226284,0.004631580628259,0.0048844911271425,0.0053208003772172,0.0061109510653275,0.006192452299805,0.0078648444189259,0.004144590166341278,0.0038332602755100087,0.003585170220493471,0.003367900157483783,0.0033650636516976418,0.004066783884530328,1081.3201,,,
9,107.6861,107.6861,100.90052,96.751175,93.29137,90.269135,85.18109,81.019966,77.50998,74.47052,71.78257,65.16034,0.005294382990217,0.0045375048995803,0.0039500581300739,0.0045024602898245,0.0037094066936098,0.0046134931631626,0.0048621461704205,0.0056268161987071,0.0063659268718041,0.007079883393035,0.0080321463638943,0.005273031266089245,0.004890033926413042,0.004486165101295087,0.004089306822688266,0.0035054378419678844,0.003245899340507674,93.29137,0.0037384150440561426,0.00453750489958038,0.004818507977087105
