filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,82714.22780188349,82714.22780188349,79650.39493795564,77626.48818495999,74419.27837218513,0.0044064042181127,0.0059179776556637,0.0074509874774515,0.0084059994718848,0.006232880675040908,0.0056922343715739565,0.005236714571668077,0.004535146001714674,0.0037801429944430698,82714.22780188349,,,,
1,23392.3760585646,23392.3760585646,22478.440076070958,21883.29548925212,20947.396174252528,0.0053724685549358,0.0047235444269543,0.0061422004255597,0.0069438497540629,0.005312337722675697,0.005190297960159573,0.004687697867383989,0.004647989544668607,0.004391920180445985,23392.376058564598,0.003954028199430137,0.0036038374919987737,,
2,6157.994303634577,6157.994303634577,5895.3884710888215,5729.028455330964,5467.786797745992,0.0068439383615237,0.0048373506799869,0.0062990099576929,0.0071388711699843,0.00597453383056179,0.005725641543450233,0.005229256338912802,0.005245506959015933,0.004694069870185613,6157.994303634577,0.004332730900827697,0.004193833807319969,,
3,1691.2746308429878,1691.2746308429878,1610.1307722220972,1559.4358148847648,1480.6379233686046,0.0070316138884623,0.0064981076945181,0.0063745966244496,0.0091144934066824,0.007062974768735741,0.0068867165773398575,0.006689891719737107,0.0062861193323136,0.005948066124714879,1691.2746308429878,0.0061104810620367656,0.006236895143779342,0.005814663195513603,0.00536345203041888
4,403.765608970525,403.765608970525,381.1331108431144,367.1245488976918,345.69269177731127,0.0060880265883525,0.0072117776972464,0.0075075705576858,0.0085706333490498,0.006662838823378925,0.006676533363102477,0.006280721693651292,0.005686864037128703,0.005846117900483283,389.97904387267545,,,,
5,110852.00561993424,110852.00561993424,105519.31796410758,102513.60700669764,97889.33346249156,0.0054133167884863,0.0042139191676285,0.0057760112492482,0.0071252884102694,0.005991762539646062,0.005631600706155204,0.005117024463955011,0.0046936395197896275,0.004213919167628588,110852.00561993424,0.003498562517525561,0.002221365534696318,,
6,30341.331808727547,30341.331808727547,28952.746786521177,28095.831718498463,26762.59879315874,0.0029165607929884,0.0039463376063818,0.0045286287017691,0.0057309794046905,0.003612113743869827,0.003475177691069753,0.0030235420761398624,0.0025961897567635672,0.0024447643862742785,30341.331808727547,,,,
7,8126.168986454247,8126.168986454247,7711.15040848898,7465.587411191727,7087.55760715904,0.0042190842341026,0.0046225299387309,0.0045902859685756,0.005492708640818,0.00401892416195937,0.004022134851006998,0.0034440364834184,0.0031418257659635573,0.002421080967219935,8126.168986454247,,,,
8,2232.110624370132,2232.110624370132,2105.9657157493334,2031.9153781977373,1919.4250211554008,0.0044165473917069,0.0052932489413168,0.0057666335718264,0.0080588385483656,0.005191373753876349,0.00477235213510499,0.004014589846015104,0.003906859908358817,0.004416547391706965,2153.2732616698167,,,,
9,565.5642946956925,565.5642946956925,528.5398589832888,507.3993534563437,475.74158027911903,0.0055416837024427,0.0067723038049089,0.0064072116704939,0.0071112325286641,0.005243558473180476,0.005086228349013344,0.0046675123635866456,0.004245139008307586,0.004442494550974674,542.2305912920614,,,,
