layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,150199.61,85008.82,248364.75,411.5678,85.166885,581.2459,9000.0,0.012922811568866155,0.1,2.1,4.2379689567423154e-12,25.0,49061.066,0.014296961166644029
3,33515.562,19958.826,52689.492,366.28333,101.32568,561.9847,36000.0,0.011263355961009247,0.1,1.8,1.5983283364653596e-12,200.0,8534.39,0.007153161548533642
4,8690.716,4650.6553,15441.943,584.8112,124.448715,1337.454,144000.0,0.008795880176305185,0.1,1.6,5.651447854977837e-13,500.0,1738.38,0.003577744605964338
5,1600.9619,772.05316,3722.8345,1309.7212,95.40087,3193.4438,576000.0,0.007817240006582127,0.1,1.7,8.807252570754383e-14,350.0,358.30066,0.001789162458327746
6,339.5192,152.1231,1059.8397,2687.2104,93.11147,4763.5063,2304000.0,0.005388949907858542,0.1,2.6,2.0875447200950245e-15,300.0,77.81541,0.0008946536675937644
7,87.08632,35.836773,371.80548,4823.476,72.400955,6356.323,9216000.0,0.0037421644349945327,0.1,3.5,9.353011852435718e-17,250.0,21.324076,0.00044734493084683295
8,29.88356,15.550574,79.51214,1685.9159,80.564125,3720.928,36864000.0,0.0021906770088070404,0.1,2.7,2.2619744114483417e-16,150.0,10.488269,0.00022367698811616015
9,8.940126,4.773328,23.29484,1591.2537,83.6089,3578.0354,147456000.0,0.003818442581924958,0.1,2.2,2.0155191129972875e-16,200.0,2.9814084,0.00011183962453501836
10,1.3539953,0.687269,4.314201,2561.7036,78.23044,4657.2515,589824000.0,0.006840000000000013,0.1,1.9,6.24695533325947e-17,200.0,0.4346397,5.5920094864633584e-05
