band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,0.0153406003382492,0.0117925604046922,0.0198963539246112,102.00576639920897,45.61524553318507,155.67596185458603,98473.0,0.004364716755096587,0.5,-1.0,0.004866756402453001,100.0,0.009733512804906003,0.004326158976995938
3,0.1859777852225041,0.1467088121649667,0.2300866933831105,74.10358692794513,59.87773278530809,90.72595428374264,109656.0,0.010929852820086334,0.1,-0.4,8.202024510027906e-14,500.0,0.054989864146717686,0.004099716207526694
5,1.7976923134778813,1.6372960158395122,1.9639717960039715,10.521700295698468,9.181392802380692,11.97174685923846,1086255.0,0.010375805836552843,0.5,-1.2,1.7491910370313943,75.0,1.6792233955501388,0.0013029094837346956
6,1.5443181146728264,1.409120831843942,1.6833059332360214,9.932279199779703,8.87761981550222,11.035970729009394,548700.0,0.010694238741490003,0.5,-1.2,1.543511678414135,50.0,1.4817712112775696,0.0018331238555762059
8,0.1898015084012417,0.1641215993478102,0.2191253930060073,29.85867101235136,20.356153454281923,40.82032680756289,3556612.0,0.0038670795764882415,0.5,-1.1,0.09485425259630252,200.0,0.1365901237386756,0.0007200867125983237
9,0.0462991698881081,0.0410951485281277,0.0526200041292311,20.826505662123772,11.310724141709008,47.85593535011434,5336598.0,0.003330860048559453,0.5,-1.1,0.032152201311186186,0.0,0.0462991698881081,0.0005878628160670166
11,0.0164333127083372,0.0135523834742469,0.0198781978298638,52.48934815631585,32.37452439961213,95.8877765138445,6762724.0,0.006592470529386205,0.2,-0.9,4.908201901770595e-06,100.0,0.012368668792461903,0.0005222157689152228
12,0.006913674958767,0.0054869540431435,0.0087860078959024,81.45072503444516,44.06790466824958,173.9604687896513,22271101.0,0.004699771628502103,0.1,-0.4,8.901567952991301e-15,25.0,0.005967990120357517,0.0002877724239755132
14,0.0004668952618218,0.0003454684053353,0.0008488195313233,414.7374360436225,42.09108547709101,1292.568078621848,12539235.0,0.003161133111906758,0.1,-0.3,2.929044355357369e-16,25.0,0.00037489887911339577,0.0003835135732131632
16,0.0001011807185005,6.324076766328289e-05,0.0001708927020096,410.9758846837308,117.8496188501793,1103.9345835341117,8199664.0,0.007651687285170072,0.1,-0.3,1.8722505384899652e-17,300.0,2.3963605297254062e-05,0.0004742580031696039
