band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,best_augmented_var,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,0.0153406003382492,0.0153406003382492,0.0125694162795501,0.011217158699844,0.0103495145873015,0.009733512804906,0.0089417932644728,0.0084346514086672,0.0080563349837354,0.0077452074467466,0.0074804376840953,0.0068496803461298,0.0070828417496465,0.0063106191869367,0.0057192280333464,0.0072789475925248,0.0043647167550965,0.0053856140983717,0.0078083004755631,0.0062315790636292,0.0050614189169184,0.0064024585748678,0.0081615387943323,0.003960081942963101,0.010349514587301554,0.0036341408009590292,0.003438167949176396,0.00394371092430057,0.003046125992372528,0.0029237915946348503,0.0033241706225470846,0.004669443474722423,0.006470697910798573
3,0.1859777852225041,0.1859777852225041,0.1666684009584308,0.1518664647196733,0.1395927423968474,0.128888779801533,0.1115209341205633,0.0983098774172137,0.0872300200677077,0.0782940502739599,0.07082597394976,0.0549898641467176,0.0277834313760241,0.0231632272310027,0.0229841476879357,0.0254210872569341,0.0253741176547418,0.0190176217039683,0.017999014449357,0.0195434606111143,0.0144620363630815,0.0127817266587073,0.0109298528200863,0.011760164079647544,0.06193529908010626,0.011458611641425451,0.011148936004760919,0.010825859158829401,0.010833989966240753,0.01058710236344381,0.010334782315060333,0.010075674509335886,0.010262204116236573
5,1.7976923134778813,1.7976923134778813,1.750948558683777,1.713063234037956,1.6792233955501388,1.647977813671865,1.5913585268014985,1.5403763669345485,1.4938122113926482,1.4509000231127125,1.4111083717330837,1.3066398839531808,0.0134340914829639,0.0122471300983049,0.0112584316098366,0.0103758058365528,0.0111003974217983,0.012507745782504,0.0138061675876719,0.0150423720921049,0.0162306493106055,0.0163478395321187,0.0151741776241889,0.011883371809276594,1.7976923134778813,0.011235418643236503,0.011152749057673092,0.01110039742179833,0.010375805836552843,0.01023811930535981,0.010094938792577182,0.009810283633104447,
6,1.5443181146728264,1.5443181146728264,1.511083542398612,1.4817712112775696,1.454558147677948,1.4290399779904226,1.3820939083505173,1.3395199344351558,1.30032514062992,1.2639144278495171,1.2297920620507017,1.1386837140984116,0.0127213920262784,0.0116557499302986,0.01069423874149,0.0108633299996693,0.0111305178144553,0.0116393303715437,0.0121248341148151,0.0130089533657613,0.0139677894504492,0.0148987352498424,0.0140356607094581,0.010525318825133523,1.5443181146728264,0.010697105897151504,0.010574235194660497,0.01086332999966938,0.010694238741490003,0.010978329461486871,0.010253579523990405,,
8,0.1898015084012417,0.1898015084012417,0.1754893533247994,0.1664650047680521,0.159469312372341,0.1536245419661541,0.1441432460791204,0.1365901237386756,0.1302903426035364,0.1248629152834653,0.1200962318019694,0.108491171174833,0.0044063030810413,0.0064809050830597,0.0081773620106008,0.0096832076927109,0.0091106008246045,0.0067303363843236,0.0038670795764882,0.005552781149925,0.0075834399616849,0.0095450533035409,0.0090400894851417,0.0047897306309876535,0.14857526139771432,0.004344181559029513,0.0040743838070878,0.004215637474435319,0.0038670795764882415,0.0029464947488573486,0.0030686280573866687,0.0024909692755151758,0.002699462868489544
9,0.0462991698881081,0.0462991698881081,0.043294871036585,0.0417472584248317,0.0405590914927824,0.0395654133616197,0.0379325360010767,0.0365919142372412,0.0354361802414357,0.0344115348872032,0.0334858029209735,0.0311277871272471,0.0033308600485594,0.0071219840573147,0.0089188314361564,0.0076103787594535,0.0064886470654117,0.0067260879111794,0.0084935338152278,0.0084299249126925,0.0082333304376179,0.0081041072648533,0.0077567819587038,0.0037837139557841265,0.04329487103658506,0.003232612598949358,0.0033329471110641606,0.0022186121681883886,0.002376135404630289,,,,
11,0.0164333127083372,0.0164333127083372,0.0147153281134659,0.0137448117115438,0.0129932624356782,0.0123686687924619,0.0113591488433059,0.0105547957760457,0.0098874224591799,0.0093172722164227,0.0088211042039349,0.0076438810546481,0.010580210759631,0.011830998767644,0.0091423987705897,0.0070030763763669,0.0065924705293862,0.007518798965347,0.0084051904632064,0.0092695868887243,0.010615198895622,0.0133143235086009,0.0127238843767495,0.0052343654320647914,0.014715328113465919,0.005768313489518069,0.005940811818937075,0.004874902662985077,0.005287127414753456,0.0037097196480447153,0.0038509706899432228,0.0032194044061896188,0.0032699310002791693
12,0.006913674958767,0.006913674958767,0.0059679901203575,0.0054827678888227,0.0051164845733479,0.0048183500700207,0.0043452500112644,0.0039762047497253,0.0036745188501095,0.0034201911005659,0.0032013199485203,0.0026897865112808,0.0092380068703969,0.0046997716285021,0.0074900287645591,0.008861807925409,0.0094461998244352,0.008245972390906,0.008770777341121,0.0062543718876704,0.0072658294339177,0.0083548506630513,0.0111652434664928,0.004764408939230379,0.006913674958767021,0.004703028769949873,0.004997029248692775,0.0032624279698436273,0.002988176423952462,0.002888031202998298,,,
14,0.0004668952618218,0.0004668952618218,0.0003748988791133,0.0003449385703399,0.0003225449658495,0.0003043394127174,0.0002754284788969,0.0002528247871882,0.0002343199981201,0.0002186706675479,0.0002051791045042,0.0001734826278479,0.006548656299872,0.0031611331119067,0.0046209359409592,0.0057553207419173,0.0051472440838611,0.0070524791847654,0.0073817385353266,0.0092092458922887,0.0095470322805142,0.0074900720044974,0.0105844174562266,0.0047168893561521045,0.00037489887911339577,0.00506789167779639,0.004482737931435242,0.003461619056956265,0.003044180168284673,0.004524331384424818,,,
16,0.0001011807185005,0.0001011807185005,6.958197505056427e-05,5.803410039642154e-05,5.0304417079489874e-05,4.462714712211661e-05,3.659310979266872e-05,3.1076249969768346e-05,2.7051326160609784e-05,2.3963605297254065e-05,2.152747360141048e-05,1.655546733900301e-05,0.02195787725216,0.016332802465696,0.0202595157639909,0.014718055897944,0.013240241817846,0.012016451845214,0.0109948403860608,0.0088201621649655,0.00765168728517,0.0086877076684539,0.0116204651769419,0.007528945389267405,2.3963605297254062e-05,0.007994040753722259,0.00741918495364885,0.006708060597883203,0.0061121474910589176,0.006202100839088953,0.006221816540928848,0.006255954598831881,0.007866320745985311
