layer,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1604.0,20.0,-0.8,0.0244003374418849,0.0,20.0,-0.8,4568.029037716318,0.0244003374418849,0.0,3043
3,6416.0,1.5,-1.0,0.0169334008207676,0.0,1.9,-1.03,1163.8854346003122,0.016043962186845784,0.0,7218
4,25664.0,2.1,-1.2,0.0189867335807211,100.0,1.63,-1.2,271.78453761084324,0.018976922095850113,50.0,5413
5,102656.0,0.9,-1.3,0.0429799999999998,0.0,0.8,-1.26,37.52792892491003,0.042979999999999796,100.0,1012
6,410624.0,0.9,-1.3,0.0758699999999998,0.0,0.8,-1.26,6.167432048026751,0.07586999999999977,100.0,318
7,1642496.0,2.4,-1.4,0.1090499999999997,0.0,2.4,-1.4,4.589145136602722,0.1090499999999997,0.0,150
8,6569984.0,0.3,-1.3,0.1390399999999997,0.0,0.3,-1.3,0.0227273623439854,0.1390399999999997,0.0,94
9,26279936.0,0.7,-1.0,0.1686299999999997,0.0,0.7,-1.0,0.0472019660045912,0.1686299999999997,0.0,61
