layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,3180.0,0.32,2.9,0.0155554987553199,0.319,2.91,0.015528183322139122,8049
3,12720.0,0.9,-0.01,0.0044107206031736,0.9,-0.009,0.004401120426852478,96592
4,50880.0,0.7,-0.24,0.0048533116623213,0.7,-0.239,0.004850268028195048,76320
5,203520.0,0.61,-0.5,0.0024390050319572,0.62,-0.52,0.0024001624519865983,305280
6,814080.0,0.4,-0.48,0.0032930267552449,0.4,-0.475,0.00316649693470078,193185
7,3256320.0,0.23,-0.1,0.0063938493818836,0.222,-0.05,0.006329640057303854,48295
8,13025280.0,0.12,1.2,0.0247599999999924,0.116,1.16,0.024759999999991678,3016
