layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,24365186.0,21908090.0,26923102.0,0.5419905,0.1238152,1.0140958,1604,0.0890093859019605,0.4,4.4,25818.456164940853,0.0,24365186.0,0.033804382765303224
3,5465157.0,5114688.5,5825972.0,2.089871,1.6585752,2.5394025,6416,0.06541502117141751,0.4,0.2,99951.90941718333,0.0,5465157.0,0.016928848255368546
4,1159475.1,1087606.5,1233323.8,3.8932729,3.292641,4.5726514,25664,0.04439987649641147,0.4,-0.5,58639.6624175703,50.0,1058684.4,0.008471003560381446
5,216027.23,200727.61,231961.4,6.00692,5.1614795,6.92756,102656,0.030646590519863737,0.5,-0.9,80189.65435606061,25.0,211700.69,0.004237135996393022
6,38536.945,35254.0,41972.152,9.600989,8.144252,11.247905,410624,0.028443974584912435,0.5,-1.0,16071.6123046875,250.0,32143.225,0.002118975219285392
7,6725.0586,6051.5205,7454.0503,14.223818,11.752707,17.135258,1642496,0.029146418207624314,0.5,-1.1,3828.0463324652783,200.0,5512.3867,0.0010595892481240078
8,1247.3678,1100.4884,1408.489,20.637285,16.28976,26.222551,6569984,0.01302432139812032,0.4,-1.0,157.97490723871874,500.0,770.873,0.0005298200128246353
9,265.2155,229.84688,304.001,27.692387,21.159983,36.833717,26279936,0.010495677492527944,0.2,-0.7,0.02889958563305083,200.0,194.20522,0.0002649163509945643
