layer,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1604,20.0,-0.6,0.0865535139096249,0.0,20.0,-0.6,10719.05942861962,0.0865535139096249,0.0,252
3,6416,1.3,-1.0,0.0621964743895062,0.0,1.7,-1.03,3427.933771611801,0.061157510634192114,0.0,505
4,25664,2.2,-1.2,0.0633838642708022,500.0,1.76,-1.2,707.5768752715885,0.06337824616956761,425.0,450
5,102656,0.9,-1.3,0.0850899999999998,0.0,0.8,-1.26,154.03084991096915,0.08508999999999978,100.0,252
6,410624,0.3,-1.3,0.1169799999999997,0.0,0.3,-1.3,2.056667391775113,0.1169799999999997,0.0,126
7,1642496,0.3,-1.3,0.1493399999999997,0.0,0.3,-1.3,0.3741089054336426,0.1493399999999997,0.0,84
8,6569984,0.3,-1.3,0.1789399999999997,0.0,0.3,-1.3,0.0815707268603178,0.1789399999999997,0.0,55
9,26279936,0.3,-1.3,0.2093499999999997,0.0,0.3,-1.3,0.0260522109756936,0.2093499999999997,0.0,40
