filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",52153.13,41293.8,63351.703,4.5895295,2.767363,8.658168,65536000.0,"(2.0, 0.5, 0.044)",0.0075729684246069,0.8,-1.0,78467.64378514144,0.0,52153.12890625,0.0001677585889693,0.0058036549224265,0.9,-1.03,98693.7651657912,0.0,54000,137.631,0.0604651,0.0,117.698,0.034928,0.0,94.0015,0.0386282,0.0,0.0
1,"(2.0, 0.5, 0.065)",19445.803,15267.077,24628.367,5.863659,3.4811437,13.033057,65536000.0,"(2.0, 0.5, 0.065)",0.0046502673246163,0.9,-1.1,43578.08668446236,0.0,19445.802734375,0.0001677585889693,0.0033644556466261,1.0,-1.12,51173.16509046053,0.0,162000,75.9057,0.065804,0.0,64.4104,0.041239,0.0,50.8573,0.0442794,0.0,0.0
2,"(2.0, 0.5, 0.096)",7714.107,6043.032,9730.833,7.0881557,3.8592358,16.072926,65536000.0,"(2.0, 0.5, 0.096)",0.0042914196490235,0.7,-1.1,12023.060752480693,0.0,7714.10693359375,0.0001677585889693,0.0037844615703317,0.72,-1.1,12628.836703323988,0.0,128000,44.4565,0.0690736,0.0,37.8589,0.0442697,0.0,29.7568,0.0468318,0.0,0.0
3,"(2.0, 0.5, 0.141)",3096.094,2347.4585,3979.3044,8.659405,4.749448,19.396645,65536000.0,"(2.0, 0.5, 0.141)",0.0044655645745846,0.6,-1.1,3521.1976019320778,0.0,3096.093994140625,0.0001677585889693,0.0034855220359674,0.63,-1.1,3925.6863502578576,0.0,153772,26.4807,0.0710864,0.0,22.5554,0.0464469,0.0,17.6368,0.0486302,0.0,0.0
4,"(2.0, 0.5, 0.208)",1261.2007,930.4138,1607.2511,9.7200985,5.608321,23.154419,65536000.0,"(2.0, 0.5, 0.208)",0.0059062084431452,0.5,-1.1,875.8338080512154,0.0,1261.20068359375,0.0001677585889693,0.0043944688204003,0.53,-1.1,1042.1266110691545,0.0,96000,15.5941,0.0743505,0.0,13.2885,0.0498662,0.0,10.3382,0.0516803,0.0,0.0
5,"(2.0, 0.5, 0.306)",525.8119,385.7015,683.5661,10.908921,5.890527,25.895,65536000.0,"(2.0, 0.5, 0.306)",0.0079692366434757,0.8,-1.2,1262.7100111511843,100.0,446.7216796875,0.0001677585889693,0.007967593531956,0.82,-1.2,1217.9072298247236,200.0,30375,9.00178,0.0806769,0.0,7.62742,0.0567837,0.0,5.91397,0.0584754,0.0,0.0
6,"(2.0, 0.5, 0.45)",351.48444,258.49753,464.54666,10.517778,5.9917593,25.871414,65536000.0,"(2.0, 0.5, 0.45)",0.0093528570142175,0.8,-1.2,792.8028311587054,200.0,314.4289245605469,0.0001677585889693,0.0093443148314814,0.68,-1.2,653.623961989702,125.0,20250,7.18567,0.084453,0.0,6.07625,0.060773,0.0,4.70768,0.0623983,0.0,0.0
7,"(2.0, 1.0, 0.044)",74528.445,59965.98,93167.52,5.635832,3.2260888,11.598611,65536000.0,"(2.0, 1.0, 0.044)",0.0057096746463636,0.7,-0.9,66625.2451424732,100.0,72838.8125,0.0001677585889693,0.0034304294011078,0.8,-0.96,100000.0,25.0,162000,169.552,0.0522723,0.0,145.611,0.0264636,0.0,116.132,0.0300445,0.0,0.0
8,"(2.0, 1.0, 0.065)",27890.346,21676.424,34895.67,6.7905703,3.6312983,15.273127,65536000.0,"(2.0, 1.0, 0.065)",0.0039487997997324,1.2,-1.1,74688.5791075917,100.0,27185.935546875,0.0001677585889693,0.0021195174026024,0.9,-1.06,55134.837650777874,25.0,432000,95.6851,0.0578758,0.0,81.7309,0.0325938,0.0,64.9579,0.0360209,0.0,3.7874458999999997e-256
9,"(2.0, 1.0, 0.096)",10625.615,8166.0874,13714.582,9.043222,4.588309,30.234829,65536000.0,"(2.0, 1.0, 0.096)",0.0035852605944934,0.8,-1.1,19421.91600218446,50.0,10625.615234375,0.0001677585889693,0.0023340584266916,0.7,-1.08,15629.5013746776,0.0,324000,53.0675,0.0638882,0.0,45.1202,0.0391626,0.0,35.6784,0.0422492,0.0,
10,"(2.0, 1.0, 0.141)",4079.0178,3081.818,5428.3535,10.818388,5.1007094,35.054955,65536000.0,"(2.0, 1.0, 0.141)",0.0032764441895048,0.8,-1.1,7100.951416449471,100.0,4079.017822265625,0.0001677585889693,0.0018307950104297,0.6,-1.06,4098.9577535824965,0.0,576000,31.5885,0.0648661,0.0,26.9097,0.0399959,0.0,21.2308,0.0428303,0.0,3.180983899999999e-191
11,"(2.0, 1.0, 0.208)",1757.257,1261.9061,2364.0747,11.925705,5.8170176,38.79054,65536000.0,"(2.0, 1.0, 0.208)",0.0036757647556558,0.6,-1.1,1872.9588592572472,50.0,1757.2569580078125,0.0001677585889693,0.0036663064951163,0.54,-1.1,1530.1068015242304,0.0,144000,18.7748,0.0706178,0.0,15.9504,0.0461434,0.0,12.512,0.0486143,0.0,0.0
