band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,best_augmented_var,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,46.29018,46.29018,41.120007,39.176884,37.741688,36.572247,34.69318,33.18584,31.911356,30.803864,29.817019,27.366207,0.0058943215768816,0.0036538840832713,0.0044055230906186,0.0063693349312371,0.0043988596083236,0.0029025420183456,0.0038653118679323,0.0050441903152996,0.0052629810158053,0.0060773123285057,0.0080521552701212,0.004282572759838121,0.003992623502105358,0.0036258701746324593,0.003309431018844714,0.0029025420183456108,0.0024697056668656,37.741688,0.002184757615543459,0.0016533123714464523,0.0020828634173050142
3,27.12702,27.12702,22.925163,21.498257,20.46644,19.636166,18.33522,17.319237,16.481684,15.768064,15.146556,13.646098,0.0071249386225199,0.0042008233929496,0.0046994252648367,0.0051398069443471,0.0074911716572376,0.011373373957354,0.0088230914856302,0.0067717102614156,0.0059937350017834,0.0076866701497966,0.0103308986643772,0.0036976923801598782,0.0036725433701674803,0.0032442305864335275,0.0035289797758458197,0.004200823392949693,0.0032670323877654894,20.46644,,,
4,24.45051,24.45051,21.025515,19.594496,18.505539,17.607082,16.1548,14.995526,14.027862,13.198521,12.472963,10.7281065,0.0087535477926398,0.0095242197680377,0.0093970557641024,0.0066410689709704,0.0043404598596147,0.0052222286627221,0.0071893321135424,0.0107352012224663,0.0126427731703685,0.010354240510315,0.0120278653140765,0.005230085018309015,0.005530220680744047,0.005078483005703238,0.004641074051021765,0.004168535595820803,0.0036467080829146823,21.025515,0.003465429153907962,0.0032813388578577796,0.003507324813939783
5,9.517689,9.517689,8.156961,7.5673137,7.122368,6.757443,6.170676,5.703664,5.314384,4.9807415,4.689933,3.9964802,0.0047333548928297,0.0056455323974852,0.0045236067175167,0.0051203502676904,0.0058530989852203,0.0068790894882625,0.0077356301804907,0.0097004047434743,0.0069663506551919,0.0077821869717097,0.0086687339425001,0.005318511295432446,0.004796918875534,0.004750375871163967,0.004141942086004248,0.004370444465074397,0.0033928472006045617,9.517689,0.0025731413021208294,,
6,6.9517107,6.9517107,6.0223036,5.597575,5.2721076,5.0033255,4.569866,4.223719,3.9353468,3.6881046,3.4715135,2.9532027,0.0056370704837246,0.0057334046653751,0.0043724615933713,0.0065216266866003,0.005188310937521,0.0062952231667399,0.0074012551353493,0.0071354652736943,0.0069182084228882,0.0076644957483032,0.0086181331123685,0.005305811859858019,0.004842102230010333,0.004853215379141913,0.0046731319146517455,0.0042318067805989425,0.0037748504703752905,6.0223036,0.005637070483724638,,
7,2.5637963,2.5637963,2.1358197,1.9694322,1.8472233,1.7486726,1.5930392,1.4713298,1.3712531,1.2863348,1.21256,1.0372027,0.0098222963139116,0.0074761829858951,0.0037706523950044,0.0062542787367617,0.0047862567739902,0.0060144817974194,0.0066616641465088,0.0077282277418687,0.0080473157302342,0.0074384308241249,0.0093445336420586,0.005559827485167925,0.004934073219687056,0.004527367471745338,0.004143156376727023,0.0037706523950044417,0.004494668602166352,,0.007188111341861925,,
8,0.65760905,0.65760905,0.5529409,0.5121957,0.4816707,0.4567171,0.41680068,0.38518646,0.35895455,0.3366026,0.3171856,0.27102396,0.0134930167810533,0.0099042680773209,0.0075622252305368,0.006029393319808,0.0077113014567039,0.0053461512437971,0.0060411878735649,0.0070054423550536,0.0076103460339316,0.0081849621664715,0.0091408979963865,0.006263444937643008,0.006163485639614826,0.005978894007007315,0.005487666421613828,0.0050443227372144964,0.004938238197285005,0.5121957,0.0047049765033654635,0.0044860608658685575,0.004483631860247139
9,0.21339984,0.21339984,0.1717832,0.15509003,0.14281234,0.1329605,0.11764569,0.10597913,0.09658836,0.088819556,0.0822578,0.067373164,0.0194914455084086,0.0164374827539673,0.014967169607844,0.0139959354083987,0.0106031839574178,0.0102507493273906,0.0104354266032846,0.0055698564520579,0.0064785999761628,0.0068841711548154,0.0086184873160686,0.006592277051863493,0.006452587443931363,0.006080362902455663,0.007004346556324537,0.005569856452057986,0.006091309051925453,,0.0065274938632456925,0.0071750519920174005,0.007266981019907748
