layer,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50
2,7908.9004,7908.9004,6306.724,5350.517,4615.3135,4028.9834,3115.7664,2435.1096,1904.2838,1476.7863,1133.5667,487.03528,0.1079626873573461,0.1079812586555344,0.1085171438922194,0.1128277596947598,0.1228497227442354,0.1456991468111126,0.1647699917321905,0.1840227690097186,0.2073824043641561,0.2304999342956594,0.3011870005614292,0.12871661807477075,0.11715647630751758,0.10889326812269207,0.10814668901502295,0.10794366926605986,7908.9004,,
3,1418.757,1418.757,1283.1967,1189.1648,1111.492,1044.1179,925.0712,828.10297,748.8788,678.7541,617.74347,478.04288,0.0790795187871677,0.079121939301387,0.0791084008642249,0.0791168763845462,0.0791146088332014,0.0820804601658119,0.082877661576568,0.0831578940762609,0.0851170345267864,0.0886080363611276,0.1040502462682883,0.08033868560658775,0.07983915084585902,0.07938391820390855,0.07905680506461377,0.07903318648075336,1418.757,,
4,251.78549,251.78549,240.8621,232.42664,225.19711,218.6923,207.33124,197.51048,188.73907,180.84254,173.6998,155.29457,0.0608617265324968,0.0608474993207862,0.0608368413797872,0.0609289227436926,0.0609199969854319,0.0609034126449073,0.0608879395671844,0.0608731119265988,0.0608588517536849,0.0608835524157681,0.0608718976125305,0.06084739229498337,0.06047482552342964,0.06047482552342964,0.06047482552342953,0.06047482552342953,225.19711,0.06047482552342953,0.06047482552342953
5,47.607697,47.607697,46.573086,45.71818,44.948204,44.24456,42.958614,41.797855,40.735172,39.75244,38.833637,36.377144,0.0716599999999998,0.0716599999999998,0.0716599999999998,0.0716599999999998,0.0716599999999998,0.0716599999999998,0.0716599999999998,0.0716599999999998,0.0716599999999998,0.0716599999999998,0.0716599999999998,0.07165999999999978,0.07165999999999978,0.07165999999999978,0.07165999999999978,0.07165999999999978,44.24456,,
6,9.022593,9.022593,8.763643,8.559329,8.377489,8.211924,7.915845,7.65312,7.4163184,7.198951,6.9981256,6.46959,0.1031499999999998,0.1031499999999998,0.1031499999999998,0.1031499999999998,0.1031499999999998,0.1031499999999998,0.1031499999999998,0.1031499999999998,0.1031499999999998,0.1031499999999998,0.1031499999999998,0.1031499999999998,0.1031499999999998,0.1031499999999998,0.1031499999999998,0.1031499999999998,,,
7,1.8022028,1.8022028,1.7349077,1.6841798,1.6401142,1.6003515,1.5300628,1.4688244,1.4142808,1.3648072,1.3194522,1.2023846,0.1405199999999997,0.1405199999999997,0.1405199999999997,0.1405199999999997,0.1405199999999997,0.1405199999999997,0.1405199999999997,0.1405199999999997,0.1405199999999997,0.1405199999999997,0.1405199999999997,0.14051999999999976,0.14051999999999976,0.14051999999999976,0.14051999999999976,0.14051999999999976,,,
8,0.4188905,0.4188905,0.40153658,0.3884029,0.37711164,0.36707816,0.34955794,0.33448493,0.3211954,0.30925804,0.29840448,0.27070466,0.1820099999999997,0.1820099999999997,0.1820099999999997,0.1820099999999997,0.1820099999999997,0.1820099999999997,0.1820099999999997,0.1820099999999997,0.1820099999999997,0.1820099999999997,0.1820099999999997,0.18200999999999978,0.18200999999999978,0.18200999999999978,0.18200999999999978,0.18200999999999978,,,
9,0.14208572,0.14208572,0.13671908,0.13257201,0.12900707,0.12583692,0.12033407,0.11563246,0.111508384,0.10783101,0.10450704,0.09611122,0.2250399999999998,0.2250399999999998,0.2250399999999998,0.2250399999999998,0.2250399999999998,0.2250399999999998,0.2250399999999998,0.2250399999999998,0.2250399999999998,0.2250399999999998,0.2250399999999998,0.2250399999999998,0.2250399999999998,0.2250399999999998,0.2250399999999998,0.2250399999999998,,,
