band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0
2,0.04678979,0.04678979,0.045418512,0.044465173,0.043632213,0.04288087,0.041505355,0.040263142,0.039122086,0.03807733,0.03711421,0.03457617,0.0050952142856305,0.0083965910425234,0.0107651728688202,0.0128863136529746,0.0148427951841776,0.0185372755893298,0.0220031005897782,0.0253016077042612,0.0284237952465578,0.0313930768632264,0.0396702074575501,0.014842795184177637,0.012886313652974657,0.010765172868820283,0.008396591042523438,0.005095214285630534
5,0.043077126,0.043077126,0.042483397,0.04202563,0.041617725,0.04124002,0.04054827,0.039914355,0.039321713,0.03876652,0.03824408,0.036827452,0.0042624451804114,0.0055974217130653,0.0066438620754615,0.0075892371565528,0.0084757146637227,0.0102820883502467,0.0121775885614928,0.0139788489690185,0.0156925078904071,0.0173287624262365,0.0218853284678074,0.008475714663722766,0.007589237156552853,0.006643862075461582,0.005597421713065376,0.004262445180411412
8,0.04236398,0.04236398,0.04207086,0.04183873,0.041626934,0.04143041,0.041070927,0.04073907,0.040427905,0.040131718,0.039848875,0.039058134,0.0037135676166445,0.0045171722032555,0.005166638202862,0.0057628566632567,0.0063218739674697,0.0073524867192427,0.0083129994076496,0.0092220794947419,0.0100950535002684,0.0109354611455486,0.0133207557276735,0.006321873967469749,0.00576285666325671,0.005166638202862006,0.004517172203255537,0.003713567616644542
