layer,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,7072,5.9,-0.5,0.0072091184569403,0.0,5.9,-0.5,7941.576881163328,0.0072091184569403,0.0,35802.0
3,28288,1.4,-0.6,0.0037349640102268,0.0,1.7,-0.62,1682.30630977487,0.0037185462636655786,25.0,135934.0
4,113152,1.4,-0.8,0.0040935005458526,75.0,1.1,-0.76,359.5510079293302,0.003671499811837897,0.0,143208.0
5,452608,1.4,-0.9,0.0027738766160962,75.0,1.0,-0.84,83.67378928444603,0.0020407199383100094,0.0,452608.0
6,1810432,0.9,-0.9,0.0029323601861626,0.0,0.89,-0.9,17.82514307726833,0.00243722318237527,0.0,322218.0
7,7241728,0.7,-0.9,0.002919280031805,0.0,0.7,-0.9,2.6515562492900377,0.002919280031805,0.0,226304.0
8,28966912,0.6,-0.9,0.0053292433439828,25.0,0.57,-0.9,0.37330700780135767,0.0033757082233993457,0.0,169728.0
9,115867648,0.4,-0.8,0.0055764037324996,0.0,0.42,-0.8,0.022162811608916075,0.0038451304678696063,0.0,127296.0
10,463470592,0.4,-0.8,0.0029116916177728,25.0,0.3,-0.64,0.0004244794559632976,0.0016510833839074035,0.0,678912.0
