layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,2992.3467,2795.771,3197.442,2.8401403,2.327932,3.4074059,7072,0.010218928617440282,9.3,-0.9,7369.889380398342,25.0,2647.7236,0.01612577750721614
3,780.4231,728.60394,834.95685,4.924683,3.9545121,6.2227554,28288,0.0051181059868768974,5.4,-1.1,2635.6492899197074,50.0,707.82306,0.008068854211971187
4,197.34492,182.71796,212.72162,6.607422,5.3790364,8.42129,113152,0.007230081087759577,8.6,-1.2,835.2973172861564,100.0,183.25609,0.0040359092726554024
5,45.91957,42.290737,49.782864,8.213636,6.6006994,10.661204,452608,0.013693523801232566,0.8,-1.2,117.88742042858584,25.0,44.588768,0.002018324026021024
6,10.315014,9.406057,11.280571,10.3812065,8.092984,14.631648,1810432,0.03451999999999977,1.9,-1.3,65.46161749260969,0.0,10.315014,0.0010092542162957218
7,2.3220341,2.104991,2.558147,12.456102,9.404761,19.237617,7241728,0.07119999999999976,1.4,-1.2,9.468159830100996,0.0,2.3220341,0.0005046501409454036
8,0.5561962,0.50176144,0.6189826,14.527348,9.739854,34.173534,28966912,0.11883999999999972,1.1,-1.3,2.9569749463258894,0.0,0.5561962,0.0002523308264179366
9,0.1654709,0.14990738,0.18356135,13.340412,8.399303,32.501076,115867648,0.16923999999999972,0.4,1.7,0.0007358944940762766,0.0,0.1654709,0.00012616685191353853
10,0.071799554,0.06602104,0.07844765,9.116372,5.449671,21.4281,463470592,0.21863999999999972,0.7,-0.3,0.02856550594944616,0.0,0.071799554,6.30837855989912e-05
