band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,14400832.0,0.4,-1.0,0.0034144797114468,100.0,0.3,-0.87,1.235275385725055,0.0019060769980325798,50.0,506278
3,14400832.0,0.4,-1.0,0.0029545076243632,150.0,0.37,-1.0,3.0973443130753977,0.0015247139033180502,75.0,759418
4,14400832.0,0.2,-0.9,0.0026137043133285,25.0,0.2,-0.9,0.0101617101639036,0.0026137043133285,25.0,284779
5,57603328.0,0.1,-0.4,0.0070843115072312,25.0,0.1,-0.46,3.754895414759236e-11,0.006761327815080542,0.0,42189
6,28801664.0,0.1,-0.3,0.0080484027492889,50.0,0.1,-0.28,2.2540992107558136e-12,0.006954858577098572,75.0,40044
7,28801664.0,0.1,-0.1,0.0077015732524662,150.0,0.08,0.2,1.2463681588200757e-18,0.007160612047489245,50.0,35595
8,28801664.0,0.1,0.1,0.0089056913902106,350.0,0.08,0.5,6.384767945736435e-20,0.008194533078234928,275.0,28126
9,29251690.0,0.1,-0.2,0.0079519856630027,300.0,0.1,-0.2,5.88179000941783e-14,0.007010925785391642,275.0,36153
