layer,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50
2,990.11633,990.11633,715.2362,591.125,502.1907,431.44318,330.15454,256.45108,198.46715,152.14127,114.776825,45.848,0.0122034124032938,0.0248078746550717,0.0392932441690093,0.0555651230385642,0.0737224249609396,0.1045270502001002,0.1312416770418594,0.1543854116702137,0.1782321006255817,0.2005115861234295,0.2758611736496646,0.08721926098896438,0.07180854698096639,0.05480784742339817,0.03459450622158877,0.011869429359457784,990.11633,,
3,301.2796,301.2796,262.67773,242.00304,226.7285,213.56445,192.02092,174.18869,159.4026,146.53166,135.16135,107.85758,0.0079313524570624,0.0095976208705166,0.0137957436748009,0.0188261911215353,0.0239600509014943,0.0331147133449122,0.0413089922331176,0.0489285138131962,0.0561207011193965,0.0634227333301874,0.0839735357907454,0.02697022198145159,0.02169272825330451,0.01638808786984483,0.012698676337318263,0.007931352457062446,,,
4,75.477356,75.477356,71.727135,69.19353,67.08207,65.278366,62.285427,59.765835,57.55742,55.545753,53.696842,48.92552,0.0030629045128119,0.0034103620170268,0.0046316979585904,0.0058292227529843,0.0068599495179853,0.0088694489719813,0.0110575970321274,0.013176925318852,0.015114160375736,0.0170086778350392,0.0234647597303576,0.0075211373902415585,0.006037388845647661,0.0046316979585904194,0.003362273492403256,0.002828490200588507,75.477356,,
5,14.740032,14.740032,14.436079,14.225165,14.044789,13.882556,13.5970955,13.349264,13.124011,12.914814,12.720017,12.198795,0.0016064024309042,0.0018009129818187,0.0026803426036019,0.0031708561042768,0.0034820591496813,0.0038115318003298,0.0044040436230147,0.0050461077377083,0.0056921762705556,0.0062940497575851,0.0078841830777164,0.0029775893471740145,0.0026036932833500837,0.002220991318568122,0.0018009129818187253,0.0016064024309042635,,,
6,2.6784303,2.6784303,2.6087542,2.563191,2.525105,2.4913929,2.4319992,2.3800678,2.33327,2.2906265,2.2513793,2.1477585,0.0050551540700006,0.005407861607807,0.0049947258644402,0.0052512065033619,0.0056645266340619,0.0058445816394441,0.006260086836566,0.0061903747132439,0.0067127928311082,0.0070754387033315,0.0088870835247972,0.005219484216430037,0.004886386218126371,0.004567763060745522,0.004321037376978254,0.004118881656068496,2.6087542,0.003945397921935878,0.004069527237210269
7,0.47023675,0.47023675,0.4537636,0.44363597,0.43528378,0.42800814,0.41542223,0.40462998,0.3950716,0.38641483,0.37848502,0.35770822,0.0060990542579951,0.0056914501369906,0.0062435255629477,0.0067667502399964,0.0073332199952049,0.0070736959242514,0.0072210788564816,0.0072686759414187,0.0082952476483817,0.0089894367035625,0.0100565077652716,0.0061949719432493056,0.005858594313712717,0.005466177989354226,0.00549811196537453,0.004912800108248239,0.47023675,0.0047347228261184204,
8,0.05227801,0.05227801,0.04937165,0.04803118,0.046964202,0.046051405,0.044509936,0.04321323,0.04207966,0.041066192,0.040145922,0.03778072,0.0040253188800057,0.0041801786912369,0.0048993421965535,0.0042595404009994,0.0051231029269798,0.0050466483581036,0.0062621752009696,0.0063082684053319,0.0071948388373906,0.0074854242026228,0.0089826746383547,0.005794512210724578,0.005202145300846173,0.0044989189965123355,0.003998357919340778,0.004025318880005735,0.04937165,,
