band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,0.006224272359945,0.006224272359945,0.0058765785798068,0.005718376647121,0.0055935030501203,0.0054844710394001,0.0053010192784624,0.0051446556545606,0.0050077646625387,0.0048866496448209,0.0047754676151399,0.0044896071929367,0.0022954700148665,0.0048777894884714,0.0052419430863085,0.0055403836772758,0.0055349425331028,0.004147146148718,0.0045688374100495,0.005409640576431,0.0059476799156361,0.0069025982931897,0.0085702406781736,0.0034670879844788116,0.003103957620396683,0.0026679988001129806,0.002382360145364526,0.0018972299274759297,0.0062242723599450845,,,,
3,0.0037411823216018,0.0037411823216018,0.0034492990310367,0.0033020044843384,0.0031896381148643,0.0030994784348457,0.0029537073776126,0.0028358682192519,0.0027364647322957,0.0026503885231538,0.0025746338403485,0.0023822929434852,0.0034381721795555,0.0024095021655587,0.0034322751424397,0.005185067228342,0.0041717323254308,0.0042823860763409,0.0049116845438332,0.00517181935914,0.0055618247823745,0.0064206376178703,0.0079375819439632,0.0029049802608895996,0.0024958029452924555,0.0020661432295443725,0.0017699982111785834,0.0013646207030104662,0.0034492990310367906,0.00215654601495463,,,
5,2.1262888721556195,2.1262888721556195,2.07606483772763,2.034410431876497,1.996905858558362,1.9623219563768328,1.899225372609388,1.8423245691434076,1.7899753872743558,1.7414039057280466,1.695861270998548,1.5741204144709726,0.0162700763621472,0.0168539000278976,0.0176395089614016,0.0183621406323088,0.0190376092247397,0.0202933142362884,0.0197429321268063,0.018432738274536,0.0171913283104611,0.0167432331213144,0.0194187333752069,0.014518553729315369,0.014135764806081919,0.013944219774243462,0.01379369530634933,0.013538275603044214,2.1262888721556195,,,,
6,1.6132178006814049,1.6132178006814049,1.5800096463103888,1.5505256821143183,1.5232390188431078,1.497571487317518,1.4500596638929388,1.40653930131668,1.366290989452802,1.3287048428530994,1.2934834122435348,1.1993211666112191,0.0135353467169088,0.0143332060862022,0.0145435404305805,0.0136286415808445,0.0127619385951724,0.0128548437744062,0.0139595389734943,0.0150280025504079,0.0160714305266984,0.0171063978824104,0.0144339173618279,0.011635317570078185,0.01240357748656895,0.012724535615871113,0.01229039411691929,0.012168837126145297,1.6132178006814049,0.011562143866177155,0.011421881718160325,0.010747923297424251,0.010530586051872397
8,0.1936451870035267,0.1936451870035267,0.1791232909439556,0.1698931968676172,0.162740124115388,0.1567806419303413,0.1470854382853323,0.1393707029714199,0.1329447696810208,0.1274195438372923,0.1225732683426039,0.1107942786642605,0.0102158702827047,0.0061577894535478,0.0037023881548132,0.0060710292764059,0.0065617913680963,0.0052872190310774,0.0056841254681453,0.0081812409992991,0.0074016741202685,0.0055326218918381,0.0089747946305625,0.003661990161543602,0.0028891332822225946,0.0031075235381365363,0.002887453096321102,0.0023559320216399726,0.1936451870035267,0.002347719871576448,0.0019118388954050825,,
9,0.0379395140602269,0.0379395140602269,0.035336876991546,0.0341011316301293,0.0331668748961301,0.0323925331894163,0.0311163714157278,0.0300656802599585,0.0291562484936996,0.0283474586468472,0.0276152949929922,0.025745229137857,0.007306742961717,0.0049409736458036,0.0053620777995711,0.0057462717808928,0.006094721816435,0.006229682538649,0.0062533177005469,0.0075850019581872,0.0085389480377316,0.0081527512538788,0.0099525546451834,0.004657167583402261,0.004409038106697016,0.004409717878624042,0.0038965445524303255,0.004485538968415317,0.03793951406022699,0.003362956974792719,,,
11,0.0165815380487095,0.0165815380487095,0.0148711249274624,0.0138966140616156,0.0131408619835186,0.0125139224862328,0.0114993466729995,0.0106886353170085,0.0100126199166733,0.0094346546276473,0.0089307736156788,0.0077304940278713,0.0103664204953666,0.0109993291875447,0.0136367677583837,0.0110120699966334,0.0087682225183357,0.0074719515966935,0.0098242146161892,0.0121805615166495,0.0140084228163439,0.0147096863793546,0.0160193770949021,0.0077641681938758755,0.0073328658326714535,0.007349659534662101,0.006906116190520117,0.006627179469523847,0.01389661406161568,0.006696478845128258,0.005850934563987997,0.005641257513464219,0.005589135066172979
12,0.009707433181393,0.009707433181393,0.0085084397474431,0.0078453102063013,0.0073333553149015,0.0069095123102746,0.0062252602946641,0.0056837930723901,0.0052362236021055,0.0048560060915828,0.0045271256389465,0.0037540766299801,0.0095446381757285,0.0072461809366294,0.0094780275886233,0.0072016468686495,0.0059258859605106,0.0072577352695382,0.007896649982133,0.0086639902256938,0.0098249263913911,0.0100991364600208,0.0100295325175689,0.006880974802492834,0.007099115410387442,0.006506479216212502,0.005914043930898692,0.005846272258087527,0.009707433181393062,0.005403398228215665,0.004912699679406329,0.005076025242088462,0.004769192171219738
14,0.0005606458474432,0.0005606458474432,0.0004809117516914,0.0004438747096412,0.0004155836888992,0.0003922175699822,0.0003546976755679,0.0003249706472557,0.0003003380758654,0.0002793831384488,0.0002612369456625,0.000218365415015,0.0134269385161529,0.0126908275603931,0.009172627686559,0.0113931956417709,0.011644981105318,0.0060954503904573,0.0091337791234555,0.0075039937384126,0.0084788948004171,0.0088535466243516,0.0095170874833239,0.0074569131632021245,0.006836424053179725,0.006632325719397293,0.0063775039400765544,0.006095450390457391,,0.006717638128836745,0.0071320246063186765,0.0070137308860506176,0.00917262768655902
16,0.0001311843975372,0.0001311843975372,9.173159705820448e-05,7.688752696376186e-05,6.687628819229705e-05,5.935172020395394e-05,4.8565741679316135e-05,4.105959648757242e-05,3.547718290979095e-05,3.1161888762352324e-05,2.772948100645516e-05,2.0674105365062333e-05,0.0282691108118394,0.0266418835170018,0.0253673854202733,0.0248777799692661,0.0189722157766517,0.0210255362248571,0.0160987594662599,0.0157226009302787,0.0131954188077071,0.0126394738886428,0.0085207004955347,0.009604093723474733,0.009033928407072742,0.00906367775026673,0.008645552971619853,0.008442597138255348,2.4933180221596757e-05,0.0080749821427412,0.007700508317905362,0.007939724591356279,0.0072149867633144096
