layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,3180.0,0.1,9.8,0.0169368698069869,0.1,9.81,0.016914780613256575,6787
3,12720.0,0.23,3.4,0.004774822449951,0.229,3.45,0.00472917893382907,81499
4,50880.0,0.48,0.2,0.0049196880562414,0.485,0.18,0.0048165575728161825,76320
5,203520.0,0.46,-0.2,0.0020585358408063,0.47,-0.23,0.0018395393399718296,550120
6,814080.0,0.33,-0.2,0.0031584829631285,0.34,-0.24,0.0028965907684820325,228960
7,3256320.0,0.25,-0.2,0.0052702410638079,0.256,-0.21,0.00465089514877165,85860
8,13025280.0,0.16,0.4,0.0060352247518533,0.155,0.46,0.0058445476064649116,54331
