filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,"(2.0, 0.5, 0.044)",19.51273169190206,16.061955079839702,24.35298415088591,3.69359294466666,1.2401204390899383,35.55706243409978,49152000.0,"(2.0, 0.5, 0.044)",0.030190415604448,1.9,-0.5,33.83778770855422,0.0,19.51273169190206,0.00019371047862898336,0.030190415604448,1.9,-0.5,33.83778770855422,0.0,2133
1,"(2.0, 0.5, 0.065)",7.825586861621166,6.293172683134725,9.732980638764548,4.648551327811284,1.37134634530721,44.6661260580679,49152000.0,"(2.0, 0.5, 0.065)",0.0247226124962374,0.1,5.5,1.4968772107179086e-18,0.0,7.825586861621166,0.00019371047862898336,0.0247226124962374,0.1,5.5,1.4968772107179086e-18,0.0,3000
2,"(2.0, 0.5, 0.096)",3.203549148034639,2.597086692140683,5.41291613291562,11.848032453631888,1.80065110898504,175.54074061343363,49152000.0,"(2.0, 0.5, 0.096)",0.0162973767035926,0.4,0.3,0.0489703628672202,50.0,2.9187499848552374,0.00019371047862898336,0.016295863931883647,0.33,0.7,0.006160888343978284,125.0,6750
3,"(2.0, 0.5, 0.141)",1.2990670284540071,1.0083249356009194,3.309370947133168,37.19003273348633,2.0626450760316586,367.02902050842056,49152000.0,"(2.0, 0.5, 0.141)",0.008241261367192,0.1,4.8,6.676241732600786e-19,0.0,1.2990670284540071,0.00019371047862898336,0.008241261367192,0.1,4.8,6.676241732600786e-19,0.0,27000
4,"(2.0, 0.5, 0.208)",0.5031300679017542,0.3777652950163511,1.4744190158810375,47.714933867586026,2.424145220399164,425.6936555845887,49152000.0,"(2.0, 0.5, 0.208)",0.0047546287029867,0.1,6.1,4.070785336141429e-20,50.0,0.4622419698604182,0.00019371047862898336,0.0047546287029867,0.1,6.1,4.070785336141429e-20,50.0,81000
5,"(2.0, 0.5, 0.306)",0.1776740383436319,0.1386555863468935,0.550851594863821,60.8999601697847,1.3868324890295205,471.2001529369917,49152000.0,"(2.0, 0.5, 0.306)",0.0053186213787582,0.1,14.0,1.4183482202604862e-23,200.0,0.14683373281668638,0.00019371047862898336,0.00526013754700716,0.11,14.0,3.310572221052135e-21,275.0,68343
6,"(2.0, 0.5, 0.45)",0.1208566261708683,0.0952084064921162,0.3871135582981402,62.22535068244778,0.9756723825458652,487.2502141820484,49152000.0,"(2.0, 0.5, 0.45)",0.0059410025771948,0.2,13.0,4.553415870507702e-11,200.0,0.10195866403191836,0.00019371047862898336,0.005431972633883175,0.23,13.0,1.3638172780470783e-09,275.0,60750
7,"(2.0, 1.0, 0.044)",25.326290085208893,21.284981308018747,32.06765879236143,3.7153943149561535,1.1123783784321313,41.577878422163614,49152000.0,"(2.0, 1.0, 0.044)",0.0279329457566331,5.7,-0.5,49.73388234754167,100.0,23.53228795111263,0.00019371047862898336,0.027932784910201902,6.0,-0.49,48.63727693445809,150.0,2250
8,"(2.0, 1.0, 0.065)",10.787103433829865,8.88428926954633,13.944637746613138,4.4979166285441154,1.4340385909640367,37.939141820544286,49152000.0,"(2.0, 1.0, 0.065)",0.0246713267515023,0.4,0.8,0.0918673981641454,200.0,9.538917056605545,0.00019371047862898336,0.024670338431460326,0.46,0.6,0.2736861627348577,275.0,3000
9,"(2.0, 1.0, 0.096)",4.270451682142163,3.470486372570209,6.392773600638415,7.512120143663049,1.9028854783452789,113.6072578850783,49152000.0,"(2.0, 1.0, 0.096)",0.020023402442723,0.1,5.4,9.352356928715257e-19,0.0,4.270451682142163,0.00019371047862898336,0.020023402442723,0.1,5.4,9.352356928715257e-19,0.0,4500
10,"(2.0, 1.0, 0.141)",1.7679233622501918,1.3786769223123465,3.666835758894524,19.689906084501786,2.1483681613277787,290.21828195819603,49152000.0,"(2.0, 1.0, 0.141)",0.0118457013865482,0.1,5.3,4.1674761387536885e-19,50.0,1.6906725080749576,0.00019371047862898336,0.011840697085935048,0.1,5.2,4.880995012050502e-19,25.0,13500
11,"(2.0, 1.0, 0.208)",0.696641026708459,0.5301261697481967,1.7434032761495126,36.04849835387899,2.2973235730710635,395.6463879499338,49152000.0,"(2.0, 1.0, 0.208)",0.0055127904868005,0.1,5.6,1.0764608751936457e-19,50.0,0.6319763547701622,0.00019371047862898336,0.005336939648734315,0.1,5.8,8.140856822394439e-20,75.0,68343
12,"(2.0, 1.0, 0.306)",0.2588104405077348,0.1961371324147418,0.6309620530964113,36.33871479178925,2.192687814142277,364.3273120087159,49152000.0,"(2.0, 1.0, 0.306)",0.0040617126421922,0.1,8.5,1.4926909113579305e-21,100.0,0.22784032521692474,0.00019371047862898336,0.003676352381561998,0.1,8.8,1.1094229504089705e-21,125.0,144000
