band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,best_augmented_var,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,53.1879,53.1879,47.64026,45.335266,43.64391,42.271725,40.08162,38.33464,36.861248,35.582047,34.447563,31.624237,0.0052346461515163,0.0023919998988262,0.0049254729393453,0.0068269551153418,0.0048757703765724,0.0037149032425365,0.0043443832787208,0.005498720799898,0.0067575603503773,0.0068442448266735,0.0078708846052134,0.0028058289802928085,0.002587173883568772,0.002012670428832561,45.335266,0.0016365201747254587,0.0017490516064450623,0.0018045983959003031,,,
3,25.459986,25.459986,21.858837,20.651464,19.758238,19.033472,17.876232,16.959326,16.191437,15.531014,14.94977,13.534361,0.0089684699100741,0.0033774151262411,0.0031151029110743,0.0058338785481033,0.004923551774167,0.0032167548239842,0.0047530850799852,0.0066515703033256,0.0070194766904829,0.0074669633943248,0.0078125468347074,0.003216754823984244,0.00322944974609618,0.0030428506601996586,21.858837,0.002917670020376767,0.0029438750442223327,0.001586098589511642,0.0025531595386884542,,
4,24.013163,24.013163,20.243086,18.837214,17.776646,16.908087,15.518094,14.415226,13.498622,12.713371,12.028622,10.393261,0.0080277914039023,0.006645421244339,0.0077976450369408,0.0077612369925043,0.0095074219016498,0.0097279498214062,0.0062067107066339,0.0069174438639159,0.0086352628084411,0.0082015105569083,0.0094205278273244,0.006823449166459657,0.0066229729677500515,0.006215305026442849,16.908087,0.005692521678277898,0.005547346073971338,0.005268688020876856,0.004742944616765204,0.0042164310367816,0.0039370750858930825
5,12.004702,12.004702,9.969892,9.199221,8.619379,8.143347,7.3800955,6.7763705,6.2763667,5.8495874,5.4784365,4.5959644,0.0151850931118603,0.0142919094699778,0.0115498365969365,0.0082047493217711,0.0091932729500708,0.0091943312663753,0.0075270296214369,0.0085078544777141,0.0088260775736882,0.0097148488431367,0.0097668639459574,0.008443402570243171,0.008010011371699557,0.007573414396533943,7.7364955,0.007578338686396735,0.007358103841828124,0.007023087322879599,0.0066718744780582435,0.006529984893593924,0.006971673354058461
6,3.2896712,3.2896712,2.6018758,2.3856187,2.226845,2.0987647,1.8965782,1.7389128,1.6094576,1.5000006,1.4055375,1.1829016,0.0217864384184879,0.0175494665122143,0.0138561081606642,0.0122451473264713,0.0141597476739634,0.009447867094747,0.0111099082660915,0.0077567503034813,0.0084376172103649,0.0088816382634321,0.010870675700507,0.008570148830288156,0.008452620772059886,0.008437617210364918,1.6712773,0.008002001444494717,0.007594854138671024,0.007522001326159267,0.007864842354290358,0.007653432837268603,0.0076203732651715095
7,0.8100986,0.8100986,0.6710255,0.6188714,0.57970023,0.5476639,0.4963827,0.4558668,0.4222911,0.39367816,0.3688249,0.30991253,0.0235857694813342,0.0214346864054302,0.0170544754521577,0.0173605044905382,0.0175283745185496,0.0142140924050572,0.0138872312965888,0.0121775399936673,0.0116877334536789,0.0099866439988844,0.00991776082662,0.010726806932599763,0.010577618488078531,0.010257292560780238,0.346942,0.010132265147255229,0.009797590758279335,0.009462123994449602,0.009435569737145679,0.009006467164901758,0.00890689127068525
8,0.3360895,0.3360895,0.26985055,0.24682333,0.22934176,0.2150636,0.19229783,0.17448811,0.1598976,0.14764054,0.13712259,0.112706244,0.030233306833974,0.0263236658814907,0.0216571659183862,0.0244303452767912,0.020979870712729,0.0211792069361864,0.0175712502229103,0.0165833186361017,0.0165797028436037,0.0130937547433731,0.01145369509418,0.009875239826112214,0.009794898516759833,0.009559614641967085,0.10626419,0.009663935803177925,0.010197740482479511,0.010691227658823133,0.011728712798836971,0.010725552478845823,0.011768982907239461
9,0.22788559,0.22788559,0.18051252,0.16103907,0.1468043,0.13542219,0.117772155,0.10435159,0.09362608,0.08478811,0.07736099,0.06072852,0.033179596680225,0.0281024009072122,0.0253575723320833,0.022847246512,0.0247740235776109,0.0197374162483761,0.0186259975208269,0.0183785243120082,0.0142475208472063,0.0154610214715742,0.0102932016843155,0.009204240898746236,0.009068092952678127,0.008728381215527978,0.06072852,0.009147354255119033,0.008403676484489763,0.008928989769766693,0.010594688686086484,0.009053295181517873,0.01100998077628762
