band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,7252576.0,0.3,-0.8,0.0023919998988262,25.0,0.36,-0.9,3.7992653411987716,0.0016365201747254587,50.0,679929
3,7252576.0,0.3,-0.9,0.0031151029110743,50.0,0.3,-0.91,0.5662255520480107,0.001586098589511642,25.0,764919
4,7252576.0,0.2,-0.8,0.0062067107066339,200.0,0.2,-0.85,0.005145704584884352,0.0039370750858930825,100.0,113321
5,29010304.0,0.1,-0.2,0.0075270296214369,200.0,0.09,-0.1,2.2215594150711018e-14,0.006529984893593924,125.0,42495
6,14505152.0,0.1,0.0,0.0077567503034813,250.0,0.1,-0.04,2.902952109402347e-13,0.007522001326159267,225.0,31870
7,14505152.0,0.1,0.4,0.00991776082662,500.0,0.09,0.5,4.171819532701888e-17,0.00890689127068525,400.0,23902
8,14505152.0,0.1,0.5,0.01145369509418,500.0,0.09,0.8,3.4926387233989764e-18,0.009559614641967085,550.0,21247
9,14731795.0,0.1,0.2,0.0102932016843155,500.0,0.08,0.7,6.210091835286513e-21,0.008403676484489763,500.0,27310
