filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",104.75192,79.17134,144.73082,9.756392,3.3553905,53.3057,160000000.0,"(2.0, 0.5, 0.044)",0.0099144847388684,1.2,-1.1,273.6248513332934,100.0,104.75192260742188,0.0001073660829613,0.0064632988861014,1.6,-1.14,381.628203003665,0.0,43944,5.89943,0.0588035,0.0,4.80325,0.039618,0.0,3.91676,0.0439564,0.0,0.0
1,"(2.0, 0.5, 0.065)",44.688686,33.397083,65.19383,15.381451,3.886639,124.98791,160000000.0,"(2.0, 0.5, 0.065)",0.0088904183235159,8.1,-1.2,188.3743762003868,50.0,39.5637321472168,0.0001073660829613,0.00766957712935,8.0,-1.19,176.2705152620628,100.0,32958,3.49788,0.0657213,0.0,2.84526,0.0465383,0.0,2.30412,0.0506403,0.0,0.0
2,"(2.0, 0.5, 0.096)",19.629204,14.301214,29.159916,20.022379,4.7702937,139.8528,160000000.0,"(2.0, 0.5, 0.096)",0.0097004366605743,20.0,-1.2,70.53809931068321,200.0,15.865404,0.0001073660829613,0.0097004366605743,20.0,-1.2,70.53809931068321,200.0,19531,2.08751,0.0717692,0.0,1.71498,0.0510116,0.0,1.37362,0.0548923,0.0,0.0
3,"(2.0, 0.5, 0.141)",7.4163656,5.2225766,13.065188,27.64342,5.379395,179.51541,160000000.0,"(2.0, 0.5, 0.141)",0.0082780945802317,0.6,-1.1,7.573986842253756,50.0,6.476105213165283,0.0001073660829613,0.0073605081718605,0.63,-1.1,8.211364992881409,75.0,32958,1.21965,0.0738164,0.0,1.02786,0.0499555,0.0,0.815942,0.0532722,0.0,0.0
4,"(2.0, 0.5, 0.208)",3.1777956,2.1393108,6.415463,37.375984,6.4848466,279.4215,160000000.0,"(2.0, 0.5, 0.208)",0.0079290345964042,0.5,-1.0,1.405376434326172,50.0,2.921117782592773,0.0001073660829613,0.0057651072922907,0.38,-0.9,0.3310579682612878,25.0,58593,0.805336,0.0681911,0.0,0.697522,0.0415267,0.0,0.553128,0.0434029,0.0,0.0
5,"(2.0, 0.5, 0.306)",0.9182585,0.59712803,2.0313475,53.13364,5.832935,328.75552,160000000.0,"(2.0, 0.5, 0.306)",0.0044722772779103,0.1,1.3,7.264585998629327e-16,0.0,0.9182584881782532,0.0001073660829613,0.0036175491670651,0.11,1.0,1.0065578250874633e-13,0.0,148314,0.474986,0.055408,0.0,0.417603,0.0280344,0.0,0.332651,0.0276328,0.0,0.0
6,"(2.0, 0.5, 0.45)",0.5815013,0.3919702,1.4776993,61.5477,5.7967253,374.79242,160000000.0,"(2.0, 0.5, 0.45)",0.0028241230470426,0.1,1.6,1.890452199267217e-16,0.0,0.5815013,0.0001073660829613,0.0028241230470426,0.1,1.6,1.890452199267217e-16,0.0,234375,0.404507,0.0511188,0.0,0.355716,0.0237124,0.0,0.28408,0.0233576,0.0,0.0
7,"(2.0, 1.0, 0.044)",135.91377,104.68336,182.71121,10.395148,3.5620334,62.887478,160000000.0,"(2.0, 1.0, 0.044)",0.0105943657424845,1.1,-1.1,332.372268081094,100.0,135.9137725830078,0.0001073660829613,0.0070523858900284,1.4,-1.14,470.1751549291303,0.0,39062,6.63907,0.0599807,0.0,5.40374,0.0407701,0.0,4.39339,0.0449124,0.0,0.0
8,"(2.0, 1.0, 0.065)",58.51669,43.111374,92.27136,16.282785,3.8721788,119.732285,160000000.0,"(2.0, 1.0, 0.065)",0.0097297513047613,20.0,-1.2,238.9579885293236,50.0,53.746346,0.0001073660829613,0.0097297513047613,20.0,-1.2,238.9579885293236,50.0,19531,4.11293,0.0622729,0.0,3.33954,0.043207,0.0,2.70625,0.0472861,0.0,0.0
9,"(2.0, 1.0, 0.096)",28.640982,20.81962,52.89707,27.145056,4.63166,234.63905,160000000.0,"(2.0, 1.0, 0.096)",0.0102199303845066,4.5,-1.2,115.3949055302715,100.0,24.797375,0.0001073660829613,0.0102199303845066,4.5,-1.2,115.3949055302715,100.0,18535,2.6607,0.0662545,0.0,2.18148,0.0456449,0.0,1.74897,0.0494594,0.0,0.0
