band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,1313.12,1220.4937,1412.5853,6.068365,4.379918,8.60989,47614.0,0.0066491189897052,2.9,-0.9,3159.3785159094914,100.0,1149.3774,0.0062204080553092,0.0066491189897052,2.9,-0.9,3159.3785159094914,100.0,40173,26.4631,0.0346172,5.222179999999999e-50,22.2207,0.0127566,3.69033e-07,18.6154,0.0172106,1.10958e-12,0.029557581
5,533.57904,487.3003,586.62445,10.865308,6.5091763,17.420868,102030.0,0.0086976246776114,1.2,-0.9,943.9041956624142,100.0,454.2677307128906,0.0042501094782857,0.0083860087268476,1.5,-0.92,1073.500583761293,175.0,25507,15.6527,0.0382278,5.481429999999998e-130,13.1439,0.0149178,3.7475000000000004e-20,10.8338,0.0183096,3.83501e-30,1.1645391e-06
8,152.2557,138.97606,167.49496,10.892404,6.4355216,23.17312,326496.0,0.0076169470303741,1.3,-0.9,264.49001216501046,250.0,121.4446029663086,0.0023762874939549,0.007277156932237,1.6,-0.92,295.9715491429383,325.0,34434,8.26647,0.0383118,0.0,7.04745,0.0138475,8.227659999999999e-55,5.71772,0.0163427,3.5426399999999994e-76,1.9082427e-15
11,37.265316,34.162117,40.700905,9.67942,6.1163993,17.178192,904666.0,0.006765419560878,1.4,-0.9,65.7333436197123,350.0,29.449203491210938,0.0014276807376072,0.0064770613601176,1.7,-0.92,73.6141986562393,375.0,42405,4.10191,0.0386315,0.0,3.51378,0.0139847,4.105209999999998e-154,2.82521,0.016495,3.0451999999999993e-214,2.1549469000000003e-33
14,10.825041,9.897249,11.943296,11.137888,6.3287067,29.539549,2727602.0,0.0055868124008787,0.7,-0.8,7.841896128421875,75.0,9.461451530456545,0.0008222587962986,0.0054545796553775,0.8,-0.83,10.229320995368786,150.0,63927,2.14688,0.0412066,0.0,1.88144,0.0146145,0.0,1.47641,0.0172737,0.0,6.4716231999999985e-71
17,2.66743,2.3870816,3.3382258,39.6404,7.007048,239.84647,8298440.0,0.0045694677283467,0.4,-0.4,0.1112022486268775,50.0,2.338930606842041,0.0004714271372994,0.0037296050567232,0.53,-0.6,0.5813957047108231,100.0,129663,1.05046,0.0402077,0.0,0.927141,0.0133101,0.0,0.725234,0.0157913,0.0,1.0912618999999993e-100
20,0.44340265,0.37876895,0.73993874,218.22519,7.204465,976.40454,25140192.0,0.0019439130691839,0.2,0.9,7.54892837451779e-07,25.0,0.3956846296787262,0.0002708547073073,0.0018173245721634,0.18,1.2,5.4019000297968955e-08,25.0,589222,0.428743,0.0369816,0.0,0.378319,0.0109714,0.0,0.301651,0.00983595,0.0,1.5198578999999998e-72
23,0.1055389,0.095509745,0.13383907,39.83495,4.9455943,243.44736,65734528.0,0.0021801357552239,0.1,5.1,3.316357661692118e-20,25.0,0.099756874,0.0001675050733668,0.0021801357552239,0.1,5.1,3.316357661692118e-20,25.0,385162,0.236131,0.0310056,0.0,0.204897,0.00670992,0.0,0.167349,0.00508336,0.0,8.360174599999998e-272
