band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,197712.0,0.2,0.0,0.001746843576729,100.0,0.2,-0.01,1.845003964888015e-07,0.001735309209303993,100.0,633390
3,220110.0,0.1,-0.5,0.0192364154265258,25.0,0.1,-0.47,6.035517011199986e-13,0.017821364829794684,75.0,5802
5,2180200.0,0.6,-1.1,0.0108958787203687,75.0,0.7,-1.15,4.340744027970595,0.008009301844033534,0.0,28741
6,1101280.0,0.5,-1.1,0.0108892395705038,50.0,0.6,-1.15,1.9289427443530658,0.009757922361480355,75.0,19357
8,7137684.0,0.4,-1.0,0.0024380752870142,0.0,0.42,-1.0,0.029346583875736465,0.0018787476625740235,25.0,501867
9,10709440.0,0.7,-1.1,0.0052044765378022,200.0,0.6,-1.08,0.02772485316675766,0.004318894803550577,100.0,94125
11,13571146.0,0.1,-0.4,0.0073592273775752,25.0,0.09,-0.3,1.885671062923059e-16,0.006645958467561552,0.0,39759
12,44692302.0,0.1,-0.4,0.0095718853162466,150.0,0.08,-0.1,4.9762640782927923e-20,0.008025665726959341,125.0,27616
14,25162862.0,0.1,0.0,0.0114735949401106,500.0,0.08,0.4,8.544300120781953e-23,0.009898690010236851,425.0,18429
16,16454458.0,0.1,-0.1,0.0164798753753976,500.0,0.09,0.2,8.268239365336725e-21,0.012716119912567159,600.0,12051
