band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,290481892974556.25,259705883747679.8,325560938497768.4,9.355459314694611,5.162749540963783,13.22610283266708,2880.0,0.00705488879895716,0.2,13.0,100000.0,0.0,290481892974556.25,0.0252480482623505
5,457324141300332.6,378345697308662.9,545493141152538.4,48.45519564717139,40.60502543023664,56.28557203750822,8640.0,0.01057876884233605,0.1,7.3,3.82767287080473e-06,100.0,174685395176925.1,0.01459137933055801
8,80896687420698.11,65501849257384.88,99566972030181.69,64.66168959043839,38.62347114442264,90.36974811218197,24480.0,0.005626318526224762,0.2,9.7,60626.88843368562,200.0,39733737444388.2,0.008673278735837538
11,8118773388848.815,7500390092541.336,9011516961209.531,10.821601854392576,1.9447671222432008,31.858465176315764,67680.0,0.0018373660232672284,0.2,18.0,755.2409316455603,100.0,7361758225193.573,0.005217899025411498
14,205367930545635.0,178417800427767.3,236710429662440.88,27.908863672344705,17.31394990860392,49.301247073222974,187200.0,0.021064943708017626,0.1,-0.1,41.14624934354556,100.0,170822221562465.3,0.0031380148313681173
17,388573155934066.5,362320290474240.4,417416590307776.7,5.466049986467281,3.6093520743490703,9.266543452485758,519840.0,0.008616537618700848,0.1,5.3,9.76125695624454e-05,0.0,388573155934066.5,0.0018833128424659345
20,105501761645936.2,96971415987175.06,115531473520457.8,9.238366547947416,5.192424904973426,23.42446263252816,1442880.0,0.002267577754206364,0.1,5.6,1.6583454067153913e-05,50.0,99082664965249.69,0.0011305032347310806
23,10325747762119.2,9608832356896.29,11241546506580.568,7.13582044089495,2.9483501151887483,23.809514114971737,4007520.0,0.0010120006227627987,0.1,12.0,3.503448377602963e-09,50.0,9757012819852.633,0.0006783703088241033
26,4818804752607.261,4519782134393.903,5148273114257.034,4.349166906385114,2.838751046254097,8.808062225842855,11121120.0,0.00039966308738281775,0.1,8.7,2.576461960637974e-08,0.0,4818804752607.261,0.0004072312197337857
30,64015836146.25254,58946078546.19503,69749654389.5789,8.475053780310185,5.367546187827046,19.053446238871945,8360640.0,0.002984747360501909,0.1,3.8,1.6407387711695923e-07,0.0,64015836146.25254,0.0004696703183341334
