band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,1177796400.0,1085633300.0,1276274000.0,7.8894424,6.780443,9.289664,100000.0,0.03252060873387619,0.1,0.2,5.8594790591021565e-05,50.0,1129427700.0,0.004293014618329405
5,2881984000.0,2720006000.0,3048030700.0,2.91473,2.5252979,3.3321862,100000.0,0.027133493461139857,0.2,0.7,7812.1558441558445,50.0,2815188500.0,0.004293014618329405
8,1826215600.0,1719562900.0,1936165400.0,3.3893986,2.9267697,3.8735342,100000.0,0.02107442260527309,0.2,0.8,4187.074753949172,0.0,1826215600.0,0.004293014618329405
11,1400472200.0,1321466100.0,1480592300.0,2.9130716,2.6095655,3.2330897,100000.0,0.029693443224036636,0.2,0.2,11087.698638924676,100.0,1351391200.0,0.004293014618329405
14,291577200.0,266942000.0,317296580.0,9.334773,8.048326,10.74021,100000.0,0.01800355914219276,0.2,-0.4,12839.903388252615,50.0,277997950.0,0.004293014618329405
18,54196784.0,49852116.0,58934950.0,8.521688,6.3026543,12.618799,100000.0,0.015293699461825683,0.2,-0.1,977.5754689754673,0.0,54196784.0,0.004293014618329405
21,23889534.0,21368572.0,26712340.0,16.49205,11.401858,25.397814,100000.0,0.011264906414291342,0.2,-0.5,1579.995634920635,0.0,23889534.0,0.004293014618329405
24,18201182.0,15661617.0,21000344.0,30.35522,24.832424,36.772366,100000.0,0.009664941419803674,0.1,-0.4,2.7148010491018747e-05,0.0,18201182.0,0.004293014618329405
27,8259777.5,6916688.5,9736188.0,42.007767,34.169865,51.2364,100000.0,0.014441729297667405,0.2,-1.0,2635.243512043512,500.0,3709517.0,0.004293014618329405
31,228767.81,182654.7,289083.94,77.42566,45.591694,187.90242,100000.0,0.037461095004576006,0.3,-1.2,9215.25874028496,500.0,85338.164,0.004293014618329405
