layer,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,4,0.7,2.2,0.1768006548816345,0.0,0.7,2.2,98981.6966674902,0.1768006548816345,0.0,57
3,20050,1.7,20.0,0.084276374239148,0.0,1.77,20.0,99964.94128198638,0.0842036917276964,0.0,262
4,180942,1.5,1.3,0.004389517694543,0.0,1.52,1.3,96859.53355568617,0.004373024260144388,0.0,101779
5,922650,1.8,-0.7,0.0034482332347529,150.0,1.79,-0.7,55863.94398744718,0.0034375139395893036,150.0,164209
6,4185552,0.4,-0.7,0.0092142495504015,300.0,0.5,-0.82,3354.448677892104,0.008494850103355933,375.0,24523
7,17688454,0.2,-0.3,0.0050608413237955,75.0,0.2,-0.29,0.03369232806116761,0.004296960406802122,75.0,103642
8,72685058,0.1,1.2,0.0032951678833649,25.0,0.09,1.5,1.1487708677319068e-16,0.0031956114337117793,25.0,179671
9,295085108,0.1,5.0,0.0061084361585638,350.0,0.1,5.0,4.2985757030606763e-19,0.0061084361585638,350.0,51283
