band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1440.0,0.1,14.0,0.012137469180542,0.0,0.1,14.0,2.930897603784321e-08,0.012137469180542,0.0,12301
5,14400.0,0.1,8.9,0.0093450161615764,200.0,0.09,9.2,9.91351161472678e-10,0.008683218384999756,175.0,24300
8,27360.0,0.2,9.0,0.0052556104646427,200.0,0.2,9.0,81594.10222802316,0.0052556104646427,200.0,69255
11,56160.0,0.2,18.0,0.0017722879573781,100.0,0.2,18.0,756.1534415647577,0.0017722879573781,100.0,607210
14,112320.0,0.1,0.7,0.0238518421048416,25.0,0.12,0.3,8255.772452304494,0.022815610286472665,25.0,3510
17,901440.0,0.1,11.0,0.0053822921409156,0.0,0.1,11.0,3.5759681216605615e-07,0.0053822921409156,0.0,63382
20,1802880.0,0.1,12.0,0.0014072175612339,25.0,0.1,12.0,8.979292663106037e-09,0.0014072175612339,25.0,901440
23,14423040.0,0.1,13.0,0.0014875307637538,75.0,0.1,13.0,1.079470807195077e-09,0.0014875307637538,75.0,855663
26,7211520.0,0.2,3.1,0.0008773416547276,25.0,0.19,3.4,16569.894887595787,0.0006395588815071261,25.0,4563540
30,14423040.0,0.2,1.3,0.0018354514419359,0.0,0.19,1.4,20194.976595704466,0.0017344441442148986,0.0,641746
