band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,best_augmented_var,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,311819400135176.0,311819400135176.0,227361821328897.8,200999337226605.3,182216916760461.12,167513193005103.34,143996492055195.94,125447075069790.94,109904090472400.02,96487962546640.16,84733827699215.23,57123293308314.79,0.012137469180542,0.0165996899930333,0.0298222999619629,0.0402128623684798,0.0490654982663149,0.0645933995564325,0.0786110339297506,0.0932389596058173,0.1075530280415413,0.1219947075028478,0.1652060422796674,0.05197104187681789,0.04332878329014758,0.0329930388836448,0.020020458399831353,0.012137469180542024,,,,,
5,432932043963185.44,432932043963185.44,341638608112518.25,290641770520009.25,255845053076829.2,230220051727303.84,192090340958081.6,168066758033210.7,151494121547081.75,139445863063452.12,130411494173432.56,113504273051635.56,0.0204068200325005,0.0204068200325005,0.0204068200325005,0.019674861149629,0.0164637264832746,0.0107810993505019,0.0093450161615764,0.0104548061106084,0.0116965467390782,0.0138302114889592,0.0191620742956075,0.011528001510108354,0.01084324056675272,0.010388684111608834,0.0099220658092981,0.009345016161576472,0.008683218384999756,178937904473532.72,0.010467964625076709,0.01179717063160209,0.01179717063160209
8,77213880976986.83,77213880976986.83,62033185490317.03,54286477890965.33,49441976211916.83,46181724305313.695,41942466337628.16,39166051165441.59,37234775063352.11,35772883731786.87,34639155728262.8,32311014479003.875,0.0054926447501799,0.0054926447501799,0.0054926447501799,0.0054926447501799,0.0054926447501799,0.0054926447501799,0.0052556104646427,0.0057427713504368,0.0064610952167419,0.0074023631456947,0.0100825310052414,0.01267283187353152,0.010827254818275844,0.008851228286140933,0.0066419103153846915,0.0052556104646427956,0.005492644750179965,,0.005492644750179965,0.005492644750179965,0.005492644750179965
11,8120653989088.0,8120653989088.0,7677203312232.668,7547728659002.588,7451221053609.383,7370652972712.865,7237931028297.832,7126833414361.711,7029496121544.514,6942929762076.953,6864680476390.893,6662476211637.879,0.0069194473332394,0.0038497543583855,0.0028357875781207,0.0021417148892367,0.0017722879573781,0.0025334858762767,0.004303594898373,0.0058771842335429,0.0072948613583187,0.0085913707068213,0.0120096078563029,0.003232690075710948,0.0024560448376120623,0.0022239394401252846,0.001981472234722845,0.001772287957378188,0.002134090946854572,,0.002808557596054362,0.003792963327577392,0.007183984643278407
14,312669073137424.0,312669073137424.0,301246682596719.44,293441420540966.94,287089754729875.94,281541879329174.6,271907863777140.8,263478151034912.16,255910424162119.25,249060500422169.84,242833881086939.28,226769517817500.2,0.0245611714638623,0.0238518421048416,0.0251777993317366,0.0260653437923775,0.02497531487141,0.0267455778262465,0.0264672016101297,0.0277328070520785,0.0281920199802481,0.0284825737021899,0.0302187287765064,0.024502626339417688,0.024975314871410026,0.02524914941621656,0.024147361567368533,0.022815610286472665,0.02368911969413942,301246682596719.44,,,
17,473175899196439.1,473175899196439.1,464710900346238.4,459159231941902.56,454414720287612.6,450216358006686.8,442831577391715.8,436297994925195.8,430389753201691.6,424938394610390.3,419836190241716.9,406105342193517.6,0.0053822921409156,0.0065732547412893,0.0064441799621494,0.0072889378982287,0.0068519602277493,0.0075854579861025,0.0085325334031442,0.0097744014253307,0.0109328124499865,0.012030513811422,0.0150786744533206,0.007693450942149682,0.006931294990932882,0.006457419197889114,0.007092508690895505,0.005382292140915623,,,,,
20,25750779389574.668,25750779389574.668,25007097061061.09,24613482522247.508,24292694586949.88,24012118830506.83,23528962336351.785,23114483660090.53,22744189383831.742,22407300640919.098,22096607051515.773,21278235700205.742,0.002498403723307,0.0014072175612339,0.0016029102660367,0.001733624136784,0.0021036991235346,0.0030264985695294,0.0039090207689487,0.0046019118074528,0.0052945218897429,0.0060057474995389,0.0081124953282375,0.002535767597946211,0.002161582437531326,0.0018109589479673952,0.0016029102660367056,0.0014072175612339644,0.0023007200383208803,,,,
23,6401043083768.898,6401043083768.898,6197168988689.512,6093493402986.984,6009260409661.053,5936281185542.65,5811210302181.994,5704137862549.587,5609210194949.661,5523210045350.579,5444151233725.958,5237308079993.655,0.0031519598689755,0.0018476892754428,0.0017070824984807,0.0014875307637538,0.0018129544192506,0.0024750183704319,0.0031715960929565,0.003947253110763,0.0047482120671156,0.005521664027802,0.0076754780934259,0.0029642665508703182,0.0026463795391694876,0.0023488648467057983,0.00207702222221323,0.001487530763753837,0.0017070824984807276,,0.003372088236310633,0.006643856116596347,
26,703356865310.842,703356865310.842,670219546204.1826,656878220389.6549,646546688285.319,637772389083.7928,623002898977.214,610508073680.9642,599461690934.9875,589477280015.0455,580310688499.6686,556272393473.4404,0.0012169286247614,0.0008773416547276,0.0014061108213031,0.002066138001264,0.0026472621182196,0.0036703544551448,0.0045843205161147,0.0054411170553089,0.0062477057773124,0.0070136145469015,0.0091708845201015,0.0035117317355416594,0.002718186681253655,0.002066138001264095,0.0014061108213031283,0.0006395588815071261,0.0017903451649660118,670219546204.1826,,,
30,66880672935.38578,66880672935.38578,64649734658.75133,63369605374.108086,62313503795.57219,61388744630.7721,59786634476.84062,58401195299.5685,57165354005.82957,56041434129.116455,55004954228.14022,52287134650.43748,0.0018354514419359,0.0027874222009735,0.0034742240141507,0.0040405836371931,0.0045436935165025,0.0055906075505248,0.0063804751850962,0.0072458921179867,0.0079485241540554,0.0087243020930178,0.0107373064646937,0.004543693516502571,0.004040583637193118,0.003474224014150741,0.0027874222009735203,0.0017344441442148986,,66880672935.38578,,,
