band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,best_augmented_var,kstest_stat_minus100
2,68.31722,68.31722,59.55798,56.147186,53.68905,51.726,48.63833,46.221645,44.21855,42.497807,40.98741,37.30227,0.0054538873759829,0.003923144473919,0.0047143000976844,0.0019149713034513,0.0022859537328725,0.0046876694259219,0.0053845026020289,0.0051005312759819,0.006044812910043,0.0067908364589999,0.008132501124848,0.0034119435197798344,0.0032718732850111135,0.0027465701653456437,0.002181749340275964,0.0019149713034513072,0.002572939510306793,0.0025344002487351913,0.003147645621995765,,
3,27.50307,27.50307,24.337986,23.043291,22.074577,21.28208,20.009262,18.993025,18.138645,17.40042,16.74953,15.156055,0.0037841257953785,0.0088693409130509,0.010148139976771,0.0087568715913792,0.0073778812047415,0.0064370308685246,0.0046897153968892,0.0051280509464847,0.0062590467269907,0.0076474638427923,0.0086655334452475,0.002683468547325152,0.0031788252254909555,0.0021434154152241147,0.0015802709788019231,0.0016902333142116976,,,,24.337986,
4,15.4416,15.4416,13.0114355,12.129326,11.481337,10.960617,10.141409,9.500736,8.972575,8.522868,8.131937,7.199025,0.0084215867396447,0.0069102442873715,0.006470147222554,0.0093137964536246,0.0077287603161007,0.0041994062031877,0.0066544755388684,0.0075208504778466,0.0081252510574099,0.0087344254306352,0.0119398896472706,0.0060333421767318485,0.006412398928065763,0.0053742244812825316,0.005059823839518196,0.004199406203187719,0.00366229048149902,0.00367184472940818,0.0041253242472226725,10.522632,0.004095699687907239
5,6.722541,6.722541,4.9023304,4.4579167,4.141691,3.8927944,3.5095813,3.2189608,2.9857957,2.7922695,2.6277542,2.2493181,0.0086261016086146,0.0028326501450181,0.0065865261970622,0.004208895731974,0.0035285073282231,0.0062071187059519,0.007142618824078,0.0051462147455356,0.0062744062144257,0.0080814508530126,0.0082284388456079,0.003355144802155839,0.004949517488722743,0.0032915294505710957,0.0021659519471390887,0.0024133379145551137,0.004239039031214253,,,4.4579167,
6,1.8137728,1.8137728,1.3483642,1.2248122,1.1386642,1.0713729,0.96886283,0.891449,0.8293491,0.77769476,0.7336057,0.6315062,0.0106169667449816,0.0042138851442389,0.0027497318752276,0.0047392819847137,0.0049488833056267,0.00338950111019,0.0060165122627963,0.0052075076996729,0.0058821121480394,0.0059261072765094,0.0075976719115519,0.0038817222183828506,0.003612345572229829,0.0032195530608396285,0.002848525553879877,0.0027497318752276456,0.0032956672499884765,0.0058590530873823266,,,
7,0.5099245,0.5099245,0.395499,0.35978955,0.3344069,0.3144809,0.2838782,0.2607361,0.24220352,0.226814,0.21373658,0.18362823,0.0128388949459858,0.0056650451011804,0.0054193935838254,0.0046320822051409,0.0028676585251422,0.0037946711127726,0.0049043475404847,0.0057942931618144,0.0057880724474582,0.0062332426160726,0.0077685120639628,0.0044855513396779845,0.004034881248266701,0.003557966528151447,0.003185868365467668,0.002807353975945212,0.0026356169026899856,0.004187968009320975,0.004886485039059529,0.3344069,0.009429484595854354
8,0.21024933,0.21024933,0.15117203,0.13545583,0.12443783,0.115913235,0.103132956,0.0937382,0.08639218,0.080410294,0.07540665,0.06420427,0.0179532724387186,0.0123438608114827,0.0102178432381739,0.0065781153022329,0.0066972273423466,0.0041301441277421,0.0038694346514334,0.0046420388297406,0.0054505001446709,0.0055877967398981,0.0073134789334577,0.005228266792292073,0.004822778902150184,0.00451095371619914,0.004209254014586394,0.00377214652015593,0.0035368266571487606,0.003903841328516844,0.0042683315939259225,0.09811879,0.004394724080977741
9,0.13695209,0.13695209,0.0880558,0.0759896,0.067866,0.06177218,0.05297654,0.046817336,0.042200737,0.03858187,0.03565735,0.029452223,0.0205313667313302,0.0126162680495023,0.0108089880704511,0.0059658825058822,0.0055612198277131,0.0040818538300744,0.0047380483070688,0.0063904993906914,0.0044355598931881,0.0054373521572354,0.0069053491422254,0.004081259893700562,0.004083198603548888,0.004082260614970079,0.004079603801080189,0.0040796200718680176,0.004083028549097367,0.004796390410026996,0.005412954819529969,0.04965297,0.007231577954000312
