layer,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100,best_augmented_var
2,5815.2295,5815.2295,5023.307,4453.1924,3997.055,3593.1838,2916.1313,2356.3909,1896.8376,1515.8092,1179.1218,489.18027,0.1004503816955179,0.1089701892592087,0.1207190806163154,0.1330553351151809,0.1454600197856475,0.1703069099282008,0.1960328322352414,0.2220214423420465,0.2479229575549318,0.275135649669828,0.3590442923247449,0.1454600197856475,0.13305533511518097,0.12071908061631542,0.10919274858406358,0.10045038169551795,,,,,
3,1326.0748,1326.0748,1223.1929,1151.3373,1091.0123,1039.4418,950.7139,876.9287,812.1839,752.9453,699.3934,568.4025,0.0586469082707472,0.0586417889296451,0.05863545710337,0.0586376632678605,0.0586374124989394,0.058632675792845,0.0586322927122921,0.063423862250186,0.0718032923630536,0.0797316873371813,0.1035267474310281,0.07475131304658345,0.07034180365324438,0.06592851425774293,0.0616355345151437,0.058632292712292144,0.058955311554302336,0.05963945185955705,0.060822711260927254,0.06297067724996341,
4,292.65924,292.65924,280.55646,272.01767,264.67783,258.02045,246.24292,236.18762,227.28813,219.29161,211.93745,192.84755,0.0452710171504178,0.0452939594941846,0.0453956131071969,0.0453976238039576,0.045394114343339,0.0453841716135931,0.0453955952879561,0.0453898760589668,0.0453888891911788,0.0453925149409519,0.0456262763025241,0.045333453289357895,0.04531640189062208,0.04532693915025776,0.045310785885589344,0.045271017150417814,,,,,
5,55.12661,55.12661,53.872818,53.10541,52.423313,51.794918,50.668728,49.670025,48.75707,47.905598,47.106136,44.963127,0.033388162286226,0.0333714352188126,0.0333609114525386,0.0333513678188705,0.0333424123825364,0.033325955819161,0.033310905485591,0.0333197001213713,0.0333842341198185,0.0333724926853686,0.0333395359342088,0.03322003954178593,0.0332270233217451,0.03323413527962071,0.03324141649428475,0.03317423450824053,0.033173189693734284,0.03318156699562036,0.03319031073620704,0.03319954163417038,50.156105
6,10.025225,10.025225,9.727292,9.536486,9.371657,9.222933,8.958463,8.722877,8.5086155,8.311345,8.128497,7.642523,0.0332296704394554,0.0332305801452976,0.0335008651253344,0.0333832150450552,0.0333212749368775,0.0332123334812396,0.0333259279954115,0.0333573135901603,0.0332649476542608,0.0331921268175391,0.0331897313864728,0.033076314891826386,0.03301004528565343,0.03304510924892878,0.033081563926485036,0.03299459396264176,0.03303130055305048,0.03306936016941703,0.03307515292013785,0.03300083211971683,7.642523
7,1.7853681,1.7853681,1.7088449,1.6620884,1.6223906,1.587274,1.5260322,1.4731389,1.42618,1.3836395,1.344586,1.2434528,0.0341628393795653,0.034379611457749,0.0349023552118564,0.0346558726314049,0.0344310938443008,0.0340229860235941,0.0347851664962847,0.0344524926873519,0.0341384450446175,0.0346508595502688,0.0346215338256126,0.0335440541021807,0.033389814890618985,0.032905240156044124,0.03242724788994328,0.0326097219186372,0.03258110645928147,0.03254259676249455,0.032881059851608385,0.032443320823656585,1.4987186
8,0.34394595,0.34394595,0.32361645,0.3119028,0.30214795,0.29358274,0.27886072,0.26631737,0.25532496,0.245526,0.23667504,0.21431968,0.0155300499165349,0.0172129948165448,0.0182712285933608,0.0191985474728847,0.0200462945262908,0.0212010664777335,0.0205931562930669,0.0200332230369459,0.0195068286426589,0.0198606240327317,0.0166235427403805,0.015946227867035145,0.01608748826221118,0.015563380629474488,0.015781607025802225,0.01553004991653495,,,,,
9,0.075907975,0.075907975,0.06978138,0.06664723,0.06409986,0.061900575,0.058189686,0.05509768,0.052430335,0.050084103,0.047989987,0.04279015,0.0136169070601904,0.0115086773772585,0.0103883289587256,0.0105591938563908,0.0116685210097845,0.0121537541847331,0.0126145965271603,0.0130555551575186,0.013490870616408,0.0148730287319418,0.0175878724520774,0.010962271142334612,0.010433264634997608,0.010225584959029366,0.010559193856390814,0.010388328958725657,0.01014408131056016,0.010240323868222934,,,0.06978138
