layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,24081686.0,21691118.0,26571442.0,0.4618399,0.05045837,0.93695945,1604.0,0.0954215770075794,0.6,20.0,60890.1543625487,0.0,24081686.0,0.033804382765303224,0.09538675816932896,0.64,20.0,98013.52147906336,0.0,200
3,5193569.5,4882074.5,5512806.0,1.5504255,1.1866343,1.951052,6416.0,0.0580827753851189,0.4,2.2,13024.049166700826,75.0,4096038.0,0.016928848255368546,0.0580827753851189,0.4,2.2,13024.049166700826,75.0,567
4,1120030.2,1053206.9,1188649.8,3.461707,2.8735666,4.1139584,25664.0,0.0457313700933486,0.4,-0.3,39165.41281851815,50.0,1120030.25,0.008471003560381446,0.04565466452725203,0.4,-0.39,50224.03201353735,0.0,901
5,209474.16,195351.75,224173.39,5.2550507,4.462369,6.15226,102656.0,0.0339013259148475,0.5,-0.8,50352.45070684525,500.0,164025.46875,0.004237135996393022,0.033840212901890265,0.6,-0.87,100000.0,600.0,1604
6,37877.47,34756.15,41138.348,8.857903,7.468217,10.462256,410624.0,0.0371655519804743,0.5,-1.0,17693.927734375,75.0,36850.7265625,0.002118975219285392,0.036778610326036576,0.6,-1.04,34935.388684020334,25.0,1353
7,6626.295,5974.2124,7329.5044,13.586472,11.134899,16.51455,1642496.0,0.0453062732790289,0.8,-1.2,13951.607948904786,250.0,5276.94140625,0.0010595892481240078,0.04529999999981715,1.2,-1.23,22059.4807308451,250.0,901
8,1253.8829,1105.6033,1416.4514,20.77905,16.479244,26.036087,6569984.0,0.0435699999999379,0.5,-1.2,1306.1280568440754,0.0,1253.8829345703125,0.0005298200128246353,0.0435699999996067,0.9,-1.26,4778.359499003838,0.0,1012
9,269.5894,233.59354,308.96783,27.748198,21.337631,36.432705,26279936.0,0.0703199999977994,0.8,-1.3,1102.9070782115336,0.0,269.5893859863281,0.0002649163509945643,0.07031999999738975,0.64,-1.3,810.3952034818891,0.0,378
