layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,5958.991,5302.623,6657.43,1.1027603,0.48534358,1.8696313,1604.0,0.09029357984894987,2.7,-0.6,12353.677961136422,0.0,5958.991,0.033804382765303224
3,1403.2253,1303.5846,1507.3009,3.1192122,2.476628,3.8463948,6416.0,0.06156838303911427,5.1,-1.1,5231.146890256962,0.0,1403.2253,0.016928848255368546
4,309.3643,287.93304,331.50772,5.387887,4.6337366,6.2146244,25664.0,0.05818381385670701,2.9,-1.2,805.9369605796572,500.0,173.39877,0.008471003560381446
5,57.79788,53.214924,62.58843,8.038796,6.965673,9.203978,102656.0,0.07056999999999991,2.9,-1.3,377.3043987920317,0.0,57.79788,0.004237135996393022
6,10.648613,9.62729,11.724724,12.782071,10.8917265,14.932433,410624.0,0.09384999999999977,0.3,-1.3,2.403246310151809,0.0,10.648613,0.0021189752192853914
7,1.9089822,1.693092,2.1447778,18.928474,15.725561,22.537169,1642496.0,0.1199099999999998,0.3,-1.3,0.43083116429937623,0.0,1.9089822,0.0010595892481240078
8,0.3797571,0.32999265,0.43461797,26.192953,20.896704,32.203697,6569984.0,0.1441699999999998,0.3,-1.3,0.08570598504518892,0.0,0.3797571,0.0005298200128246353
9,0.1004288,0.08689531,0.115290284,28.346195,21.911053,35.32845,26279936.0,0.1707599999999998,0.3,-1.3,0.022665406010869603,0.0,0.1004288,0.0002649163509945643
