layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,1389.256,1225.7416,1568.7184,1.6215243,0.5560126,3.1998832,1590,0.0113022293377172,0.5,2.1,23.53075849331496,0.0,1389.2559814453125,0.033952406456699,0.011115648733359101,0.47,2.3,14.160022105355942,0.0,15274
3,440.58963,413.5861,468.56836,1.7257724,1.2197708,2.391803,6360,0.0099966006270891,0.7,0.7,78.52931794005436,0.0,440.5896301269531,0.01700309781311145,0.009979116242317954,0.74,0.6,99.73647491764011,0.0,18109
4,109.21869,103.54353,115.14065,2.2104783,1.7780898,2.753319,25440,0.0038472166112636,1.1,-0.4,113.19025321848936,0.0,104.80404663085938,0.008508186648128052,0.003818085058153564,1.4,-0.46,146.1555080902913,25.0,128790
5,20.31987,19.156633,21.528133,3.1497912,2.508456,3.9430516,101760,0.002510409495843,0.9,-0.6,19.31209311801977,0.0,20.319869995117188,0.004255741976815733,0.002137350176254993,0.93,-0.6,20.334382197429438,0.0,386370
6,3.3227394,3.107342,3.5526268,4.7770314,3.7513847,6.490805,407040,0.0049762177793568,0.7,-0.7,2.1088652193287576,75.0,3.322739362716675,0.0021282818010022993,0.0036926814823111664,0.6,-0.65,1.3619161897231487,0.0,128790
7,0.5004662,0.46175545,0.54299784,7.7509136,5.7133746,12.977018,1628160,0.0059634120195618,0.3,-0.3,0.0022153231842381,0.0,0.5004662275314331,0.001064243434651941,0.005363044808014861,0.36,-0.5,0.014382965264733597,0.0,64395
8,0.045762084,0.041513026,0.051238775,14.20027,7.3811693,49.153122,6512640,0.0044242510558847,0.1,2.4,1.928046392615889e-18,0.0,0.045762084,0.0005321473297298752,0.0044242510558847,0.1,2.4,1.928046392615889e-18,0.0,96592
