layer,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75
2,1389.256,1389.256,1050.311,879.74524,748.6591,646.3505,496.23193,389.34406,301.2471,230.60902,175.1302,70.83289,0.0113022293377172,0.0252264556766137,0.040347340615922,0.0575640283156512,0.0720512069201575,0.1003774691006847,0.1264431425772325,0.1519995272495572,0.1761025796589954,0.2000671295806692,0.280207590597988,0.08008735541210887,0.06439461267685564,0.0469748484514758,0.02927998185510812,0.011115648733359101,1389.256,,,
3,440.58963,440.58963,394.25156,366.39664,343.9652,325.4023,295.31195,269.65967,247.71425,228.61467,211.20494,169.3336,0.0099966006270891,0.0102022897049093,0.0144092204767286,0.019330785220914,0.0235035832373079,0.0312244696754318,0.0383981237816252,0.045403564339795,0.0524411794751206,0.0602885276958816,0.0837134823879637,0.02576180794960207,0.021565679994379423,0.016747097822222452,0.011543399159797768,0.009979116242317954,440.58963,,,
4,109.21869,109.21869,104.80405,101.71767,99.06995,96.70939,92.610405,89.060425,85.90898,83.06626,80.46635,73.76206,0.0038472166112636,0.0041393817288009,0.0048839248811527,0.0059399132099131,0.0070034949996424,0.0091689708904927,0.0113752556540249,0.0138675810311333,0.0163183982067037,0.0187842611107428,0.0257739206959691,0.007908695812067768,0.00637488508115884,0.0050512244515935195,0.003818085058153564,0.0038231955030368914,104.80405,,,
5,20.31987,20.31987,19.959843,19.709116,19.493876,19.299833,18.950554,18.638386,18.352184,18.085867,17.835316,17.163666,0.002510409495843,0.0028671492911296,0.003039648306354,0.0028990867144116,0.0033805186486237,0.0041896195209095,0.0043012123925601,0.0050240863491434,0.0057106955442575,0.0063756001071555,0.0082300293126939,0.003253800499235543,0.002899086714411657,0.0027090569488289473,0.0025111742074782617,0.002137350176254993,20.31987,,,
6,3.3227394,3.3227394,3.2484121,3.1980894,3.15515,3.116912,3.0489094,2.9886146,2.933802,2.8831592,2.8358192,2.70952,0.0054212294818704,0.005922913463542,0.0049827227046876,0.0049762177793568,0.0050006705009303,0.0052870215108566,0.0063218711145349,0.0064559973074448,0.0068649075585168,0.0067532231503822,0.0085326219106526,0.005268890958006867,0.004899263545382115,0.004998812811734088,0.004705449125152472,0.004747051967264326,3.3227394,0.004310889099746196,0.0039514721591826785,0.0036926814823111664
7,0.5004662,0.5004662,0.48497117,0.47518465,0.46696344,0.45970926,0.44707477,0.43606803,0.42619017,0.41718385,0.40887886,0.3869815,0.0059634120195618,0.0070580797125161,0.007648817175739,0.0076736331658298,0.0065373620170338,0.007314148360445,0.0085312681758522,0.0095850492056863,0.0096361851562982,0.0089161101190001,0.0102421298278329,0.00653736201703381,0.0063048922854086475,0.00585358612244713,0.005721109721843365,0.005363044808014861,0.5004662,,,
8,0.045762084,0.045762084,0.04365527,0.042557783,0.041665804,0.04088994,0.039558496,0.038424395,0.037421517,0.036517635,0.035691377,0.033550125,0.0044242510558847,0.0056564537230161,0.0052621946910061,0.005741004468278,0.0060379022372475,0.0060514871275978,0.0071871658947088,0.007133050797192,0.0080284365867279,0.0086293470279069,0.0098403160718506,0.007237239359031755,0.006520955688371299,0.005912586543398102,0.0055078534240556865,0.0044242510558847314,,,,
