band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,best_augmented_var,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,0.016542308909729,0.016542308909729,0.0136434930511257,0.0120230102145284,0.011005026368226,0.0102354751987814,0.0092223528191586,0.0085951339721124,0.008131381147053,0.0077613827380622,0.0074594539696586,0.0067887102990976,0.0078276117878846,0.0065526763492346,0.0044544393284531,0.0058267729344773,0.0066702563690164,0.0040669248399639,0.0055520127376557,0.0069956909420553,0.0046427774526371,0.0065278727831833,0.0077164873060966,0.0036406597135351104,0.010235475198781473,0.0035137371465082667,0.003118015799118412,0.0029827032873354087,0.003443698227249048,0.002446932526411816,0.00244539169673752,0.0030733358782327747,0.003924985284107341
3,0.1678631008271374,0.1678631008271374,0.1495448291779331,0.1358779789380212,0.1245156231843075,0.1147200481041899,0.0984285569848689,0.0858979965753294,0.076443610807569,0.069075991597483,0.0630657451286342,0.049877267191251,0.0240840651211747,0.0232747384169573,0.0265220482964308,0.0241931429239182,0.0206705043501492,0.0180746152803369,0.0193739559687087,0.0137535630440758,0.013724946852074,0.0156163875170275,0.0110232433730112,0.011214959321908736,0.0580129415848006,0.010949133512389632,0.011193639294617115,0.010956217911003669,0.010731787113591677,0.01031127461103394,0.010306589723717565,0.010079595916231048,0.009846321874474626
5,1.805418207475867,1.805418207475867,1.757946071415464,1.7197360455286428,1.6852856651531638,1.6536339789055587,1.5961658577183702,1.54475630437112,1.4978987602189835,1.4547560753976565,1.4148027250131243,1.3094783442900635,0.013692452565176,0.0124891838512372,0.0114936132611546,0.0105839025932851,0.0108619353176154,0.0122717232313288,0.0135717759100144,0.014812531502602,0.016003469834844,0.0164821493570951,0.0150913487666438,0.011695221548584399,1.8054182074758667,0.011333099756546172,0.010952752124487847,0.010861935317615479,0.010583902593285122,0.009980764460123234,0.00982573977141904,0.009523111960821035,
6,1.522237153819995,1.522237153819995,1.4890739229110228,1.4599295172639724,1.4330363155770618,1.407964667416205,1.361773769100132,1.3197255906413836,1.2810861142160936,1.245280945573338,1.2119440367600498,1.1229839798964278,0.0118044537697075,0.0107308284286922,0.0110038844657371,0.0112619875903297,0.0115255788717137,0.012044939190855,0.0125614178361166,0.0134201046521961,0.0143972936999782,0.0146160086231039,0.014290646325715,0.010486118211632922,1.3842755347253943,0.010864048574011131,0.010620544760583939,0.011003884465737135,0.010730828428692274,0.010633979263750246,,,
8,0.1893492897532852,0.1893492897532852,0.1751458279058832,0.1661923265860194,0.1591989723841959,0.153363805716806,0.1439354691870325,0.136413644937605,0.1301330848287458,0.1247216229650644,0.1199612565191952,0.1083870700990811,0.0044458997170379,0.0065113663151266,0.0080829111535574,0.0095631022855324,0.0090950910252464,0.0068665636982098,0.0040510150866418,0.0056581897531182,0.0077226062324538,0.0096771817480669,0.0091133766992529,0.004805319609669904,0.14834343815402973,0.004353725672769242,0.0042482952207894,0.00443016072373259,0.0040510150866418515,0.0029735363869462517,0.0031855297680622174,0.002647291030624971,0.0027218518159779492
9,0.0461597187352596,0.0461597187352596,0.0432354557704463,0.0417072936365362,0.040524279006687,0.0395342346551047,0.0379065608050466,0.0365694255595598,0.0354185851531148,0.0343964000033853,0.0334725234816198,0.0311217112420189,0.0034483654060425,0.0071375531545597,0.0090025589773575,0.0077323638252613,0.0066413489991934,0.0067534007892001,0.0085087801653151,0.008399377182,0.0081843818503828,0.0080432818682574,0.007817933351614,0.0037661480498509606,0.04323545577044636,0.0032580943056755296,0.0033513802993446196,0.002266826476303982,0.0025241327774550015,,,,
11,0.0164171768394844,0.0164171768394844,0.014700644779295,0.0137372929722544,0.0129904089234495,0.0123679121527971,0.0113596270330612,0.0105567470080308,0.0098906367468479,0.0093219499823378,0.0088277463737214,0.0076535553836058,0.0107248152095903,0.0117490371063387,0.0090719425860312,0.0069683010709069,0.0066098728888691,0.0075898701785778,0.0084755421214373,0.0093398421076796,0.0107843412448103,0.0132538691195483,0.012712990786361,0.005247722720556847,0.01641717683948446,0.005665009541717891,0.005969226467852307,0.004796288775117313,0.0052333622701148386,0.0036837686949323656,0.0037440509139350375,0.0034825129491124485,0.0032959253354962192
12,0.0069256422651946,0.0069256422651946,0.0059706415703129,0.0054862445374465,0.0051200987709984,0.0048214487496936,0.0043472515238466,0.0039767340765623,0.0036739958010142,0.0034190089758229,0.00319973238051,0.0026886323051187,0.0093332605075392,0.0047492206826367,0.0074718876053474,0.0088272662691139,0.0095015702430102,0.0082131465146209,0.0087372503218289,0.0062531590942079,0.0072988254815592,0.0083765065258489,0.0111596199168425,0.004755635479796053,0.0069256422651946935,0.004690769966731137,0.004982778548438649,0.0032551039885234685,0.0029844308501559835,0.0029732752171862664,,,
14,0.0004421667913678,0.0004421667913678,0.0003741864145214,0.0003445633579791,0.000322317891096,0.0003041681136189,0.0002753441410053,0.0002527881214716,0.0002342868128148,0.0002186222809222,0.0002051153436154,0.0001734281901606,0.0081722993554603,0.0031554130253352,0.0047488894581827,0.0056587036040469,0.0051504915355112,0.0071904628948883,0.0074471102160876,0.0093480266420808,0.0095002495226214,0.0074910665369904,0.0105659920892549,0.004702772294398827,0.0003741864145214418,0.0050674124755906436,0.004435679957711769,0.00346336336305364,0.0030425977415355753,0.0031266956478659402,,,
16,9.953511140188423e-05,9.953511140188423e-05,6.931762013230655e-05,5.774314293592112e-05,5.011651382156825e-05,4.446991145065533e-05,3.6500843979653606e-05,3.103563398301663e-05,2.704102555659444e-05,2.3981101422800168e-05,2.1549275370429475e-05,1.657484767174169e-05,0.0223596358176267,0.0160788146986153,0.02037700420684,0.0144305089908953,0.013309345669219,0.0117028909559584,0.0109890729119375,0.0087004950689923,0.0076120747385119,0.0087135984718663,0.0117059005271589,0.007500713347086463,2.8894958165262642e-05,0.00807655293612054,0.007466223897909963,0.0067676376013475655,0.006129002935810868,0.006154640772306208,0.006212675180791882,0.0061161772001721015,0.007859276594669895
