filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,best_augmented_var,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
27,8.69216657365792,8.69216657365792,6.661957742696044,6.233462656356547,5.672320948441734,0.0046619283124441,0.0045053422317945,0.0044687558226055,0.0065270067276386,0.00489529918562942,0.00477087075274818,6.97750260617119,0.004337826907831133,0.004262321225504621,0.004211980989276214,0.0037716511191071556,0.00416840595327056,0.00351689497958535,0.006387989800695437
28,26.206570779202075,26.206570779202075,22.52746519584463,21.20239803595793,19.39413524368263,0.0118903848262434,0.0124790090797377,0.0093691878991316,0.0138798436344083,0.009622105535830872,0.009714122903673572,26.206570779202075,0.009047667382595659,0.0097356727104973,0.009369187899131604,0.008934603559743293,0.008457089032116505,0.008353476297938034,0.008110301541976561
29,18.060452239672472,18.060452239672472,15.675591730469767,14.684336708406056,13.322549923109955,0.0301289192305935,0.0301116247042599,0.030291442454234,0.0301161342315187,0.03009853342196811,0.03009960401629036,13.936628769123852,0.0301051964373395,0.03011092356324857,0.03011162470425993,0.030122818882690028,0.03012891923059352,,
30,17.88258225366284,17.88258225366284,14.745936686490284,13.676543821483993,12.263470043021565,0.0067850052388848,0.0079075244223812,0.0079735286113941,0.0097777627781776,0.010413649676319858,0.008767952122967534,17.88258225366284,0.008561563311002551,0.008065213123249593,0.006499899395806433,,,,
31,42.23151078674035,42.23151078674035,38.09357601081868,36.17139321775513,33.50018704008288,0.0587846771453841,0.0587854651870359,0.0587868743438464,0.0587847786449337,0.05878466584019504,0.058784666729410406,36.17139321775513,0.0587846978204668,0.0587847010593745,0.05878467714538416,,,,
32,28.36844233078157,28.36844233078157,25.03492920628132,23.568801127250733,21.55033617119749,0.0171367319630355,0.0181757569641743,0.0179176694710398,0.0164504477179424,0.015446714876116707,0.015280416345744285,23.568801127250733,0.015714386825640525,0.015895012064617187,0.015940393504282557,0.015380388084148044,0.01523513480516292,0.014861913682042038,0.01472805110964015
33,15.705383976929353,15.705383976929353,12.9970340075278,12.047982618570895,10.82092697480984,0.0071393214040894,0.0047574972674404,0.0046358903070137,0.007183774870423,0.006629561794381858,0.006292467676251336,12.474116958967677,0.005839743714246892,0.005123216318595032,0.004501084537359944,0.00403360999151809,0.004678059555201786,0.004470375139446592,0.0058826891067637055
34,23.40523629107464,23.40523629107464,20.04356799763931,18.820392629114668,17.159430341742237,0.0090981452225881,0.0117787874310258,0.0111671203741609,0.0121916196695295,0.008531623335808258,0.00791822049430152,23.40523629107464,0.007869431145828165,0.00802231148798882,0.007105306092762553,,,,
38,67.93500187794221,67.93500187794221,60.126265325761786,56.63816501342044,51.87446049902184,0.0258157906590766,0.0263464097835358,0.0266545299159987,0.027759539301096,0.024997153071955158,0.025062430509317946,56.63816501342044,0.02517574335641032,0.025066993869238052,0.025043322289001302,,,,
39,47.87546758155271,47.87546758155271,43.02074931816775,40.80369910828007,37.72815584886442,0.0617467163062453,0.0617476615978626,0.0617470323156089,0.0617475090899014,0.06174954279079614,0.0617476012254316,,0.06174766159786266,0.06174708828698977,0.06174671630624534,,,,
40,40.60497447138543,40.60497447138543,37.99319720330836,36.75334651736487,34.984144703525416,0.0108236694161826,0.0107821853226061,0.0107249565597818,0.0107137842402411,0.010691054980374148,0.010680605551666666,35.794683021803976,0.010670709214008478,0.010661333846633203,0.010689188620083168,0.01068156612120047,0.010655601005973236,0.010683120504312416,0.010667779397165678
41,27.048979509814643,27.048979509814643,22.15413681372297,20.441766195360163,18.233410962028504,0.0066945537602643,0.0055919974651698,0.0075465630696899,0.0070926978676525,0.007466681850847534,0.007607836415646108,23.424600250275102,0.007086646942332742,0.0063008582266758095,0.005591997465169807,0.0048085314823796965,0.006694553760264399,,
42,72.9980805274623,72.9980805274623,63.38132968546119,59.31222989599197,53.72401564162994,0.0121638670791011,0.0140344099907466,0.0173700999090025,0.0145289092336543,0.011335988243704409,0.011260215431551035,63.38132968546119,0.01084889787899379,0.01126437169240202,0.011152494298073301,,,,
43,27.02525070488623,27.02525070488623,23.945199807855506,22.630577082011115,20.811231302116507,0.0196977053289364,0.0197734010803806,0.018101404436268,0.0190409062225947,0.01610902137340592,0.01595800370761219,23.945199807855506,0.015801722861614464,0.015880319547812216,0.015921385358668133,0.016214061219594678,0.015188882390316516,0.015436026721262763,0.015492257437019208
44,58.2231766209637,58.2231766209637,50.72438796051985,47.35953371602822,42.73278311389412,0.0213816505259679,0.0226859884979704,0.0223790715650828,0.0231469133297568,0.021629311521074057,0.021387834999518796,58.2231766209637,0.022000446910723004,0.021654072308796013,0.02110731528091242,,,,
45,36.25946688273299,36.25946688273299,32.209509437327576,30.42867450015054,27.97300829913679,0.0278750532845425,0.0278829080974703,0.0281190374118252,0.0279197606118844,0.0278749169507147,0.027874852361841562,31.24200327713513,0.027874899786889062,0.02787487265798011,0.027875053284542595,,,,
46,24.26179300739225,24.26179300739225,22.194218670910903,21.21491605276852,19.833427177353872,0.0379386202422767,0.0373148406415086,0.0371328436987872,0.0370137992437044,0.03761773970135135,0.03724968412913138,19.287543084228698,0.03687510839878072,0.03690653861105153,0.03701379924370446,0.03721640647212865,0.0372537822745623,0.03869730662828172,0.040269620834243625
47,46.93459430100687,46.93459430100687,43.08764441061171,41.13851489243496,38.30260510846674,0.0129751996175371,0.0129905677929018,0.0132341681539052,0.012819855677784,0.012143426427979442,0.012191344677523697,37.159713281192076,0.012120366543604821,0.01228418657852004,0.012206804896511936,0.012125597893654194,0.012472286654363729,0.012828241937257956,0.012863562200530643
48,18.0165819166905,18.0165819166905,15.338555091335571,14.279865510446932,12.865895366048296,0.0114741670235066,0.0111039164028564,0.0126787452462775,0.0126901781897145,0.012766029245587007,0.011585566492684274,16.096143104890512,0.010570455588252647,0.010889112188778194,0.010603443921894107,0.010421199330114816,0.0105774546543847,,
49,69.44232218976379,69.44232218976379,60.25979634413852,56.14722669040746,50.53991092732582,0.0153197141366979,0.0185699814702062,0.0196984338119454,0.0212439749746495,0.014118430764133993,0.01520553568521954,56.14722669040746,0.014684049905497099,0.015398974659092457,0.014233973268566125,,,,
50,53.79102487969156,53.79102487969156,46.88118193834001,44.04844886658286,40.17148951564985,0.0185733972604709,0.0224458183721862,0.0204931551647722,0.0192073151495941,0.019161297220764317,0.019144768660706024,46.88118193834001,0.018515258721586436,0.019396207955334865,0.018541108872639434,,,,
52,39.61305712978559,39.61305712978559,36.884482036710935,35.56373557204745,33.732738884215486,0.0212862208841672,0.0212721554113912,0.0212719490463474,0.0212710419461967,0.021271033676648565,0.02127103359314958,32.67189952737112,0.021271408187301832,0.02127140892102547,0.021271041946196723,0.021271764887024314,0.021271274342875623,0.021272209070821113,0.021271037933546955
54,5.910095395399763,5.910095395399763,4.937975713401619,4.632621780396664,4.238296932691712,0.0046225337810671,0.0037798352807748,0.0053687232906334,0.0061237878617274,0.006226020142749693,0.005823193490359535,5.166542115909088,0.004989591100333257,0.004155268598910855,0.0036091901033763474,0.002836150865209275,0.004121619213402705,,
55,28.245968155496502,28.245968155496502,23.525398226135323,21.823147384402056,19.61504775111583,0.0086962007837465,0.008725767342106,0.0092092596874955,0.0103874989667803,0.007716883282957221,0.007616592000200373,28.245968155496502,0.00736891123487593,0.00699553999278324,0.005954240232972641,,,,
56,61.738980325914646,61.738980325914646,54.37577618033677,51.01424954313856,46.37191742876762,0.0153918297288216,0.0152074356761645,0.0175234148732901,0.018286808015671,0.01529278209293694,0.014638035992910525,54.37577618033677,0.014998459115429408,0.014150203190687077,0.013734695263176083,0.013808517271568288,0.014021655306357905,,
57,46.4092453378672,46.4092453378672,40.22581761511787,37.68715067188307,34.25492723936792,0.015219226593264,0.0106625880611154,0.0115974453093917,0.0126343104083004,0.011948020301009873,0.010899704846386388,46.4092453378672,0.010711535503240888,0.010935573868763648,0.010662588061115419,0.01022264367429715,0.009871755859504394,,
58,20.315382582668345,20.315382582668345,18.920781805264237,18.271282440926644,17.35293239050904,0.0242079218162888,0.0227559813193845,0.0219731288215983,0.0209993149530339,0.020303712235979904,0.020400716986640643,16.66209246893793,0.020612151299452652,0.020739892230312973,0.02099931495303392,0.02115203090314899,0.02134664100760919,0.021588517700216026,0.02187051404561391
59,71.705622302549,71.705622302549,65.03620316881579,61.77055583394157,57.10012414848914,0.0166166527772099,0.0156281563709219,0.0144760435972555,0.0148819272260079,0.013069871607001904,0.013122952517588937,67.25307782512661,0.013003377260977056,0.012878660289873,0.01244435487996004,0.012674396636431218,0.012464328188623919,0.012261183436483525,0.012509149025163424
60,4.826455507626006,4.826455507626006,4.198374725200917,3.971012642173954,3.667592926536633,0.0099773463650018,0.0084233605962729,0.0078282090447278,0.0073981420361077,0.007903577041260892,0.007486654464068876,3.551656960561518,0.007180023511653366,0.007270246147407122,0.00739814203610778,0.007560150314286029,0.00748196669068435,0.007586864970107521,0.007681203898559419
61,18.599342555035143,18.599342555035143,16.317119592029073,15.373639728841216,14.078150129858509,0.0137313714945922,0.0137949360226131,0.0107434819568975,0.0151920596443499,0.010524220324964986,0.01080443725136937,16.980508991180084,0.010581967389354574,0.011097461709099865,0.01074348195689756,0.010161858270005347,0.009975746033262789,0.009841176059061874,0.010034594305760702
62,58.03867676431666,58.03867676431666,52.72426333660909,50.1536358265829,46.47290812097026,0.0317133648194471,0.0319531259474012,0.0321372773443385,0.0325462399000399,0.03166032995858037,0.031676145126752486,50.1536358265829,0.03166033314146616,0.03166970577242556,0.03166306047283762,,,,
63,14.228201687632874,14.228201687632874,11.758588921122437,10.954213091615795,9.928836739870354,0.0062186112806464,0.003675948487128,0.00405827362728,0.0051316343135012,0.005168422979630924,0.004676675342903433,11.313990838753584,0.003901301749083763,0.003261747807022264,0.003283913452111431,0.0037773754626055367,0.005166405561753851,,
