layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,6559.191,6020.007,7105.8423,-0.36281657,-0.5444731,-0.16127561,1604,0.09304686353165215,20.0,20.0,6699.713098269343,0.0,6559.191,0.033804382765303224
3,1468.4333,1389.0563,1548.7819,0.8558314,0.6386262,1.0826297,6416,0.053911583107604466,7.7,-0.1,2122.4988988857685,75.0,1201.3312,0.016928848255368546
4,320.18402,302.7255,338.25623,2.6090884,2.0666847,3.449366,25664,0.04208156774107352,2.3,-0.9,814.8121750815009,25.0,306.76904,0.008471003560381446
5,60.571945,56.585835,64.75943,4.962413,3.9839003,6.8200064,102656,0.03131682954479709,1.6,-1.0,136.17677989628692,500.0,49.42199,0.004237135996393022
6,10.983582,10.096532,11.9495,8.75328,6.6602807,15.588045,410624,0.029274619909037847,0.5,-1.0,4.777120113372803,200.0,9.55424,0.002118975219285392
7,1.917452,1.7289338,2.131029,14.21698,10.215151,27.708519,1642496,0.028429469873807234,1.5,-1.2,5.6157590487299975,500.0,1.3419741,0.0010595892481240078
8,0.35573384,0.31291264,0.4098002,24.59401,14.979433,73.025085,6569984,0.013274165276578154,0.4,-1.0,0.04581790214229215,500.0,0.22357844,0.0005298200128246353
9,0.07662222,0.065640286,0.09239045,41.164585,19.789228,141.37448,26279936,0.00962491211604899,0.2,-0.7,8.76735873697769e-06,150.0,0.05891665,0.0002649163509945643
