layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,6587.2188,5829.0854,7390.837,1.3887792,0.7530406,2.1408205,1604,0.0860209454529283,1.4,-0.8,12767.09019066188,0.0,6587.21875,0.033804382765303224,0.08589949689884158,1.8,-0.83,15025.522582001759,0.0,252
3,1562.0016,1443.5146,1685.9578,3.834879,3.1302607,4.593748,6416,0.0685838748004568,1.1,-1.1,4237.649653709969,0.0,1562.0015869140625,0.016928848255368546,0.06724368394795821,1.5,-1.14,5560.907151161423,0.0,401
4,337.56195,313.36185,362.56418,5.9189796,5.145904,6.765697,25664,0.0674875311720697,1.5,-1.3,2041.376881338147,0.0,280.2077331542969,0.008471003560381446,0.06748753117206968,1.1,-1.27,1299.727434201944,100.0,401
5,63.35641,58.123432,68.83992,8.944126,7.8248415,10.135998,102656,0.0954899999999998,0.9,-1.3,291.3595881888039,0.0,63.35641,0.004237135996393022,0.0954899999999998,0.9,-1.3,291.3595881888039,0.0,200
6,11.491563,10.353099,12.688133,13.758188,11.807414,15.933593,410624,0.1338699999999997,0.3,-1.3,2.5934885663648664,0.0,11.491563,0.0021189752192853914,0.1338699999999997,0.3,-1.3,2.5934885663648664,0.0,100
7,2.062334,1.823033,2.3229468,19.980927,16.7409,23.600847,1642496,0.1733399999999997,0.3,-1.3,0.4654405914403189,0.0,2.062334,0.0010595892481240078,0.1733399999999997,0.3,-1.3,0.4654405914403189,0.0,61
8,0.4034712,0.35112354,0.46109706,25.597855,20.274683,31.850876,6569984,0.2076499999999997,0.3,-1.3,0.0910579320345603,0.0,0.4034712,0.0005298200128246353,0.2076499999999997,0.3,-1.3,0.0910579320345603,0.0,40
9,0.1172869,0.10315876,0.13279381,22.309376,16.614643,28.714006,26279936,0.2404999999999997,0.3,-1.3,0.0264700488177557,0.0,0.1172869,0.0002649163509945643,0.2404999999999997,0.3,-1.3,0.0264700488177557,0.0,30
