layer,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,best_augmented_var,kstest_stat_minus100
2,6559.191,6559.191,5602.9062,4967.5293,4465.4814,4026.055,3260.9727,2617.8062,2088.4814,1660.942,1292.8416,533.68164,0.0930468635316521,0.1000840097811853,0.1103002755471405,0.1230536962456444,0.1355439848401315,0.1609704157691066,0.1869450770562837,0.2128824714503675,0.2379391488856777,0.2655042007729644,0.348809284135988,0.13554398484013153,0.12305369624564444,0.1103002755471405,0.10008400978118537,0.09304686353165215,,,,,
3,1468.4333,1468.4333,1349.74,1269.3678,1201.3312,1141.6299,1042.1995,958.1002,885.573,821.2232,762.85864,619.6216,0.0539158342000306,0.0539130841726444,0.0539119855042837,0.0539115831076044,0.0539376720192216,0.053955916377524,0.0539836180451825,0.0600334194620074,0.067645886888882,0.0753442203973291,0.097290297060438,0.055447739872153345,0.05423662026777032,0.054001249764042414,0.05402625975528996,0.053911583107604466,0.05391198550428372,0.0539195450083651,0.05392522599243188,,
4,320.18402,320.18402,306.76904,297.9342,290.26096,283.25574,270.56433,259.55194,249.86143,241.08104,233.01094,212.21298,0.0420931799507379,0.0420815677410735,0.0420865086608335,0.0420857381469035,0.0420859155077231,0.0420860673160286,0.0422993520642892,0.0422895955427126,0.0422952477336109,0.0422994510554722,0.0423055524745027,0.04219486447181775,0.0421968226973678,0.04217205459822582,0.04208650866083358,0.04208156774107352,0.04207882446998351,,,320.18402,
5,60.571945,60.571945,59.27842,58.387177,57.625244,56.92867,55.681404,54.573696,53.57187,52.642757,51.772095,49.42199,0.0314720841584333,0.0316966732593382,0.0315348257521879,0.0313475368570006,0.0314733921117037,0.031352928372059,0.0313855872227757,0.0314317844432728,0.0314162491672447,0.031433755698075,0.031316829544797,0.03131754621659788,0.03131708092794194,0.031316404985883506,0.03131788519132056,0.03131682954479709,0.031315516252572784,0.03131662989613626,0.03131486396621902,50.553642,0.03131861196327512
6,10.983582,10.983582,10.658253,10.447885,10.266742,10.103,9.811815,9.55424,9.3208885,9.106451,8.906806,8.375863,0.0299219821182097,0.0297844395310048,0.0296923333171656,0.0295404850988483,0.0295355685906703,0.0293972474600143,0.0292746199090378,0.0294676076964794,0.0297816598177191,0.0295774804450213,0.0292814399529878,0.028530571960439233,0.028635086097342943,0.02868985097806742,0.028747474172340137,0.028720380685134717,0.02868110708864241,0.028742454103811876,0.028653763508203367,10.103,0.028450973211418762
7,1.917452,1.917452,1.8379792,1.7887647,1.7469691,1.7097884,1.644743,1.5883737,1.5380776,1.4925519,1.450821,1.3419741,0.0300426909943526,0.030215232594321,0.0306536698307083,0.0293315592377291,0.0293716316650937,0.0295756231543715,0.0291955506978717,0.0287463939504477,0.0291465789438327,0.0284581443889611,0.0284294698738072,0.027088281823445526,0.02680103247779747,0.027348244854108472,0.02722265415223246,0.02686594925840846,0.02700375775210767,0.027143615344942973,0.027286658555146837,1.2946047,0.027215956906248867
8,0.35573384,0.35573384,0.33504173,0.32313457,0.31321868,0.30451286,0.28951046,0.27672505,0.26549023,0.25548294,0.24643356,0.22357844,0.0166892663652697,0.0157796163232676,0.0152364152190543,0.0147787868827624,0.0161511396642315,0.0163583937692994,0.0156669489353744,0.0150277692799039,0.0144390668380881,0.013893736618065,0.0132741652765781,0.013241871708790265,0.013185569912900486,0.013346599571213313,0.013334170607645801,0.013274165276578154,0.013213251407030169,0.013360909060252557,0.013363411835827121,0.21393491,0.013296332860564253
9,0.07662222,0.07662222,0.07050465,0.067370154,0.0648227,0.06262443,0.05891665,0.05582656,0.053161107,0.05081597,0.048722435,0.043521583,0.0121151247373272,0.0125816493669696,0.0130734535781958,0.0128004345358734,0.0112736411510059,0.0096249121160489,0.0101733296825555,0.0121516480604929,0.0142606002939542,0.0140081861157749,0.0119026286969301,0.010244842484095351,0.010265011194845797,0.009691087553274191,0.009608317748594275,0.00962491211604899,0.009871952085683366,0.009901220245648712,0.009792275879149659,0.067370154,0.00945088200688382
