layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,3180.0,0.33,2.6,0.0164468225821352,0.332,2.67,0.015606175923956633,7638
3,12720.0,0.33,1.4,0.0072544752081373,0.334,1.49,0.005469078295632035,64395
4,50880.0,0.34,0.5,0.0056036534151958,0.338,0.48,0.005055822440257096,76320
5,203520.0,0.37,-0.1,0.0024943127660284,0.367,-0.12,0.002152690730583995,386370
6,814080.0,0.42,-0.6,0.0060548740777894,0.43,-0.55,0.0035101812344442984,152640
7,3256320.0,0.6,-0.86,0.0115163753235231,0.61,-0.853,0.011113418206729897,14310
8,13025280.0,3.0,-1.13,0.0439061125707855,2.0,-1.126,0.04344197501923447,1005
