layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,17165.852,16108.495,18292.553,4.0173845,2.7138274,6.006314,27208.0,0.011857825622443918,5.1,-1.0,54579.34080418145,0.0,17165.852,0.008227320119627842
3,4524.57,4128.0186,4992.1787,11.562076,6.178833,24.957214,108832.0,0.13152999999999976,0.3,-1.3,1021.1335278603276,0.0,4524.57,0.004115201248105526
4,1373.4995,1260.0573,1500.4448,9.261635,6.08578,16.25573,333298.0,0.07635999999999987,0.6,-1.3,3679.520769345635,0.0,1373.4995,0.0023519198649528247
5,373.9722,342.44122,410.99554,10.3997965,6.17047,30.039886,1149538.0,0.04019177670222268,4.6,-1.3,1950.1277193093747,350.0,300.90378,0.0012665428950382307
6,90.55869,82.75969,99.77556,11.086198,6.617087,28.133839,4251250.0,0.010945036650711726,5.2,-1.2,333.905860191344,350.0,72.01595,0.000658638529926002
7,20.864292,18.736567,23.678108,18.333368,9.082987,60.114044,17005000.0,0.014830681305867954,3.3,-1.2,68.59562214971622,500.0,14.711512,0.00032932907101302186
8,4.537877,3.9866798,5.3199186,28.597765,12.662612,99.22019,68020000.0,0.013254688450425212,0.4,-1.0,0.8323132372517629,50.0,4.061454,0.00016466698639267335
9,0.850108,0.7182318,1.1776698,97.79494,14.3780575,442.23227,272080000.0,0.024491902440839874,1.6,-1.1,1.7231814772914034,500.0,0.51789045,8.233410583957582e-05
