band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,5760.0,0.1,14.0,0.0070317022952564,50.0,0.1,14.0,2.8668072289415904e-08,0.0070317022952564,50.0,36904.0
5,17280.0,0.1,3.2,0.0138842176640014,300.0,0.1,3.0,0.005278357831994705,0.013776813780806085,275.0,9720.0
8,48960.0,0.1,4.0,0.0132697858728574,500.0,0.11,3.9,0.020747568319397797,0.011643943158045733,600.0,13770.0
11,135360.0,0.2,8.5,0.0039061087629816,250.0,0.19,8.7,6255.011311870448,0.0037331397755827962,225.0,135360.0
14,374400.0,0.1,1.3,0.0186234203987732,0.0,0.1,1.3,0.3264897871435809,0.0186234203987732,0.0,5551.0
17,1039680.0,0.1,10.0,0.0019859594097507,0.0,0.1,10.0,6.554774651314274e-07,0.0019859594097507,0.0,493441.0
20,2885760.0,0.1,8.0,0.0023249047732338,100.0,0.1,8.0,6.954867464330539e-07,0.0023249047732338,100.0,360720.0
23,8015040.0,0.1,12.0,0.000806665753099,25.0,0.1,12.0,3.885902882834582e-09,0.000806665753099,25.0,2853009.0
26,22242240.0,0.1,6.3,0.0006159931037833,0.0,0.1,6.3,2.1452132753586765e-07,0.0006159931037833,0.0,4691722.0
30,16721280.0,0.1,3.4,0.002217852236246,0.0,0.1,3.4,1.879102593182671e-07,0.002217852236246,0.0,391905.0
