layer,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var
2,15745.2,15745.2,13179.335,11844.186,10807.027,9931.902,8523.346,7471.568,6584.57,5820.69,5163.7104,3591.248,0.0447809475871616,0.0447820896057992,0.0448027977537377,0.045679183335578,0.0468525077842471,0.0494555413525429,0.0602963026635302,0.0712005391765759,0.0819933278801996,0.0920601026105951,0.1288268281938512,0.047082782866030126,0.046025309614380394,0.04481849587916931,0.0451799857080723,0.04478094758716167,
3,3624.9153,3624.9153,3377.4426,3213.0425,3075.9966,2960.242,2766.6833,2602.05,2458.2905,2330.6587,2215.7742,1924.9,0.0368802593093763,0.0369703159116902,0.037022811395076,0.0369668454262511,0.0369815977215789,0.0370186706539141,0.037045468001248,0.0371093733406993,0.0389362554786662,0.0390618840436313,0.0446318163328669,0.03742453342328267,0.036958662495290395,0.03693160585792393,0.036730168571019295,0.036420557171703394,3624.9153
4,871.21185,871.21185,849.4004,832.9553,818.3137,805.0218,782.0211,761.64624,742.99097,725.6943,709.58936,666.3491,0.031612806150074,0.0320625893467668,0.0320187476330911,0.0319787446484632,0.0319415691142018,0.0318752118596554,0.0320533501436023,0.0319976794383577,0.0319443610784854,0.0319040948011115,0.0320385985781646,0.030908020664447866,0.030946444650806704,0.030987754495492625,0.030882404685243614,0.03069119624401523,871.21185
5,209.99551,209.99551,205.79723,202.501,199.54602,196.82759,191.86708,187.42137,183.37921,179.62888,176.14046,166.80515,0.0269792514025496,0.0273045160306528,0.0272882885275126,0.0272734044992362,0.0272594205964216,0.0272331508359048,0.027208737707073,0.0271857866359254,0.0271639100622826,0.0271429456248022,0.027083688139027,0.02666999999999997,0.02666999999999997,0.02666999999999997,0.02666999999999997,0.02666999999999986,209.99551
6,48.276875,48.276875,47.16544,46.291656,45.52186,44.817566,43.54843,42.414024,41.38152,40.425655,39.535404,37.166496,0.0421399999999999,0.0421399999999999,0.0421399999999999,0.0421399999999999,0.0421399999999999,0.0421399999999999,0.0421399999999999,0.0421399999999999,0.0421399999999999,0.0421399999999999,0.0421399999999999,0.04213999999999979,0.04213999999999979,0.04213999999999979,0.04213999999999979,0.04213999999999979,44.817566
7,10.965419,10.965419,10.679563,10.455641,10.258172,10.07895,9.759318,9.475096,9.217082,8.979411,8.758627,8.17403,0.0743899999999997,0.0743899999999997,0.0743899999999997,0.0743899999999997,0.0743899999999997,0.0743899999999997,0.0743899999999997,0.0743899999999997,0.0743899999999997,0.0743899999999997,0.0743899999999997,0.07438999999999973,0.07438999999999973,0.07438999999999973,0.07438999999999973,0.07438999999999973,
8,2.502185,2.502185,2.4296367,2.373941,2.3251114,2.280822,2.2017326,2.1318493,2.068747,2.0109253,1.9574296,1.8169634,0.1170699999999997,0.1170699999999997,0.1170699999999997,0.1170699999999997,0.1170699999999997,0.1170699999999997,0.1170699999999997,0.1170699999999997,0.1170699999999997,0.1170699999999997,0.1170699999999997,0.11706999999999979,0.11706999999999979,0.11706999999999979,0.11706999999999979,0.11706999999999979,
9,0.6231359,0.6231359,0.60337377,0.5883185,0.5752282,0.56344855,0.5426163,0.52438474,0.5080453,0.49316335,0.47945705,0.44366068,0.1639399999999997,0.1639399999999997,0.1639399999999997,0.1639399999999997,0.1639399999999997,0.1639399999999997,0.1639399999999997,0.1639399999999997,0.1639399999999997,0.1639399999999997,0.1639399999999997,0.16393999999999975,0.16393999999999975,0.16393999999999975,0.16393999999999975,0.16393999999999975,
10,0.18486173,0.18486173,0.17883368,0.17414322,0.17008306,0.16645195,0.16008857,0.15458088,0.14969608,0.1452921,0.14127366,0.13093673,0.2109999999999998,0.2109999999999998,0.2109999999999998,0.2109999999999998,0.2109999999999998,0.2109999999999998,0.2109999999999998,0.2109999999999998,0.2109999999999998,0.2109999999999998,0.2109999999999998,0.2109999999999998,0.2109999999999998,0.2109999999999998,0.2109999999999998,0.2109999999999998,
