layer,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25
2,9603.463,9603.463,8695.804,8126.701,7680.7295,7297.2085,6664.037,6140.9927,5687.5376,5292.325,4940.8267,4050.7134,0.0099496008118885,0.0114344849826559,0.0161750835261065,0.0202323069824121,0.0237685874891777,0.0304618225618726,0.0370944834069413,0.0431628557790227,0.0490762156003397,0.0547146072661993,0.0743858746803279,0.02459772991009812,0.02111952800752337,0.017202839807004655,0.012477996671261926,0.00993035761821659,9603.463,
3,2720.8342,2720.8342,2613.6423,2535.357,2470.0046,2411.2927,2309.2734,2221.1638,2142.8572,2072.861,2008.281,1842.8341,0.0024737997845,0.0033816709306666,0.004754344087255,0.0056701371918178,0.0066082328959876,0.0086484882101123,0.0106321125090186,0.0125865330036282,0.0149141593242976,0.0169611524584037,0.0229419973744603,0.007727445965830082,0.0064130936014807904,0.004842713917418584,0.0033650620956795496,0.0024694591152368828,2720.8342,
4,753.9402,753.9402,739.4489,729.76526,721.173,713.2622,699.0159,685.97644,674.0382,663.0084,652.74255,625.44806,0.0030896841960712,0.0035608808604914,0.0043175694727344,0.0042298819674395,0.0047088733091198,0.005425655250642,0.0052961493527355,0.0057397668271699,0.0064038090445977,0.0070481386263974,0.0088471761819305,0.004269965933395514,0.0037486745705736513,0.0035922628577616036,0.003262995165283132,0.0030896841960712518,,
5,194.982,194.982,190.70244,187.88857,185.44461,183.22182,179.21802,175.62938,172.32295,169.24463,166.3627,158.62947,0.0042752301595166,0.0040439585260387,0.0048437833267497,0.0055470166877465,0.0055600583295257,0.006102850250222,0.0066345849523481,0.0064551168328939,0.006800562656737,0.0074109101927334,0.0092149633490923,0.0049842664622079536,0.00470592009137738,0.004626752946297219,0.004318434911119495,0.0039294622706994575,194.982,0.0035060532550038603
6,46.94432,46.94432,45.612255,44.8241,44.146194,43.53487,42.444252,41.474426,40.59166,39.77668,39.015137,36.98377,0.0035264952500849,0.0044092019814162,0.0052984045766796,0.0061274734569209,0.0066592974391772,0.0060641884699159,0.0065771060531148,0.0063781393889892,0.0071791345796692,0.0076472512244205,0.0094056518016877,0.005083388240563869,0.004581782849474303,0.004429156559111136,0.003995028834840486,0.0035264952500849156,,
7,10.670525,10.670525,10.279034,10.082465,9.913464,9.761157,9.490145,9.250103,9.032088,8.8315,8.644835,8.150422,0.0057351031843494,0.0063462889243668,0.0067280775139165,0.0070740008203664,0.0076904941560867,0.0088213186967045,0.0072875046102673,0.0076446115803883,0.0079925454039558,0.0083272115711596,0.0097467424339404,0.005592669890821633,0.005177321305006255,0.005114134315658714,0.00473198138681713,0.004649649624301699,10.670525,
8,2.3083897,2.3083897,2.2116225,2.1657288,2.12649,2.091209,2.028596,1.9733399,1.9234284,1.8776474,1.8352485,1.7234443,0.0068002793051842,0.0055870603598794,0.0066090822065579,0.0060630694368161,0.0060932415308875,0.0070842367436248,0.008355954967204,0.0092387934947563,0.0096524483958269,0.0100709715352281,0.01004310244394,0.006141178728307384,0.006093241530887583,0.006063069436816115,0.005980774808963807,0.005587060359879423,2.3083897,0.004902459124248915
9,0.51185393,0.51185393,0.4854656,0.47402504,0.4643426,0.45572504,0.44060853,0.42741957,0.41559988,0.40483606,0.39491874,0.36896864,0.0064702705464813,0.0082016000677871,0.0067994331338075,0.0077438709877747,0.0069374264557227,0.0073564015172217,0.0070534401081532,0.0077800675990794,0.008838654220569,0.0091304468162652,0.0104626741582878,0.0061293762683219885,0.005540020188766849,0.005307404308059448,0.0056983133374857164,0.004721523466334782,0.51185393,
10,0.11719494,0.11719494,0.110551976,0.10741906,0.10481041,0.102518395,0.098553374,0.095150076,0.09213975,0.089426845,0.086950414,0.08057022,0.0080199903404389,0.007609528414304,0.0084379078535086,0.0089619454821693,0.0089354067629829,0.0088565387058884,0.0104411885738977,0.0087956784757099,0.0092848129317683,0.0102803435945106,0.0111901620115613,0.00757212271942076,0.007491433840146167,0.00756550335642614,0.007459334018598773,0.007496670121353244,0.10741906,0.007473583821161978
