layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,7687.9434,6901.589,8522.409,4.7117805,3.6642096,5.7939153,4000,0.0240572010999233,0.6,-0.6,2905.357750651645,0.0,7687.943359375,0.02143129655391987,0.023761061096667424,0.7,-0.69,5058.752753907406,0.0,3375
3,2119.814,1966.5588,2281.2178,6.3883505,5.0945187,7.8228188,16000,0.0094332460290964,2.4,-1.1,6499.286269133489,50.0,1784.9362,0.010726238002182146,0.0094332460290964,2.4,-1.1,6499.286269133489,50.0,20250
4,616.563,566.25104,668.96387,8.496661,6.907858,10.395842,64000,0.0067318922793045,2.3,-1.2,2306.453058312758,200.0,495.1925048828125,0.0053657448373593646,0.006683013208697797,2.6,-1.2,2288.9366552939764,225.0,40500
5,164.3762,149.83713,179.72507,10.352955,8.51466,12.568257,256000,0.0128990245133147,0.8,-1.2,340.7736010250659,350.0,122.85747528076172,0.0026835261713661143,0.012789999999999913,1.1,-1.24,505.74478773864195,450.0,11389
6,40.300583,36.560146,44.29979,11.914604,9.975632,14.141745,1024000,0.0342699999999998,1.1,-1.3,214.25498983945417,0.0,40.300583,0.001341926185121823,0.0342699999999998,1.1,-1.3,214.25498983945417,0.0,1500
7,9.229148,8.308782,10.208145,13.944969,11.784454,16.425611,4096000,0.0729299999999998,1.1,-1.3,49.06606431772177,0.0,9.229148,0.0006710038250523961,0.0729299999999998,1.1,-1.3,49.06606431772177,0.0,354
8,2.0329013,1.8173542,2.2629735,16.007273,13.317561,19.239584,16384000,0.1204399999999997,1.1,-1.3,10.807765382514829,0.0,2.0329013,0.0003355120903509215,0.1204399999999997,1.1,-1.3,10.807765382514829,0.0,125
9,0.4797613,0.42719352,0.53634554,17.688694,14.312851,21.892488,65536000,0.1698099999999998,1.1,-1.3,2.550614547629485,0.0,0.4797613,0.00016775858896935606,0.1698099999999998,1.1,-1.3,2.550614547629485,0.0,62
10,0.1427021,0.12780245,0.15878849,15.678446,12.129443,19.822157,262144000,0.2201699999999997,0.2,-0.3,4.718984876360206e-06,0.0,0.1427021,8.387993035035688e-05,0.2201699999999997,0.2,-0.3,4.718984876360206e-06,0.0,37
