band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,61.113865,51.687786,76.95325,58.128754,16.506187,220.126,14393472.0,0.0034642630400285035,0.4,-1.0,11.176155767200028,25.0,54.536488,0.00035795998357040425
3,27.54813,22.12985,39.910866,143.2942,22.389296,550.63635,14393472.0,0.0033934601671824494,0.5,-1.1,13.147999180687801,150.0,18.933119,0.00035795998357040425
4,27.684662,21.903887,40.12647,147.50511,32.58624,560.9357,14393472.0,0.004261097551676665,0.2,-0.9,0.007889927001226513,100.0,19.882616,0.00035795998357040425
5,8.802888,6.760228,13.6950655,214.38351,39.10545,764.4296,57573888.0,0.004193233603889708,0.1,-0.2,2.879995240278728e-12,50.0,6.75805,0.00017898288742047673
6,1.8857526,1.4353023,3.1128192,274.28073,36.400333,938.7651,28786944.0,0.0044345837952854995,0.1,0.0,1.8894988716258044e-13,75.0,1.3447574,0.00025311833069086866
7,0.5653904,0.44258165,0.8093488,142.61438,36.913067,522.66504,28786944.0,0.005520341388076222,0.1,0.1,3.055858314209012e-14,150.0,0.36247602,0.00025311833069086866
8,0.24928425,0.1888319,0.36889765,176.36858,48.082703,606.79913,28786944.0,0.006450006083340155,0.1,0.3,3.7296716546823835e-15,300.0,0.11417864,0.00025311833069086866
9,0.17483261,0.12622048,0.26382184,213.6898,67.59164,648.69934,29236740.0,0.006261110826322858,0.1,0.0,1.012637454777423e-14,250.0,0.072069466,0.0002511637641100581
