layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,,,,,,,0.0
3,2136795.8,2089661.5,2183364.5,-1.7575294,-1.7724658,-1.739543,3396.0
4,168473.95,160047.58,177148.22,1.8744407,1.4636377,2.318799,98808.0
5,83699.02,78400.57,89182.37,4.21965,3.506101,5.112777,524004.0
6,26502.598,24547.81,28542.047,6.584359,5.6949015,7.737797,2418270.0
7,6867.3423,6302.964,7459.0786,8.624499,7.535332,9.846775,10234344.0
8,977.00665,892.4991,1067.0593,9.898498,8.096569,13.575704,42110360.0
9,94.96691,84.62709,107.5309,19.474989,11.005217,47.74452,170911996.0
